[1625, 1211]
[paragraph, [781.0, 78.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 114.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 150.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 186.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 222.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 258.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 294.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 330.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 366.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 402.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 438.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 474.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 510.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 546.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 582.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 618.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 654.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 690.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [781.0, 726.0, 359.0, 36.0], Oenu35qNI3, 5742578]
[paragraph, [66.0, 84.0, 341.0, 36.0], GP3r7FF2oW, 5742578]
[paragraph, [66.0, 120.0, 341.0, 36.0], GP3r7FF2oW, 5742578]
[paragraph, [66.0, 156.0, 341.0, 36.0], GP3r7FF2oW, 5742578]
[paragraph, [66.0, 192.0, 341.0, 36.0], GP3r7FF2oW, 5742578]
[paragraph, [430.0, 88.0, 341.0, 36.0], rVyfgs62HZ, 5742578]
[paragraph, [430.0, 124.0, 341.0, 36.0], rVyfgs62HZ, 5742578]
[paragraph, [430.0, 160.0, 341.0, 36.0], rVyfgs62HZ, 5742578]
[paragraph, [430.0, 196.0, 341.0, 36.0], rVyfgs62HZ, 5742578]
[paragraph, [430.0, 232.0, 341.0, 36.0], rVyfgs62HZ, 5742578]
[paragraph, [430.0, 268.0, 341.0, 36.0], rVyfgs62HZ, 5742578]
[paragraph, [66.0, 236.0, 346.0, 36.0], Ukz3Ssd4yF, 5742578]
[paragraph, [66.0, 272.0, 346.0, 36.0], Ukz3Ssd4yF, 5742578]
[paragraph, [66.0, 308.0, 346.0, 36.0], Ukz3Ssd4yF, 5742578]
[paragraph, [66.0, 344.0, 346.0, 36.0], Ukz3Ssd4yF, 5742578]
[paragraph, [66.0, 380.0, 346.0, 36.0], Ukz3Ssd4yF, 5742578]
[paragraph, [66.0, 416.0, 346.0, 36.0], Ukz3Ssd4yF, 5742578]
[paragraph, [66.0, 452.0, 346.0, 36.0], Ukz3Ssd4yF, 5742578]
[paragraph, [66.0, 488.0, 346.0, 36.0], Ukz3Ssd4yF, 5742578]
[paragraph, [66.0, 524.0, 346.0, 36.0], Ukz3Ssd4yF, 5742578]
[paragraph, [66.0, 560.0, 346.0, 36.0], Ukz3Ssd4yF, 5742578]
[paragraph, [66.0, 596.0, 346.0, 36.0], Ukz3Ssd4yF, 5742578]
[paragraph, [66.0, 632.0, 346.0, 36.0], Ukz3Ssd4yF, 5742578]
[paragraph, [66.0, 668.0, 346.0, 36.0], Ukz3Ssd4yF, 5742578]
[paragraph, [66.0, 704.0, 346.0, 36.0], Ukz3Ssd4yF, 5742578]
[paragraph, [426.0, 321.0, 349.0, 36.0], HBHAA18Fzu, 5742578]
[paragraph, [426.0, 357.0, 349.0, 36.0], HBHAA18Fzu, 5742578]
[paragraph, [426.0, 393.0, 349.0, 36.0], HBHAA18Fzu, 5742578]
[paragraph, [426.0, 429.0, 349.0, 36.0], HBHAA18Fzu, 5742578]
[paragraph, [426.0, 465.0, 349.0, 36.0], HBHAA18Fzu, 5742578]
[paragraph, [426.0, 501.0, 349.0, 36.0], HBHAA18Fzu, 5742578]
[paragraph, [426.0, 537.0, 349.0, 36.0], HBHAA18Fzu, 5742578]
[paragraph, [426.0, 573.0, 349.0, 36.0], HBHAA18Fzu, 5742578]
[paragraph, [426.0, 609.0, 349.0, 36.0], HBHAA18Fzu, 5742578]
[paragraph, [426.0, 645.0, 349.0, 36.0], HBHAA18Fzu, 5742578]
[paragraph, [426.0, 681.0, 349.0, 36.0], HBHAA18Fzu, 5742578]
[paragraph, [429.0, 738.0, 353.0, 36.0], ItIC1DnXfD, 5742578]
[paragraph, [429.0, 774.0, 353.0, 36.0], ItIC1DnXfD, 5742578]
[paragraph, [429.0, 810.0, 353.0, 36.0], ItIC1DnXfD, 5742578]
[paragraph, [429.0, 846.0, 353.0, 36.0], ItIC1DnXfD, 5742578]
[paragraph, [429.0, 882.0, 353.0, 36.0], ItIC1DnXfD, 5742578]
[paragraph, [429.0, 918.0, 353.0, 36.0], ItIC1DnXfD, 5742578]
[paragraph, [429.0, 954.0, 353.0, 36.0], ItIC1DnXfD, 5742578]
[paragraph, [429.0, 990.0, 353.0, 36.0], ItIC1DnXfD, 5742578]
[paragraph, [429.0, 1026.0, 353.0, 36.0], ItIC1DnXfD, 5742578]
[paragraph, [429.0, 1062.0, 353.0, 36.0], ItIC1DnXfD, 5742578]
[paragraph, [429.0, 1098.0, 353.0, 36.0], ItIC1DnXfD, 5742578]
[paragraph, [429.0, 1134.0, 353.0, 36.0], ItIC1DnXfD, 5742578]
[paragraph, [429.0, 1170.0, 353.0, 36.0], ItIC1DnXfD, 5742578]
[paragraph, [429.0, 1206.0, 353.0, 36.0], ItIC1DnXfD, 5742578]
[paragraph, [429.0, 1242.0, 353.0, 36.0], ItIC1DnXfD, 5742578]
[paragraph, [65.0, 760.0, 356.0, 36.0], K93MQClyvn, 5742578]
[paragraph, [65.0, 796.0, 356.0, 36.0], K93MQClyvn, 5742578]
[paragraph, [65.0, 832.0, 356.0, 36.0], K93MQClyvn, 5742578]
[paragraph, [65.0, 868.0, 356.0, 36.0], K93MQClyvn, 5742578]
[paragraph, [65.0, 904.0, 356.0, 36.0], K93MQClyvn, 5742578]
[paragraph, [65.0, 940.0, 356.0, 36.0], K93MQClyvn, 5742578]
[paragraph, [789.0, 795.0, 365.0, 36.0], gacM4_C6QH, 5742578]
[paragraph, [789.0, 831.0, 365.0, 36.0], gacM4_C6QH, 5742578]
[paragraph, [789.0, 867.0, 365.0, 36.0], gacM4_C6QH, 5742578]
[paragraph, [789.0, 903.0, 365.0, 36.0], gacM4_C6QH, 5742578]
[paragraph, [789.0, 939.0, 365.0, 36.0], gacM4_C6QH, 5742578]
[paragraph, [789.0, 975.0, 365.0, 36.0], gacM4_C6QH, 5742578]
[paragraph, [789.0, 1011.0, 365.0, 36.0], gacM4_C6QH, 5742578]
[paragraph, [789.0, 1047.0, 365.0, 36.0], gacM4_C6QH, 5742578]
[paragraph, [789.0, 1083.0, 365.0, 36.0], gacM4_C6QH, 5742578]
[paragraph, [789.0, 1119.0, 365.0, 36.0], gacM4_C6QH, 5742578]
[paragraph, [789.0, 1155.0, 365.0, 36.0], gacM4_C6QH, 5742578]
[paragraph, [789.0, 1191.0, 365.0, 36.0], gacM4_C6QH, 5742578]
[paragraph, [789.0, 1227.0, 365.0, 36.0], gacM4_C6QH, 5742578]
[paragraph, [789.0, 1263.0, 365.0, 36.0], gacM4_C6QH, 5742578]
[paragraph, [789.0, 1299.0, 365.0, 36.0], gacM4_C6QH, 5742578]
[paragraph, [71.0, 1018.0, 353.0, 36.0], WedxoUHtPr, 5742578]
[paragraph, [71.0, 1054.0, 353.0, 36.0], WedxoUHtPr, 5742578]
[paragraph, [71.0, 1090.0, 353.0, 36.0], WedxoUHtPr, 5742578]
[paragraph, [71.0, 1126.0, 353.0, 36.0], WedxoUHtPr, 5742578]
[paragraph, [71.0, 1162.0, 353.0, 36.0], WedxoUHtPr, 5742578]
[paragraph, [71.0, 1198.0, 353.0, 36.0], WedxoUHtPr, 5742578]
[paragraph, [71.0, 1234.0, 353.0, 36.0], WedxoUHtPr, 5742578]
[paragraph, [71.0, 1270.0, 353.0, 36.0], WedxoUHtPr, 5742578]
[paragraph, [71.0, 1306.0, 353.0, 36.0], WedxoUHtPr, 5742578]
[paragraph, [71.0, 1342.0, 353.0, 36.0], WedxoUHtPr, 5742578]
[paragraph, [71.0, 1378.0, 353.0, 36.0], WedxoUHtPr, 5742578]
[paragraph, [71.0, 1414.0, 353.0, 36.0], WedxoUHtPr, 5742578]
[paragraph, [71.0, 1450.0, 353.0, 36.0], WedxoUHtPr, 5742578]
[paragraph, [435.0, 1294.0, 345.0, 36.0], m_uMdeHsJT, 5742578]
[paragraph, [435.0, 1330.0, 345.0, 36.0], m_uMdeHsJT, 5742578]
[paragraph, [435.0, 1366.0, 345.0, 36.0], m_uMdeHsJT, 5742578]
[paragraph, [435.0, 1402.0, 345.0, 36.0], m_uMdeHsJT, 5742578]
[paragraph, [435.0, 1438.0, 345.0, 36.0], m_uMdeHsJT, 5742578]
[paragraph, [788.0, 1350.0, 358.0, 36.0], shoonya_0sFD41DM422H2B, 5742578]
[paragraph, [788.0, 1386.0, 358.0, 36.0], shoonya_0sFD41DM422H2B, 5742578]
[paragraph, [788.0, 1422.0, 358.0, 36.0], shoonya_0sFD41DM422H2B, 5742578]
[folio, [429.0, 1499.0, 109.0, 36.0], jwWSkzr1ws, 5742578]
[folio, [795.0, 1499.0, 104.0, 36.0], X_xSGtEf62, 5742578]
[footnote, [748.0, 1576.0, 391.0, 36.0], HIqGimV8cn, 5742578]
