[1365, 857]
[paragraph, [51.0, 106.0, 688.0, 18.0], _c-BOqwafz, 5782084]
[paragraph, [51.0, 124.0, 688.0, 18.0], _c-BOqwafz, 5782084]
[paragraph, [51.0, 142.0, 688.0, 18.0], _c-BOqwafz, 5782084]
[section-title, [43.0, 199.0, 293.0, 30.0], shoonya_1s0JRLA85L86AA, 5782084]
[paragraph, [53.0, 272.0, 687.0, 18.0], SdRhbNS2w-, 5782084]
[paragraph, [53.0, 290.0, 687.0, 18.0], SdRhbNS2w-, 5782084]
[paragraph, [53.0, 308.0, 687.0, 18.0], SdRhbNS2w-, 5782084]
[ordered-list, [50.0, 367.0, 702.0, 18.0], iYRGkTw2t4, 5782084]
[ordered-list, [50.0, 385.0, 702.0, 18.0], iYRGkTw2t4, 5782084]
[ordered-list, [50.0, 403.0, 702.0, 18.0], iYRGkTw2t4, 5782084]
[ordered-list, [50.0, 421.0, 702.0, 18.0], iYRGkTw2t4, 5782084]
[ordered-list, [50.0, 439.0, 702.0, 18.0], iYRGkTw2t4, 5782084]
[ordered-list, [50.0, 457.0, 702.0, 18.0], iYRGkTw2t4, 5782084]
[ordered-list, [50.0, 475.0, 702.0, 18.0], iYRGkTw2t4, 5782084]
[ordered-list, [50.0, 493.0, 702.0, 18.0], iYRGkTw2t4, 5782084]
[ordered-list, [50.0, 511.0, 702.0, 18.0], iYRGkTw2t4, 5782084]
[ordered-list, [50.0, 529.0, 702.0, 18.0], iYRGkTw2t4, 5782084]
[ordered-list, [50.0, 547.0, 702.0, 18.0], iYRGkTw2t4, 5782084]
[ordered-list, [50.0, 565.0, 702.0, 18.0], iYRGkTw2t4, 5782084]
[ordered-list, [50.0, 583.0, 702.0, 18.0], iYRGkTw2t4, 5782084]
[sub-ordered-list, [77.0, 425.0, 672.0, 18.0], yv6TMqE1on, 5782084]
[sub-ordered-list, [77.0, 443.0, 672.0, 18.0], yv6TMqE1on, 5782084]
[sub-ordered-list, [77.0, 461.0, 672.0, 18.0], yv6TMqE1on, 5782084]
[sub-ordered-list, [77.0, 479.0, 672.0, 18.0], yv6TMqE1on, 5782084]
[sub-ordered-list, [77.0, 497.0, 672.0, 18.0], yv6TMqE1on, 5782084]
[sub-ordered-list, [77.0, 515.0, 672.0, 18.0], yv6TMqE1on, 5782084]
[sub-ordered-list, [77.0, 533.0, 672.0, 18.0], yv6TMqE1on, 5782084]
[sub-ordered-list, [77.0, 551.0, 672.0, 18.0], yv6TMqE1on, 5782084]
[sub-ordered-list, [77.0, 569.0, 672.0, 18.0], yv6TMqE1on, 5782084]
[sub-ordered-list, [77.0, 587.0, 672.0, 18.0], yv6TMqE1on, 5782084]
[subsub-ordered-list, [101.0, 464.0, 633.0, 18.0], ptb9SMaPjv, 5782084]
[subsub-ordered-list, [101.0, 482.0, 633.0, 18.0], ptb9SMaPjv, 5782084]
[subsub-ordered-list, [101.0, 500.0, 633.0, 18.0], ptb9SMaPjv, 5782084]
[subsub-ordered-list, [101.0, 518.0, 633.0, 18.0], ptb9SMaPjv, 5782084]
[subsub-ordered-list, [101.0, 536.0, 633.0, 18.0], ptb9SMaPjv, 5782084]
[subsub-ordered-list, [101.0, 554.0, 633.0, 18.0], ptb9SMaPjv, 5782084]
[subsub-ordered-list, [101.0, 572.0, 633.0, 18.0], ptb9SMaPjv, 5782084]
[ordered-list, [41.0, 632.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 650.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 668.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 686.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 704.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 722.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 740.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 758.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 776.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 794.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 812.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 830.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 848.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 866.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 884.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 902.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 920.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 938.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 956.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 974.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 992.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 1010.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 1028.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 1046.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 1064.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 1082.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 1100.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 1118.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 1136.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 1154.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 1172.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 1190.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 1208.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 1226.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[ordered-list, [41.0, 1244.0, 704.0, 18.0], shoonya_0sSS3MWUWK0VMI, 5782084]
[sub-ordered-list, [54.0, 671.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 689.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 707.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 725.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 743.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 761.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 779.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 797.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 815.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 833.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 851.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 869.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 887.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 905.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 923.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 941.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 959.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 977.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 995.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 1013.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 1031.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 1049.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 1067.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 1085.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 1103.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 1121.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 1139.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 1157.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 1175.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 1193.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 1211.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 1229.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[sub-ordered-list, [54.0, 1247.0, 678.0, 18.0], FG7pw_EOVC, 5782084]
[subsub-ordered-list, [99.0, 978.0, 629.0, 18.0], QEyOKQsvio, 5782084]
[subsub-ordered-list, [99.0, 996.0, 629.0, 18.0], QEyOKQsvio, 5782084]
[subsub-ordered-list, [99.0, 1014.0, 629.0, 18.0], QEyOKQsvio, 5782084]
[subsub-ordered-list, [99.0, 1032.0, 629.0, 18.0], QEyOKQsvio, 5782084]
[subsub-ordered-list, [99.0, 1050.0, 629.0, 18.0], QEyOKQsvio, 5782084]
[subsub-ordered-list, [99.0, 1068.0, 629.0, 18.0], QEyOKQsvio, 5782084]
[subsub-ordered-list, [99.0, 1086.0, 629.0, 18.0], QEyOKQsvio, 5782084]
[subsub-ordered-list, [99.0, 1104.0, 629.0, 18.0], QEyOKQsvio, 5782084]
[subsub-ordered-list, [99.0, 1122.0, 629.0, 18.0], QEyOKQsvio, 5782084]
