[1625, 1211]
[paragraph, [421.0, 88.0, 341.0, 36.0], 50tychO2aX, 5742690]
[paragraph, [421.0, 124.0, 341.0, 36.0], 50tychO2aX, 5742690]
[paragraph, [783.0, 89.0, 367.0, 36.0], shoonya_1sMB5U5KJKJPE3, 5742690]
[paragraph, [783.0, 125.0, 367.0, 36.0], shoonya_1sMB5U5KJKJPE3, 5742690]
[paragraph, [783.0, 161.0, 367.0, 36.0], shoonya_1sMB5U5KJKJPE3, 5742690]
[paragraph, [783.0, 197.0, 367.0, 36.0], shoonya_1sMB5U5KJKJPE3, 5742690]
[paragraph, [783.0, 233.0, 367.0, 36.0], shoonya_1sMB5U5KJKJPE3, 5742690]
[paragraph, [783.0, 269.0, 367.0, 36.0], shoonya_1sMB5U5KJKJPE3, 5742690]
[paragraph, [783.0, 305.0, 367.0, 36.0], shoonya_1sMB5U5KJKJPE3, 5742690]
[paragraph, [71.0, 94.0, 339.0, 36.0], UdYD4oJQMp, 5742690]
[paragraph, [71.0, 130.0, 339.0, 36.0], UdYD4oJQMp, 5742690]
[paragraph, [71.0, 166.0, 339.0, 36.0], UdYD4oJQMp, 5742690]
[paragraph, [71.0, 202.0, 339.0, 36.0], UdYD4oJQMp, 5742690]
[paragraph, [71.0, 238.0, 339.0, 36.0], UdYD4oJQMp, 5742690]
[paragraph, [424.0, 236.0, 347.0, 36.0], 0q5-65z1uL, 5742690]
[paragraph, [424.0, 272.0, 347.0, 36.0], 0q5-65z1uL, 5742690]
[paragraph, [424.0, 308.0, 347.0, 36.0], 0q5-65z1uL, 5742690]
[paragraph, [424.0, 344.0, 347.0, 36.0], 0q5-65z1uL, 5742690]
[paragraph, [424.0, 380.0, 347.0, 36.0], 0q5-65z1uL, 5742690]
[paragraph, [424.0, 416.0, 347.0, 36.0], 0q5-65z1uL, 5742690]
[paragraph, [74.0, 289.0, 341.0, 36.0], hy3jr5v1wN, 5742690]
[paragraph, [74.0, 325.0, 341.0, 36.0], hy3jr5v1wN, 5742690]
[paragraph, [74.0, 361.0, 341.0, 36.0], hy3jr5v1wN, 5742690]
[paragraph, [74.0, 397.0, 341.0, 36.0], hy3jr5v1wN, 5742690]
[paragraph, [74.0, 433.0, 341.0, 36.0], hy3jr5v1wN, 5742690]
[paragraph, [74.0, 469.0, 341.0, 36.0], hy3jr5v1wN, 5742690]
[paragraph, [74.0, 505.0, 341.0, 36.0], hy3jr5v1wN, 5742690]
[paragraph, [74.0, 541.0, 341.0, 36.0], hy3jr5v1wN, 5742690]
[paragraph, [74.0, 577.0, 341.0, 36.0], hy3jr5v1wN, 5742690]
[paragraph, [799.0, 353.0, 341.0, 36.0], u58CesLk5e, 5742690]
[paragraph, [799.0, 389.0, 341.0, 36.0], u58CesLk5e, 5742690]
[paragraph, [799.0, 425.0, 341.0, 36.0], u58CesLk5e, 5742690]
[paragraph, [799.0, 461.0, 341.0, 36.0], u58CesLk5e, 5742690]
[paragraph, [799.0, 497.0, 341.0, 36.0], u58CesLk5e, 5742690]
[paragraph, [799.0, 533.0, 341.0, 36.0], u58CesLk5e, 5742690]
[paragraph, [799.0, 569.0, 341.0, 36.0], u58CesLk5e, 5742690]
[paragraph, [799.0, 605.0, 341.0, 36.0], u58CesLk5e, 5742690]
[paragraph, [799.0, 641.0, 341.0, 36.0], u58CesLk5e, 5742690]
[paragraph, [434.0, 503.0, 350.0, 36.0], V2l5cz9VKe, 5742690]
[paragraph, [434.0, 539.0, 350.0, 36.0], V2l5cz9VKe, 5742690]
[paragraph, [434.0, 575.0, 350.0, 36.0], V2l5cz9VKe, 5742690]
[paragraph, [434.0, 611.0, 350.0, 36.0], V2l5cz9VKe, 5742690]
[paragraph, [434.0, 647.0, 350.0, 36.0], V2l5cz9VKe, 5742690]
[paragraph, [434.0, 683.0, 350.0, 36.0], V2l5cz9VKe, 5742690]
[paragraph, [434.0, 719.0, 350.0, 36.0], V2l5cz9VKe, 5742690]
[paragraph, [434.0, 755.0, 350.0, 36.0], V2l5cz9VKe, 5742690]
[paragraph, [434.0, 791.0, 350.0, 36.0], V2l5cz9VKe, 5742690]
[paragraph, [434.0, 827.0, 350.0, 36.0], V2l5cz9VKe, 5742690]
[paragraph, [434.0, 863.0, 350.0, 36.0], V2l5cz9VKe, 5742690]
[paragraph, [434.0, 899.0, 350.0, 36.0], V2l5cz9VKe, 5742690]
[paragraph, [434.0, 935.0, 350.0, 36.0], V2l5cz9VKe, 5742690]
[paragraph, [434.0, 971.0, 350.0, 36.0], V2l5cz9VKe, 5742690]
[paragraph, [78.0, 643.0, 336.0, 36.0], YbHv261U93, 5742690]
[paragraph, [78.0, 679.0, 336.0, 36.0], YbHv261U93, 5742690]
[paragraph, [78.0, 715.0, 336.0, 36.0], YbHv261U93, 5742690]
[paragraph, [78.0, 751.0, 336.0, 36.0], YbHv261U93, 5742690]
[paragraph, [78.0, 787.0, 336.0, 36.0], YbHv261U93, 5742690]
[paragraph, [78.0, 823.0, 336.0, 36.0], YbHv261U93, 5742690]
[paragraph, [78.0, 859.0, 336.0, 36.0], YbHv261U93, 5742690]
[paragraph, [78.0, 895.0, 336.0, 36.0], YbHv261U93, 5742690]
[paragraph, [78.0, 931.0, 336.0, 36.0], YbHv261U93, 5742690]
[paragraph, [78.0, 967.0, 336.0, 36.0], YbHv261U93, 5742690]
[paragraph, [796.0, 703.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 739.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 775.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 811.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 847.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 883.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 919.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 955.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 991.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 1027.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 1063.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 1099.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 1135.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 1171.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 1207.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 1243.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 1279.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 1315.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 1351.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [796.0, 1387.0, 355.0, 36.0], shoonya_0s0622VQA1YCTS, 5742690]
[paragraph, [440.0, 1015.0, 342.0, 36.0], MMuv7e09aK, 5742690]
[paragraph, [440.0, 1051.0, 342.0, 36.0], MMuv7e09aK, 5742690]
[paragraph, [440.0, 1087.0, 342.0, 36.0], MMuv7e09aK, 5742690]
[paragraph, [440.0, 1123.0, 342.0, 36.0], MMuv7e09aK, 5742690]
[paragraph, [440.0, 1159.0, 342.0, 36.0], MMuv7e09aK, 5742690]
[paragraph, [440.0, 1195.0, 342.0, 36.0], MMuv7e09aK, 5742690]
[paragraph, [440.0, 1231.0, 342.0, 36.0], MMuv7e09aK, 5742690]
[paragraph, [440.0, 1267.0, 342.0, 36.0], MMuv7e09aK, 5742690]
[paragraph, [440.0, 1303.0, 342.0, 36.0], MMuv7e09aK, 5742690]
[paragraph, [74.0, 1033.0, 345.0, 36.0], sEL_rDFhUL, 5742690]
[paragraph, [74.0, 1069.0, 345.0, 36.0], sEL_rDFhUL, 5742690]
