[1294, 938]
[chapter-title, [253.0, 59.0, 299.0, 30.0], shoonya_0sECGKMLZF6VXH, 5775940]
[paragraph, [74.0, 109.0, 688.0, 18.0], 9iXaBrjELc, 5775940]
[paragraph, [74.0, 127.0, 688.0, 18.0], 9iXaBrjELc, 5775940]
[paragraph, [77.0, 159.0, 536.0, 18.0], 6GeQdcOQgl, 5775940]
[paragraph, [72.0, 181.0, 700.0, 18.0], dJ7AzQ_W_I, 5775940]
[paragraph, [72.0, 199.0, 700.0, 18.0], dJ7AzQ_W_I, 5775940]
[paragraph, [72.0, 217.0, 700.0, 18.0], dJ7AzQ_W_I, 5775940]
[paragraph, [72.0, 235.0, 700.0, 18.0], dJ7AzQ_W_I, 5775940]
[paragraph, [74.0, 258.0, 694.0, 18.0], _aTfexVqeD, 5775940]
[paragraph, [74.0, 276.0, 694.0, 18.0], _aTfexVqeD, 5775940]
[paragraph, [74.0, 294.0, 694.0, 18.0], _aTfexVqeD, 5775940]
[paragraph, [74.0, 312.0, 694.0, 18.0], _aTfexVqeD, 5775940]
[paragraph, [74.0, 330.0, 694.0, 18.0], _aTfexVqeD, 5775940]
[paragraph, [74.0, 348.0, 694.0, 18.0], _aTfexVqeD, 5775940]
[paragraph, [74.0, 366.0, 694.0, 18.0], _aTfexVqeD, 5775940]
[paragraph, [74.0, 384.0, 694.0, 18.0], _aTfexVqeD, 5775940]
[paragraph, [74.0, 402.0, 694.0, 18.0], _aTfexVqeD, 5775940]
[paragraph, [74.0, 420.0, 694.0, 18.0], _aTfexVqeD, 5775940]
[section-title, [296.0, 452.0, 238.0, 30.0], -Rw8MTD-0b, 5775940]
[paragraph, [84.0, 529.0, 675.0, 18.0], dtmpRomm0i, 5775940]
[paragraph, [84.0, 547.0, 675.0, 18.0], dtmpRomm0i, 5775940]
[paragraph, [84.0, 565.0, 675.0, 18.0], dtmpRomm0i, 5775940]
[paragraph, [84.0, 583.0, 675.0, 18.0], dtmpRomm0i, 5775940]
[paragraph, [84.0, 601.0, 675.0, 18.0], dtmpRomm0i, 5775940]
[paragraph, [84.0, 619.0, 675.0, 18.0], dtmpRomm0i, 5775940]
[paragraph, [84.0, 637.0, 675.0, 18.0], dtmpRomm0i, 5775940]
[paragraph, [84.0, 655.0, 675.0, 18.0], dtmpRomm0i, 5775940]
[paragraph, [84.0, 673.0, 675.0, 18.0], dtmpRomm0i, 5775940]
[paragraph, [84.0, 691.0, 675.0, 18.0], dtmpRomm0i, 5775940]
[paragraph, [84.0, 715.0, 674.0, 18.0], yldCf44ocN, 5775940]
[paragraph, [84.0, 733.0, 674.0, 18.0], yldCf44ocN, 5775940]
[paragraph, [83.0, 761.0, 675.0, 18.0], wZ51fKmAQR, 5775940]
[paragraph, [83.0, 779.0, 675.0, 18.0], wZ51fKmAQR, 5775940]
[paragraph, [81.0, 814.0, 677.0, 18.0], AU2M5eqNPz, 5775940]
[paragraph, [81.0, 832.0, 677.0, 18.0], AU2M5eqNPz, 5775940]
[paragraph, [81.0, 850.0, 677.0, 18.0], AU2M5eqNPz, 5775940]
[paragraph, [81.0, 868.0, 677.0, 18.0], AU2M5eqNPz, 5775940]
[paragraph, [80.0, 883.0, 682.0, 18.0], LKhTi8C4my, 5775940]
[paragraph, [80.0, 901.0, 682.0, 18.0], LKhTi8C4my, 5775940]
[paragraph, [81.0, 934.0, 679.0, 18.0], iqSkL_SibR, 5775940]
[paragraph, [81.0, 952.0, 679.0, 18.0], iqSkL_SibR, 5775940]
[paragraph, [80.0, 986.0, 685.0, 18.0], jiNmIveaRF, 5775940]
[paragraph, [80.0, 1004.0, 685.0, 18.0], jiNmIveaRF, 5775940]
[paragraph, [80.0, 1022.0, 685.0, 18.0], jiNmIveaRF, 5775940]
[paragraph, [80.0, 1040.0, 685.0, 18.0], jiNmIveaRF, 5775940]
[paragraph, [83.0, 1060.0, 688.0, 18.0], P6A1oz1EWI, 5775940]
[paragraph, [83.0, 1078.0, 688.0, 18.0], P6A1oz1EWI, 5775940]
[paragraph, [83.0, 1096.0, 688.0, 18.0], P6A1oz1EWI, 5775940]
