[2200, 1700]
[section-title, [1217.0, 656.0, 116.0, 52.5], u6IRaXTZVk, 5652827]
[paragraph, [302.0, 834.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 870.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 906.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 942.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 978.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1014.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1050.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1086.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1122.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1158.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1194.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1230.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1266.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1302.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1338.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1374.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1410.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1446.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1482.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1518.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1554.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1590.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1626.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1662.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1698.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1734.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1770.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
[paragraph, [302.0, 1806.0, 1035.0, 36.0], shoonya_0sSE55T6MM4PLB, 5652827]
