[2200, 1700]
[section-title, [135.0, 227.0, 309.0, 52.5], JeiKKdr4ie, 5658791]
[unordered-list, [152.0, 305.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 341.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 377.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 413.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 449.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 485.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 521.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 557.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 593.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 629.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 665.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 701.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 737.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 773.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 809.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 845.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 881.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 917.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 953.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 989.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 1025.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 1061.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 1097.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 1133.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 1169.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 1205.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 1241.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 1277.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 1313.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 1349.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
[unordered-list, [152.0, 1385.0, 1264.0, 36.0], WJYW4QNk-3, 5658791]
