[1300, 900]
[section-title, [240.0, 76.0, 423.0, 30.0], 0H5liB19mh, 5731754]
[paragraph, [71.0, 177.0, 758.0, 18.0], shoonya_0sP6IT7CBVVGY5, 5731754]
[paragraph, [71.0, 195.0, 758.0, 18.0], shoonya_0sP6IT7CBVVGY5, 5731754]
[paragraph, [71.0, 213.0, 758.0, 18.0], shoonya_0sP6IT7CBVVGY5, 5731754]
[paragraph, [71.0, 231.0, 758.0, 18.0], shoonya_0sP6IT7CBVVGY5, 5731754]
[paragraph, [71.0, 249.0, 758.0, 18.0], shoonya_0sP6IT7CBVVGY5, 5731754]
[paragraph, [71.0, 267.0, 758.0, 18.0], shoonya_0sP6IT7CBVVGY5, 5731754]
[paragraph, [71.0, 285.0, 758.0, 18.0], shoonya_0sP6IT7CBVVGY5, 5731754]
[paragraph, [71.0, 303.0, 758.0, 18.0], shoonya_0sP6IT7CBVVGY5, 5731754]
[paragraph, [71.0, 321.0, 758.0, 18.0], shoonya_0sP6IT7CBVVGY5, 5731754]
[paragraph, [71.0, 339.0, 758.0, 18.0], shoonya_0sP6IT7CBVVGY5, 5731754]
[paragraph, [71.0, 357.0, 758.0, 18.0], shoonya_0sP6IT7CBVVGY5, 5731754]
[paragraph, [71.0, 375.0, 758.0, 18.0], shoonya_0sP6IT7CBVVGY5, 5731754]
[paragraph, [140.0, 399.0, 614.0, 18.0], shoonya_4sP7FTOC64N9H5, 5731754]
[paragraph, [140.0, 417.0, 614.0, 18.0], shoonya_4sP7FTOC64N9H5, 5731754]
[paragraph, [671.0, 453.0, 156.0, 18.0], shoonya_6sASYB02IE5KGH, 5731754]
[paragraph, [671.0, 471.0, 156.0, 18.0], shoonya_6sASYB02IE5KGH, 5731754]
[paragraph, [63.0, 488.0, 763.0, 18.0], shoonya_1sVDWBUC088V1P, 5731754]
[paragraph, [63.0, 506.0, 763.0, 18.0], shoonya_1sVDWBUC088V1P, 5731754]
[paragraph, [63.0, 524.0, 763.0, 18.0], shoonya_1sVDWBUC088V1P, 5731754]
[paragraph, [63.0, 542.0, 763.0, 18.0], shoonya_1sVDWBUC088V1P, 5731754]
[paragraph, [63.0, 560.0, 763.0, 18.0], shoonya_1sVDWBUC088V1P, 5731754]
[paragraph, [64.0, 577.0, 765.0, 18.0], dnX6TrimZK, 5731754]
[paragraph, [64.0, 595.0, 765.0, 18.0], dnX6TrimZK, 5731754]
[paragraph, [64.0, 613.0, 765.0, 18.0], dnX6TrimZK, 5731754]
[paragraph, [64.0, 631.0, 765.0, 18.0], dnX6TrimZK, 5731754]
[paragraph, [64.0, 649.0, 765.0, 18.0], dnX6TrimZK, 5731754]
[paragraph, [64.0, 667.0, 765.0, 18.0], dnX6TrimZK, 5731754]
[paragraph, [64.0, 685.0, 765.0, 18.0], dnX6TrimZK, 5731754]
[paragraph, [64.0, 703.0, 765.0, 18.0], dnX6TrimZK, 5731754]
[paragraph, [64.0, 721.0, 765.0, 18.0], dnX6TrimZK, 5731754]
[paragraph, [64.0, 739.0, 765.0, 18.0], dnX6TrimZK, 5731754]
[paragraph, [199.0, 757.0, 497.0, 18.0], d-wcap1onC, 5731754]
[paragraph, [199.0, 775.0, 497.0, 18.0], d-wcap1onC, 5731754]
[paragraph, [199.0, 793.0, 497.0, 18.0], d-wcap1onC, 5731754]
[paragraph, [199.0, 811.0, 497.0, 18.0], d-wcap1onC, 5731754]
[paragraph, [199.0, 829.0, 497.0, 18.0], d-wcap1onC, 5731754]
[paragraph, [733.0, 856.0, 94.0, 18.0], jcTVFINKUe, 5731754]
[paragraph, [64.0, 891.0, 768.0, 18.0], shoonya_3sAHNZ81SZAKGJ, 5731754]
[paragraph, [64.0, 909.0, 768.0, 18.0], shoonya_3sAHNZ81SZAKGJ, 5731754]
[paragraph, [64.0, 927.0, 768.0, 18.0], shoonya_3sAHNZ81SZAKGJ, 5731754]
[paragraph, [64.0, 945.0, 768.0, 18.0], shoonya_3sAHNZ81SZAKGJ, 5731754]
[paragraph, [64.0, 963.0, 768.0, 18.0], shoonya_3sAHNZ81SZAKGJ, 5731754]
[paragraph, [64.0, 981.0, 768.0, 18.0], shoonya_3sAHNZ81SZAKGJ, 5731754]
[paragraph, [64.0, 999.0, 768.0, 18.0], shoonya_3sAHNZ81SZAKGJ, 5731754]
[paragraph, [67.0, 1016.0, 764.0, 18.0], shoonya_5s199YLNDKMU0E, 5731754]
[paragraph, [67.0, 1034.0, 764.0, 18.0], shoonya_5s199YLNDKMU0E, 5731754]
[paragraph, [67.0, 1052.0, 764.0, 18.0], shoonya_5s199YLNDKMU0E, 5731754]
[paragraph, [67.0, 1070.0, 764.0, 18.0], shoonya_5s199YLNDKMU0E, 5731754]
[paragraph, [67.0, 1088.0, 764.0, 18.0], shoonya_5s199YLNDKMU0E, 5731754]
[paragraph, [67.0, 1106.0, 764.0, 18.0], shoonya_5s199YLNDKMU0E, 5731754]
[paragraph, [67.0, 1124.0, 764.0, 18.0], shoonya_5s199YLNDKMU0E, 5731754]
[paragraph, [67.0, 1142.0, 764.0, 18.0], shoonya_5s199YLNDKMU0E, 5731754]
[paragraph, [67.0, 1160.0, 764.0, 18.0], shoonya_5s199YLNDKMU0E, 5731754]
[paragraph, [67.0, 1178.0, 764.0, 18.0], shoonya_5s199YLNDKMU0E, 5731754]
