[792, 612]
[folio, [245.0, 44.0, 277.0, 18.0], shoonya_0sNLFAX879XP88, 5744290]
[paragraph, [114.0, 69.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 87.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 105.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 123.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 141.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 159.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 177.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 195.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 213.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 231.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 249.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 267.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 285.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 303.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 321.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 339.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 357.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 375.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 393.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 411.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 429.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 447.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 465.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 483.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 501.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 519.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 537.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 555.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 573.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 591.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 609.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 627.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 645.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 663.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
[paragraph, [114.0, 681.0, 414.0, 18.0], Ig2EqA-E6e, 5744290]
