[2234, 1660]
[paragraph, [838.0, 163.0, 774.0, 36.0], shoonya_8sW0JDULUFSF6W, 5654587]
[paragraph, [838.0, 199.0, 774.0, 36.0], shoonya_8sW0JDULUFSF6W, 5654587]
[paragraph, [838.0, 235.0, 774.0, 36.0], shoonya_8sW0JDULUFSF6W, 5654587]
[paragraph, [838.0, 271.0, 774.0, 36.0], shoonya_8sW0JDULUFSF6W, 5654587]
[paragraph, [61.0, 236.0, 753.0, 36.0], shoonya_1sV103VIGDHXNJ, 5654587]
[paragraph, [61.0, 272.0, 753.0, 36.0], shoonya_1sV103VIGDHXNJ, 5654587]
[paragraph, [61.0, 308.0, 753.0, 36.0], shoonya_1sV103VIGDHXNJ, 5654587]
[paragraph, [61.0, 344.0, 753.0, 36.0], shoonya_1sV103VIGDHXNJ, 5654587]
[paragraph, [61.0, 380.0, 753.0, 36.0], shoonya_1sV103VIGDHXNJ, 5654587]
[paragraph, [61.0, 416.0, 753.0, 36.0], shoonya_1sV103VIGDHXNJ, 5654587]
[paragraph, [61.0, 452.0, 753.0, 36.0], shoonya_1sV103VIGDHXNJ, 5654587]
[paragraph, [61.0, 488.0, 753.0, 36.0], shoonya_1sV103VIGDHXNJ, 5654587]
[paragraph, [61.0, 524.0, 753.0, 36.0], shoonya_1sV103VIGDHXNJ, 5654587]
[paragraph, [61.0, 560.0, 753.0, 36.0], shoonya_1sV103VIGDHXNJ, 5654587]
[paragraph, [820.0, 323.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 359.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 395.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 431.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 467.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 503.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 539.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 575.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 611.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 647.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 683.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 719.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 755.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 791.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 827.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 863.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 899.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 935.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 971.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 1007.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [820.0, 1043.0, 808.0, 36.0], shoonya_0sRI5U0LTH15L1, 5654587]
[paragraph, [66.0, 609.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 645.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 681.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 717.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 753.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 789.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 825.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 861.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 897.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 933.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 969.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1005.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1041.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1077.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1113.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1149.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1185.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1221.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1257.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1293.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1329.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1365.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1401.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1437.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1473.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1509.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1545.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1581.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1617.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1653.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1689.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [66.0, 1725.0, 749.0, 36.0], shoonya_2s6IFJ7Z7OH796, 5654587]
[paragraph, [840.0, 1098.0, 770.0, 36.0], shoonya_4sF6Q84YRLJYXW, 5654587]
[paragraph, [840.0, 1134.0, 770.0, 36.0], shoonya_4sF6Q84YRLJYXW, 5654587]
[paragraph, [840.0, 1170.0, 770.0, 36.0], shoonya_4sF6Q84YRLJYXW, 5654587]
[paragraph, [840.0, 1206.0, 770.0, 36.0], shoonya_4sF6Q84YRLJYXW, 5654587]
[paragraph, [840.0, 1242.0, 770.0, 36.0], shoonya_4sF6Q84YRLJYXW, 5654587]
[section-title, [1018.0, 1294.0, 409.0, 52.5], shoonya_14sJD5XIAZLRLD, 5654587]
[paragraph, [910.0, 1353.0, 351.0, 36.0], shoonya_11sTM31UE79JG7, 5654587]
[paragraph, [906.0, 1399.0, 362.0, 36.0], shoonya_7sN1OWW6VM1UWB, 5654587]
[paragraph, [831.0, 1436.0, 793.0, 36.0], shoonya_6sJNKAEY3I84XI, 5654587]
[paragraph, [831.0, 1472.0, 793.0, 36.0], shoonya_6sJNKAEY3I84XI, 5654587]
[paragraph, [831.0, 1508.0, 793.0, 36.0], shoonya_6sJNKAEY3I84XI, 5654587]
[paragraph, [831.0, 1544.0, 793.0, 36.0], shoonya_6sJNKAEY3I84XI, 5654587]
[paragraph, [831.0, 1580.0, 793.0, 36.0], shoonya_6sJNKAEY3I84XI, 5654587]
[paragraph, [831.0, 1616.0, 793.0, 36.0], shoonya_6sJNKAEY3I84XI, 5654587]
[paragraph, [836.0, 1679.0, 787.0, 36.0], shoonya_5sQMGYYPU9B1YT, 5654587]
[paragraph, [836.0, 1715.0, 787.0, 36.0], shoonya_5sQMGYYPU9B1YT, 5654587]
[paragraph, [836.0, 1751.0, 787.0, 36.0], shoonya_5sQMGYYPU9B1YT, 5654587]
[paragraph, [836.0, 1787.0, 787.0, 36.0], shoonya_5sQMGYYPU9B1YT, 5654587]
[paragraph, [836.0, 1823.0, 787.0, 36.0], shoonya_5sQMGYYPU9B1YT, 5654587]
[paragraph, [836.0, 1859.0, 787.0, 36.0], shoonya_5sQMGYYPU9B1YT, 5654587]
[paragraph, [836.0, 1895.0, 787.0, 36.0], shoonya_5sQMGYYPU9B1YT, 5654587]
[paragraph, [836.0, 1931.0, 787.0, 36.0], shoonya_5sQMGYYPU9B1YT, 5654587]
[paragraph, [836.0, 1967.0, 787.0, 36.0], shoonya_5sQMGYYPU9B1YT, 5654587]
[paragraph, [836.0, 2003.0, 787.0, 36.0], shoonya_5sQMGYYPU9B1YT, 5654587]
[paragraph, [69.0, 1769.0, 761.0, 36.0], shoonya_3sT4BVAMMDSSMR, 5654587]
[paragraph, [69.0, 1805.0, 761.0, 36.0], shoonya_3sT4BVAMMDSSMR, 5654587]
[paragraph, [69.0, 1841.0, 761.0, 36.0], shoonya_3sT4BVAMMDSSMR, 5654587]
[paragraph, [69.0, 1877.0, 761.0, 36.0], shoonya_3sT4BVAMMDSSMR, 5654587]
[paragraph, [69.0, 1913.0, 761.0, 36.0], shoonya_3sT4BVAMMDSSMR, 5654587]
[paragraph, [69.0, 1949.0, 761.0, 36.0], shoonya_3sT4BVAMMDSSMR, 5654587]
[paragraph, [69.0, 1985.0, 761.0, 36.0], shoonya_3sT4BVAMMDSSMR, 5654587]
[paragraph, [69.0, 2021.0, 761.0, 36.0], shoonya_3sT4BVAMMDSSMR, 5654587]
[paragraph, [69.0, 2057.0, 761.0, 36.0], shoonya_3sT4BVAMMDSSMR, 5654587]
[paragraph, [849.0, 2048.0, 773.0, 36.0], shoonya_10sXGRCTKE5WBF, 5654587]
[paragraph, [849.0, 2084.0, 773.0, 36.0], shoonya_10sXGRCTKE5WBF, 5654587]
