[713, 461]
[chapter-title, [186.0, 83.0, 224.0, 30.0], coL6CXhVg2, 6534160]
[paragraph, [135.0, 126.0, 313.0, 18.0], uyIeKGmu1T, 6534160]
[paragraph, [135.0, 144.0, 313.0, 18.0], uyIeKGmu1T, 6534160]
[paragraph, [135.0, 162.0, 313.0, 18.0], uyIeKGmu1T, 6534160]
[paragraph, [138.0, 188.0, 314.0, 18.0], shoonya_0sGM97JV2Z8CGA, 6534160]
[paragraph, [138.0, 206.0, 314.0, 18.0], shoonya_0sGM97JV2Z8CGA, 6534160]
[paragraph, [138.0, 224.0, 314.0, 18.0], shoonya_0sGM97JV2Z8CGA, 6534160]
[paragraph, [138.0, 242.0, 314.0, 18.0], shoonya_0sGM97JV2Z8CGA, 6534160]
[paragraph, [138.0, 260.0, 314.0, 18.0], shoonya_0sGM97JV2Z8CGA, 6534160]
[paragraph, [138.0, 278.0, 314.0, 18.0], shoonya_0sGM97JV2Z8CGA, 6534160]
[paragraph, [138.0, 296.0, 314.0, 18.0], shoonya_0sGM97JV2Z8CGA, 6534160]
[paragraph, [138.0, 314.0, 314.0, 18.0], shoonya_0sGM97JV2Z8CGA, 6534160]
[paragraph, [138.0, 332.0, 314.0, 18.0], shoonya_0sGM97JV2Z8CGA, 6534160]
[paragraph, [138.0, 350.0, 314.0, 18.0], shoonya_0sGM97JV2Z8CGA, 6534160]
[paragraph, [130.0, 377.0, 320.0, 18.0], i4LeTokPei, 6534160]
[paragraph, [130.0, 395.0, 320.0, 18.0], i4LeTokPei, 6534160]
[paragraph, [130.0, 413.0, 320.0, 18.0], i4LeTokPei, 6534160]
[paragraph, [130.0, 431.0, 320.0, 18.0], i4LeTokPei, 6534160]
[paragraph, [130.0, 449.0, 320.0, 18.0], i4LeTokPei, 6534160]
[paragraph, [130.0, 467.0, 320.0, 18.0], i4LeTokPei, 6534160]
[paragraph, [131.0, 491.0, 322.0, 18.0], 1mFcjDaaVp, 6534160]
[paragraph, [131.0, 509.0, 322.0, 18.0], 1mFcjDaaVp, 6534160]
[paragraph, [131.0, 527.0, 322.0, 18.0], 1mFcjDaaVp, 6534160]
[paragraph, [131.0, 545.0, 322.0, 18.0], 1mFcjDaaVp, 6534160]
[paragraph, [131.0, 563.0, 322.0, 18.0], 1mFcjDaaVp, 6534160]
[paragraph, [131.0, 581.0, 322.0, 18.0], 1mFcjDaaVp, 6534160]
[paragraph, [131.0, 599.0, 322.0, 18.0], 1mFcjDaaVp, 6534160]
