[648, 936]
[headline, [656.0, 31.0, 223.0, 25.5], shoonya_13sPKOFBUMPBG8, 5772147]
[headline, [656.0, 56.5, 223.0, 25.5], shoonya_13sPKOFBUMPBG8, 5772147]
[headline, [656.0, 82.0, 223.0, 25.5], shoonya_13sPKOFBUMPBG8, 5772147]
[folio, [735.0, 115.0, 83.0, 18.0], shoonya_10sX961ZDDQNMJ, 5772147]
[figure-caption, [735.0, 339.0, 104.0, 18.0], 82nw7xe3a7, 5772147]
[figure-caption, [343.0, 341.0, 115.0, 18.0], jrQw5LuLg5, 5772147]
[figure-caption, [527.0, 341.0, 135.0, 18.0], zzyfqWhciE, 5772147]
[paragraph, [693.0, 391.0, 183.0, 18.0], WncP92Sec5, 5772147]
[paragraph, [693.0, 409.0, 183.0, 18.0], WncP92Sec5, 5772147]
[paragraph, [693.0, 427.0, 183.0, 18.0], WncP92Sec5, 5772147]
[paragraph, [693.0, 445.0, 183.0, 18.0], WncP92Sec5, 5772147]
[paragraph, [693.0, 463.0, 183.0, 18.0], WncP92Sec5, 5772147]
[paragraph, [693.0, 481.0, 183.0, 18.0], WncP92Sec5, 5772147]
[paragraph, [693.0, 499.0, 183.0, 18.0], WncP92Sec5, 5772147]
[paragraph, [693.0, 517.0, 183.0, 18.0], WncP92Sec5, 5772147]
[paragraph, [693.0, 535.0, 183.0, 18.0], WncP92Sec5, 5772147]
[paragraph, [693.0, 553.0, 183.0, 18.0], WncP92Sec5, 5772147]
[paragraph, [505.0, 393.0, 171.0, 18.0], shoonya_5sIFUHCPFERYCC, 5772147]
[paragraph, [505.0, 411.0, 171.0, 18.0], shoonya_5sIFUHCPFERYCC, 5772147]
[paragraph, [505.0, 429.0, 171.0, 18.0], shoonya_5sIFUHCPFERYCC, 5772147]
[paragraph, [505.0, 447.0, 171.0, 18.0], shoonya_5sIFUHCPFERYCC, 5772147]
[paragraph, [505.0, 465.0, 171.0, 18.0], shoonya_5sIFUHCPFERYCC, 5772147]
[paragraph, [116.0, 394.0, 172.0, 18.0], shoonya_9sTR1D9TX8KT8K, 5772147]
[paragraph, [116.0, 412.0, 172.0, 18.0], shoonya_9sTR1D9TX8KT8K, 5772147]
[paragraph, [116.0, 430.0, 172.0, 18.0], shoonya_9sTR1D9TX8KT8K, 5772147]
[paragraph, [116.0, 448.0, 172.0, 18.0], shoonya_9sTR1D9TX8KT8K, 5772147]
[paragraph, [116.0, 466.0, 172.0, 18.0], shoonya_9sTR1D9TX8KT8K, 5772147]
[paragraph, [309.0, 394.0, 181.0, 18.0], shoonya_8s27BNPBP4OPLE, 5772147]
[paragraph, [309.0, 434.0, 190.0, 18.0], shoonya_7sSIU9M1W33IPE, 5772147]
[paragraph, [309.0, 452.0, 190.0, 18.0], shoonya_7sSIU9M1W33IPE, 5772147]
[paragraph, [309.0, 470.0, 190.0, 18.0], shoonya_7sSIU9M1W33IPE, 5772147]
[paragraph, [309.0, 488.0, 190.0, 18.0], shoonya_7sSIU9M1W33IPE, 5772147]
[paragraph, [117.0, 499.0, 182.0, 18.0], shoonya_6sYW87NN9JJ3U7, 5772147]
[paragraph, [117.0, 517.0, 182.0, 18.0], shoonya_6sYW87NN9JJ3U7, 5772147]
[paragraph, [117.0, 535.0, 182.0, 18.0], shoonya_6sYW87NN9JJ3U7, 5772147]
[paragraph, [117.0, 553.0, 182.0, 18.0], shoonya_6sYW87NN9JJ3U7, 5772147]
[paragraph, [117.0, 571.0, 182.0, 18.0], shoonya_6sYW87NN9JJ3U7, 5772147]
[paragraph, [506.0, 499.0, 177.0, 18.0], MBrX7WW0yq, 5772147]
[paragraph, [506.0, 517.0, 177.0, 18.0], MBrX7WW0yq, 5772147]
[paragraph, [506.0, 535.0, 177.0, 18.0], MBrX7WW0yq, 5772147]
[paragraph, [506.0, 553.0, 177.0, 18.0], MBrX7WW0yq, 5772147]
[paragraph, [309.0, 526.0, 188.0, 18.0], shoonya_12sOVAXKRZ0L9L, 5772147]
[paragraph, [309.0, 544.0, 188.0, 18.0], shoonya_12sOVAXKRZ0L9L, 5772147]
[paragraph, [309.0, 562.0, 188.0, 18.0], shoonya_12sOVAXKRZ0L9L, 5772147]
[paragraph, [309.0, 580.0, 188.0, 18.0], shoonya_12sOVAXKRZ0L9L, 5772147]
