[842, 595]
[chapter-title, [244.0, 64.0, 125.0, 30.0], vOqZles-xB, 5773714]
[chapter-title, [244.0, 94.0, 125.0, 30.0], vOqZles-xB, 5773714]
[ordered-list, [37.0, 139.0, 540.0, 18.0], shoonya_0sTL1KIOGY6CB3, 5773714]
[ordered-list, [37.0, 157.0, 540.0, 18.0], shoonya_0sTL1KIOGY6CB3, 5773714]
[ordered-list, [37.0, 175.0, 540.0, 18.0], shoonya_0sTL1KIOGY6CB3, 5773714]
[ordered-list, [37.0, 193.0, 540.0, 18.0], shoonya_0sTL1KIOGY6CB3, 5773714]
[ordered-list, [37.0, 211.0, 540.0, 18.0], shoonya_0sTL1KIOGY6CB3, 5773714]
[ordered-list, [37.0, 229.0, 540.0, 18.0], shoonya_0sTL1KIOGY6CB3, 5773714]
[ordered-list, [37.0, 247.0, 540.0, 18.0], shoonya_0sTL1KIOGY6CB3, 5773714]
[ordered-list, [37.0, 265.0, 540.0, 18.0], shoonya_0sTL1KIOGY6CB3, 5773714]
[ordered-list, [37.0, 283.0, 540.0, 18.0], shoonya_0sTL1KIOGY6CB3, 5773714]
[ordered-list, [37.0, 301.0, 540.0, 18.0], shoonya_0sTL1KIOGY6CB3, 5773714]
[ordered-list, [37.0, 319.0, 540.0, 18.0], shoonya_0sTL1KIOGY6CB3, 5773714]
[ordered-list, [37.0, 337.0, 540.0, 18.0], shoonya_0sTL1KIOGY6CB3, 5773714]
[ordered-list, [32.0, 395.0, 535.0, 18.0], mDKYnd_h7i, 5773714]
[ordered-list, [32.0, 413.0, 535.0, 18.0], mDKYnd_h7i, 5773714]
[ordered-list, [32.0, 431.0, 535.0, 18.0], mDKYnd_h7i, 5773714]
[ordered-list, [32.0, 449.0, 535.0, 18.0], mDKYnd_h7i, 5773714]
[ordered-list, [32.0, 467.0, 535.0, 18.0], mDKYnd_h7i, 5773714]
[ordered-list, [32.0, 485.0, 535.0, 18.0], mDKYnd_h7i, 5773714]
[ordered-list, [32.0, 503.0, 535.0, 18.0], mDKYnd_h7i, 5773714]
[ordered-list, [32.0, 521.0, 535.0, 18.0], mDKYnd_h7i, 5773714]
[ordered-list, [32.0, 539.0, 535.0, 18.0], mDKYnd_h7i, 5773714]
[ordered-list, [32.0, 557.0, 535.0, 18.0], mDKYnd_h7i, 5773714]
[ordered-list, [32.0, 575.0, 535.0, 18.0], mDKYnd_h7i, 5773714]
[ordered-list, [32.0, 593.0, 535.0, 18.0], mDKYnd_h7i, 5773714]
[ordered-list, [32.0, 611.0, 535.0, 18.0], mDKYnd_h7i, 5773714]
[ordered-list, [32.0, 629.0, 535.0, 18.0], mDKYnd_h7i, 5773714]
[ordered-list, [32.0, 647.0, 535.0, 18.0], mDKYnd_h7i, 5773714]
[sub-ordered-list, [43.0, 548.0, 528.0, 18.0], -Sb-gmMqYr, 5773714]
[sub-ordered-list, [43.0, 566.0, 528.0, 18.0], -Sb-gmMqYr, 5773714]
[sub-ordered-list, [43.0, 584.0, 528.0, 18.0], -Sb-gmMqYr, 5773714]
[sub-ordered-list, [43.0, 602.0, 528.0, 18.0], -Sb-gmMqYr, 5773714]
[sub-ordered-list, [43.0, 620.0, 528.0, 18.0], -Sb-gmMqYr, 5773714]
[sub-ordered-list, [43.0, 638.0, 528.0, 18.0], -Sb-gmMqYr, 5773714]
[sub-ordered-list, [43.0, 656.0, 528.0, 18.0], -Sb-gmMqYr, 5773714]
[paragraph, [35.0, 679.0, 525.0, 18.0], voH1wwz4AM, 5773714]
[paragraph, [35.0, 697.0, 525.0, 18.0], voH1wwz4AM, 5773714]
[ordered-list, [30.0, 727.0, 535.0, 18.0], WVJPEXGSS2, 5773714]
[ordered-list, [30.0, 745.0, 535.0, 18.0], WVJPEXGSS2, 5773714]
[ordered-list, [30.0, 763.0, 535.0, 18.0], WVJPEXGSS2, 5773714]
