[2400, 1600]
[website-link, [990.0, 109.0, 237.0, 18.0], shoonya_2sZEFCJU539Z3G, 5660628]
[website-link, [990.0, 127.0, 237.0, 18.0], shoonya_2sZEFCJU539Z3G, 5660628]
[website-link, [1246.0, 111.0, 179.0, 18.0], H4JvKep6aO, 5660628]
[headline, [404.0, 210.0, 842.0, 67.5], shoonya_0s0KJPP1ZW28WW, 5660628]
[sub-headline, [158.0, 379.0, 809.0, 55.5], shoonya_3s67FGQQD2XMD9, 5660628]
[sub-headline, [158.0, 434.5, 809.0, 55.5], shoonya_3s67FGQQD2XMD9, 5660628]
[paragraph, [140.0, 549.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 585.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 621.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 657.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 693.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 729.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 765.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 801.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 837.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 873.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 909.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 945.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 981.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 1017.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 1053.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 1089.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 1125.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 1161.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 1197.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 1233.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 1269.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 1305.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 1341.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [140.0, 1377.0, 1305.0, 36.0], shoonya_5sFQKAMKGQWK65, 5660628]
[paragraph, [146.0, 1435.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [146.0, 1471.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [146.0, 1507.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [146.0, 1543.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [146.0, 1579.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [146.0, 1615.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [146.0, 1651.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [146.0, 1687.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [146.0, 1723.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [146.0, 1759.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [146.0, 1795.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [146.0, 1831.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [146.0, 1867.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [146.0, 1903.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [146.0, 1939.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [146.0, 1975.0, 1302.0, 36.0], shoonya_4sOUMW315ASLQK, 5660628]
[paragraph, [155.0, 2047.0, 1285.0, 36.0], shoonya_1sQXQNUJJXJH8V, 5660628]
[paragraph, [155.0, 2083.0, 1285.0, 36.0], shoonya_1sQXQNUJJXJH8V, 5660628]
[paragraph, [155.0, 2119.0, 1285.0, 36.0], shoonya_1sQXQNUJJXJH8V, 5660628]
[footnote, [291.0, 2294.0, 1016.0, 36.0], SbqW55yGfQ, 5660628]
