[2334, 1650]
[paragraph, [262.0, 97.0, 1277.0, 36.0], shoonya_0sO3LJEI67L4VD, 5652889]
[paragraph, [262.0, 133.0, 1277.0, 36.0], shoonya_0sO3LJEI67L4VD, 5652889]
[paragraph, [262.0, 169.0, 1277.0, 36.0], shoonya_0sO3LJEI67L4VD, 5652889]
[paragraph, [262.0, 205.0, 1277.0, 36.0], shoonya_0sO3LJEI67L4VD, 5652889]
[paragraph, [262.0, 241.0, 1277.0, 36.0], shoonya_0sO3LJEI67L4VD, 5652889]
[paragraph, [262.0, 277.0, 1277.0, 36.0], shoonya_0sO3LJEI67L4VD, 5652889]
[paragraph, [262.0, 313.0, 1277.0, 36.0], shoonya_0sO3LJEI67L4VD, 5652889]
[paragraph, [262.0, 349.0, 1277.0, 36.0], shoonya_0sO3LJEI67L4VD, 5652889]
[paragraph, [261.0, 387.0, 1299.0, 36.0], cXiompdrkT, 5652889]
[paragraph, [261.0, 423.0, 1299.0, 36.0], cXiompdrkT, 5652889]
[paragraph, [261.0, 459.0, 1299.0, 36.0], cXiompdrkT, 5652889]
[paragraph, [261.0, 495.0, 1299.0, 36.0], cXiompdrkT, 5652889]
[paragraph, [261.0, 531.0, 1299.0, 36.0], cXiompdrkT, 5652889]
[paragraph, [261.0, 567.0, 1299.0, 36.0], cXiompdrkT, 5652889]
[paragraph, [261.0, 603.0, 1299.0, 36.0], cXiompdrkT, 5652889]
[paragraph, [261.0, 639.0, 1299.0, 36.0], cXiompdrkT, 5652889]
[paragraph, [234.0, 681.0, 1320.0, 36.0], -xZtkR0DW3, 5652889]
[paragraph, [234.0, 717.0, 1320.0, 36.0], -xZtkR0DW3, 5652889]
[paragraph, [234.0, 753.0, 1320.0, 36.0], -xZtkR0DW3, 5652889]
[paragraph, [267.0, 803.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 839.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 875.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 911.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 947.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 983.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 1019.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 1055.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 1091.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 1127.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 1163.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 1199.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 1235.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 1271.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 1307.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 1343.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [267.0, 1379.0, 1297.0, 36.0], 3A5GqLIvNc, 5652889]
[paragraph, [247.0, 1435.0, 1256.0, 36.0], Zv9ybeDVH0, 5652889]
[paragraph, [247.0, 1471.0, 1256.0, 36.0], Zv9ybeDVH0, 5652889]
[paragraph, [247.0, 1507.0, 1256.0, 36.0], Zv9ybeDVH0, 5652889]
[paragraph, [247.0, 1543.0, 1256.0, 36.0], Zv9ybeDVH0, 5652889]
[paragraph, [247.0, 1579.0, 1256.0, 36.0], Zv9ybeDVH0, 5652889]
[paragraph, [247.0, 1615.0, 1256.0, 36.0], Zv9ybeDVH0, 5652889]
[paragraph, [247.0, 1651.0, 1256.0, 36.0], Zv9ybeDVH0, 5652889]
[paragraph, [247.0, 1687.0, 1256.0, 36.0], Zv9ybeDVH0, 5652889]
[paragraph, [247.0, 1723.0, 1256.0, 36.0], Zv9ybeDVH0, 5652889]
[paragraph, [247.0, 1759.0, 1256.0, 36.0], Zv9ybeDVH0, 5652889]
[paragraph, [247.0, 1795.0, 1256.0, 36.0], Zv9ybeDVH0, 5652889]
[paragraph, [247.0, 1831.0, 1256.0, 36.0], Zv9ybeDVH0, 5652889]
[paragraph, [236.0, 1878.0, 1283.0, 36.0], 5-L6T4GWUe, 5652889]
[paragraph, [236.0, 1914.0, 1283.0, 36.0], 5-L6T4GWUe, 5652889]
[paragraph, [236.0, 1950.0, 1283.0, 36.0], 5-L6T4GWUe, 5652889]
[paragraph, [236.0, 1986.0, 1283.0, 36.0], 5-L6T4GWUe, 5652889]
[paragraph, [236.0, 2022.0, 1283.0, 36.0], 5-L6T4GWUe, 5652889]
[folio, [381.0, 2092.0, 389.0, 36.0], MV6SCm8-UV, 5652889]
[folio, [381.0, 2128.0, 389.0, 36.0], MV6SCm8-UV, 5652889]
