[2339, 1654]
[paragraph, [184.0, 249.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 285.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 321.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 357.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 393.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 429.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 465.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 501.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 537.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 573.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 609.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 645.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 681.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 717.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 753.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 789.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 825.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 861.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 897.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [184.0, 933.0, 1279.0, 36.0], shoonya_0sE1CJC4OGAV83, 5687533]
[paragraph, [182.0, 1051.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1087.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1123.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1159.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1195.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1231.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1267.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1303.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1339.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1375.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1411.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1447.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1483.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1519.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1555.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1591.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1627.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1663.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1699.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1735.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1771.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1807.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[paragraph, [182.0, 1843.0, 1282.0, 36.0], shoonya_1sZL2JTP9CF3MB, 5687533]
[reference, [197.0, 2035.0, 577.0, 36.0], shoonya_2sHHNQ5XHO5ZZS, 5687533]
