[2339, 1653]
[paragraph, [248.0, 245.0, 1155.0, 36.0], shoonya_1s60L0X2SQ7EPC, 5685709]
[paragraph, [248.0, 281.0, 1155.0, 36.0], shoonya_1s60L0X2SQ7EPC, 5685709]
[paragraph, [248.0, 317.0, 1155.0, 36.0], shoonya_1s60L0X2SQ7EPC, 5685709]
[paragraph, [248.0, 353.0, 1155.0, 36.0], shoonya_1s60L0X2SQ7EPC, 5685709]
[paragraph, [248.0, 389.0, 1155.0, 36.0], shoonya_1s60L0X2SQ7EPC, 5685709]
[paragraph, [248.0, 425.0, 1155.0, 36.0], shoonya_1s60L0X2SQ7EPC, 5685709]
[paragraph, [248.0, 461.0, 1155.0, 36.0], shoonya_1s60L0X2SQ7EPC, 5685709]
[paragraph, [248.0, 497.0, 1155.0, 36.0], shoonya_1s60L0X2SQ7EPC, 5685709]
[paragraph, [248.0, 533.0, 1155.0, 36.0], shoonya_1s60L0X2SQ7EPC, 5685709]
[paragraph, [248.0, 569.0, 1155.0, 36.0], shoonya_1s60L0X2SQ7EPC, 5685709]
[paragraph, [248.0, 605.0, 1155.0, 36.0], shoonya_1s60L0X2SQ7EPC, 5685709]
[paragraph, [248.0, 641.0, 1155.0, 36.0], shoonya_1s60L0X2SQ7EPC, 5685709]
[paragraph, [248.0, 714.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 750.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 786.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 822.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 858.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 894.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 930.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 966.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 1002.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 1038.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 1074.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 1110.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 1146.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 1182.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 1218.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 1254.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 1290.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 1326.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [248.0, 1362.0, 1155.0, 36.0], shoonya_2s6YRCUEEQ5TY3, 5685709]
[paragraph, [249.0, 1448.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 1484.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 1520.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 1556.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 1592.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 1628.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 1664.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 1700.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 1736.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 1772.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 1808.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 1844.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 1880.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 1916.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 1952.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 1988.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 2024.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
[paragraph, [249.0, 2060.0, 1154.0, 36.0], shoonya_0sQ3V1AHAUUSVL, 5685709]
