[1425, 1088]
[section-title, [117.0, 119.0, 197.0, 30.0], yBc_9I_H47, 5759316]
[paragraph, [111.0, 179.0, 824.0, 18.0], v1vpB0z6QU, 5759316]
[paragraph, [111.0, 197.0, 824.0, 18.0], v1vpB0z6QU, 5759316]
[paragraph, [111.0, 215.0, 824.0, 18.0], v1vpB0z6QU, 5759316]
[paragraph, [111.0, 233.0, 824.0, 18.0], v1vpB0z6QU, 5759316]
[paragraph, [111.0, 251.0, 824.0, 18.0], v1vpB0z6QU, 5759316]
[paragraph, [112.0, 285.0, 820.0, 18.0], Ef9A0JS1tm, 5759316]
[paragraph, [112.0, 303.0, 820.0, 18.0], Ef9A0JS1tm, 5759316]
[paragraph, [112.0, 321.0, 820.0, 18.0], Ef9A0JS1tm, 5759316]
[paragraph, [112.0, 339.0, 820.0, 18.0], Ef9A0JS1tm, 5759316]
[paragraph, [112.0, 357.0, 820.0, 18.0], Ef9A0JS1tm, 5759316]
[paragraph, [112.0, 375.0, 820.0, 18.0], Ef9A0JS1tm, 5759316]
[paragraph, [112.0, 393.0, 820.0, 18.0], Ef9A0JS1tm, 5759316]
[paragraph, [112.0, 411.0, 820.0, 18.0], Ef9A0JS1tm, 5759316]
[paragraph, [112.0, 429.0, 820.0, 18.0], Ef9A0JS1tm, 5759316]
[paragraph, [112.0, 459.0, 820.0, 18.0], shoonya_0sVTD3NCYSOAT1, 5759316]
[paragraph, [112.0, 477.0, 820.0, 18.0], shoonya_0sVTD3NCYSOAT1, 5759316]
[paragraph, [112.0, 495.0, 820.0, 18.0], shoonya_0sVTD3NCYSOAT1, 5759316]
[paragraph, [112.0, 513.0, 820.0, 18.0], shoonya_0sVTD3NCYSOAT1, 5759316]
[paragraph, [112.0, 531.0, 820.0, 18.0], shoonya_0sVTD3NCYSOAT1, 5759316]
[paragraph, [112.0, 549.0, 820.0, 18.0], shoonya_0sVTD3NCYSOAT1, 5759316]
[paragraph, [112.0, 567.0, 820.0, 18.0], shoonya_0sVTD3NCYSOAT1, 5759316]
[paragraph, [112.0, 585.0, 820.0, 18.0], shoonya_0sVTD3NCYSOAT1, 5759316]
[paragraph, [112.0, 603.0, 820.0, 18.0], shoonya_0sVTD3NCYSOAT1, 5759316]
[paragraph, [109.0, 636.0, 825.0, 18.0], oP49YK7VzP, 5759316]
[paragraph, [109.0, 654.0, 825.0, 18.0], oP49YK7VzP, 5759316]
[paragraph, [109.0, 672.0, 825.0, 18.0], oP49YK7VzP, 5759316]
[paragraph, [109.0, 690.0, 825.0, 18.0], oP49YK7VzP, 5759316]
[paragraph, [109.0, 708.0, 825.0, 18.0], oP49YK7VzP, 5759316]
[paragraph, [109.0, 726.0, 825.0, 18.0], oP49YK7VzP, 5759316]
[paragraph, [109.0, 744.0, 825.0, 18.0], oP49YK7VzP, 5759316]
[paragraph, [108.0, 774.0, 828.0, 18.0], kGJSb9yFII, 5759316]
[paragraph, [108.0, 792.0, 828.0, 18.0], kGJSb9yFII, 5759316]
[paragraph, [108.0, 810.0, 828.0, 18.0], kGJSb9yFII, 5759316]
[paragraph, [108.0, 828.0, 828.0, 18.0], kGJSb9yFII, 5759316]
[paragraph, [108.0, 846.0, 828.0, 18.0], kGJSb9yFII, 5759316]
[paragraph, [108.0, 864.0, 828.0, 18.0], kGJSb9yFII, 5759316]
[paragraph, [107.0, 884.0, 830.0, 18.0], SsPG0ykfAM, 5759316]
[paragraph, [107.0, 902.0, 830.0, 18.0], SsPG0ykfAM, 5759316]
[paragraph, [107.0, 920.0, 830.0, 18.0], SsPG0ykfAM, 5759316]
[paragraph, [107.0, 938.0, 830.0, 18.0], SsPG0ykfAM, 5759316]
[paragraph, [107.0, 956.0, 830.0, 18.0], SsPG0ykfAM, 5759316]
[paragraph, [107.0, 974.0, 830.0, 18.0], SsPG0ykfAM, 5759316]
[paragraph, [107.0, 992.0, 830.0, 18.0], SsPG0ykfAM, 5759316]
[folio, [98.0, 1341.0, 168.0, 18.0], 4X5RUxVmo3, 5759316]
