[827, 532]
[section-title, [208.0, 48.0, 141.0, 30.0], UICgOkjkcL, 5740671]
[paragraph, [135.0, 100.0, 282.0, 18.0], VVonPJTXGJ, 5740671]
[paragraph, [135.0, 118.0, 282.0, 18.0], VVonPJTXGJ, 5740671]
[paragraph, [135.0, 136.0, 282.0, 18.0], VVonPJTXGJ, 5740671]
[paragraph, [135.0, 154.0, 282.0, 18.0], VVonPJTXGJ, 5740671]
[paragraph, [135.0, 172.0, 282.0, 18.0], VVonPJTXGJ, 5740671]
[paragraph, [135.0, 190.0, 282.0, 18.0], VVonPJTXGJ, 5740671]
[paragraph, [139.0, 231.0, 274.0, 18.0], lv59293krH, 5740671]
[paragraph, [139.0, 249.0, 274.0, 18.0], lv59293krH, 5740671]
[paragraph, [139.0, 267.0, 274.0, 18.0], lv59293krH, 5740671]
[paragraph, [139.0, 285.0, 274.0, 18.0], lv59293krH, 5740671]
[paragraph, [139.0, 303.0, 274.0, 18.0], lv59293krH, 5740671]
[paragraph, [139.0, 321.0, 274.0, 18.0], lv59293krH, 5740671]
[paragraph, [139.0, 339.0, 274.0, 18.0], lv59293krH, 5740671]
[paragraph, [132.0, 380.0, 281.0, 18.0], jQhSpu3vCc, 5740671]
[paragraph, [132.0, 398.0, 281.0, 18.0], jQhSpu3vCc, 5740671]
[paragraph, [132.0, 416.0, 281.0, 18.0], jQhSpu3vCc, 5740671]
[paragraph, [132.0, 434.0, 281.0, 18.0], jQhSpu3vCc, 5740671]
[paragraph, [132.0, 452.0, 281.0, 18.0], jQhSpu3vCc, 5740671]
[paragraph, [132.0, 470.0, 281.0, 18.0], jQhSpu3vCc, 5740671]
[paragraph, [132.0, 488.0, 281.0, 18.0], jQhSpu3vCc, 5740671]
[paragraph, [133.0, 516.0, 280.0, 18.0], V-bU4c5hUj, 5740671]
[paragraph, [133.0, 534.0, 280.0, 18.0], V-bU4c5hUj, 5740671]
[paragraph, [133.0, 552.0, 280.0, 18.0], V-bU4c5hUj, 5740671]
[paragraph, [133.0, 570.0, 280.0, 18.0], V-bU4c5hUj, 5740671]
[paragraph, [133.0, 588.0, 280.0, 18.0], V-bU4c5hUj, 5740671]
[paragraph, [133.0, 606.0, 280.0, 18.0], V-bU4c5hUj, 5740671]
[paragraph, [126.0, 656.0, 302.0, 18.0], US0Zj3Lp3h, 5740671]
[paragraph, [126.0, 674.0, 302.0, 18.0], US0Zj3Lp3h, 5740671]
[paragraph, [126.0, 692.0, 302.0, 18.0], US0Zj3Lp3h, 5740671]
[paragraph, [126.0, 710.0, 302.0, 18.0], US0Zj3Lp3h, 5740671]
[paragraph, [126.0, 728.0, 302.0, 18.0], US0Zj3Lp3h, 5740671]
[paragraph, [126.0, 746.0, 302.0, 18.0], US0Zj3Lp3h, 5740671]
[footnote, [216.0, 786.0, 256.0, 18.0], shoonya_0sF0QTBDWZEHSO, 5740671]
