[1273, 900]
[chapter-title, [358.0, 38.0, 265.0, 30.0], shoonya_0sZ5FN7JG8BU7Z, 5776404]
[paragraph, [166.0, 89.0, 654.0, 18.0], 83XWX6a9-l, 5776404]
[paragraph, [166.0, 107.0, 654.0, 18.0], 83XWX6a9-l, 5776404]
[paragraph, [166.0, 125.0, 654.0, 18.0], 83XWX6a9-l, 5776404]
[paragraph, [166.0, 143.0, 654.0, 18.0], 83XWX6a9-l, 5776404]
[paragraph, [166.0, 161.0, 654.0, 18.0], 83XWX6a9-l, 5776404]
[paragraph, [166.0, 179.0, 654.0, 18.0], 83XWX6a9-l, 5776404]
[paragraph, [166.0, 197.0, 654.0, 18.0], 83XWX6a9-l, 5776404]
[paragraph, [168.0, 221.0, 655.0, 18.0], Cb_Lf02zi2, 5776404]
[paragraph, [168.0, 239.0, 655.0, 18.0], Cb_Lf02zi2, 5776404]
[paragraph, [168.0, 257.0, 655.0, 18.0], Cb_Lf02zi2, 5776404]
[paragraph, [168.0, 275.0, 655.0, 18.0], Cb_Lf02zi2, 5776404]
[paragraph, [168.0, 293.0, 655.0, 18.0], Cb_Lf02zi2, 5776404]
[paragraph, [168.0, 311.0, 655.0, 18.0], Cb_Lf02zi2, 5776404]
[paragraph, [168.0, 329.0, 655.0, 18.0], Cb_Lf02zi2, 5776404]
[paragraph, [168.0, 347.0, 655.0, 18.0], Cb_Lf02zi2, 5776404]
[paragraph, [168.0, 365.0, 655.0, 18.0], Cb_Lf02zi2, 5776404]
[paragraph, [168.0, 383.0, 655.0, 18.0], Cb_Lf02zi2, 5776404]
[paragraph, [166.0, 421.0, 661.0, 18.0], I81x4qaSem, 5776404]
[paragraph, [166.0, 439.0, 661.0, 18.0], I81x4qaSem, 5776404]
[paragraph, [166.0, 457.0, 661.0, 18.0], I81x4qaSem, 5776404]
[paragraph, [166.0, 475.0, 661.0, 18.0], I81x4qaSem, 5776404]
[paragraph, [166.0, 493.0, 661.0, 18.0], I81x4qaSem, 5776404]
[paragraph, [165.0, 524.0, 665.0, 18.0], owPiJBqInq, 5776404]
[paragraph, [165.0, 542.0, 665.0, 18.0], owPiJBqInq, 5776404]
[paragraph, [165.0, 560.0, 665.0, 18.0], owPiJBqInq, 5776404]
[paragraph, [165.0, 578.0, 665.0, 18.0], owPiJBqInq, 5776404]
[paragraph, [165.0, 596.0, 665.0, 18.0], owPiJBqInq, 5776404]
[paragraph, [165.0, 619.0, 666.0, 18.0], MpeUXMN35u, 5776404]
[paragraph, [165.0, 637.0, 666.0, 18.0], MpeUXMN35u, 5776404]
[paragraph, [162.0, 673.0, 674.0, 18.0], 9WxfBe-5d8, 5776404]
[paragraph, [162.0, 691.0, 674.0, 18.0], 9WxfBe-5d8, 5776404]
[paragraph, [162.0, 709.0, 674.0, 18.0], 9WxfBe-5d8, 5776404]
[paragraph, [162.0, 727.0, 674.0, 18.0], 9WxfBe-5d8, 5776404]
[paragraph, [162.0, 745.0, 674.0, 18.0], 9WxfBe-5d8, 5776404]
[paragraph, [162.0, 763.0, 674.0, 18.0], 9WxfBe-5d8, 5776404]
[paragraph, [162.0, 781.0, 674.0, 18.0], 9WxfBe-5d8, 5776404]
[paragraph, [162.0, 799.0, 674.0, 18.0], 9WxfBe-5d8, 5776404]
[paragraph, [162.0, 817.0, 674.0, 18.0], 9WxfBe-5d8, 5776404]
[paragraph, [158.0, 845.0, 677.0, 18.0], mVs9t6K9mL, 5776404]
[paragraph, [158.0, 863.0, 677.0, 18.0], mVs9t6K9mL, 5776404]
[paragraph, [158.0, 881.0, 677.0, 18.0], mVs9t6K9mL, 5776404]
[paragraph, [158.0, 899.0, 677.0, 18.0], mVs9t6K9mL, 5776404]
[paragraph, [159.0, 922.0, 677.0, 18.0], EW2dlxpoi-, 5776404]
[paragraph, [159.0, 940.0, 677.0, 18.0], EW2dlxpoi-, 5776404]
[paragraph, [158.0, 972.0, 674.0, 18.0], CMnsF6fRhY, 5776404]
[paragraph, [158.0, 990.0, 674.0, 18.0], CMnsF6fRhY, 5776404]
[paragraph, [158.0, 1008.0, 674.0, 18.0], CMnsF6fRhY, 5776404]
[paragraph, [158.0, 1026.0, 674.0, 18.0], CMnsF6fRhY, 5776404]
[paragraph, [158.0, 1044.0, 674.0, 18.0], CMnsF6fRhY, 5776404]
[paragraph, [158.0, 1062.0, 674.0, 18.0], CMnsF6fRhY, 5776404]
[paragraph, [158.0, 1080.0, 674.0, 18.0], CMnsF6fRhY, 5776404]
