[2200, 1700]
[paragraph, [206.0, 187.0, 1294.0, 36.0], shoonya_0sLJLU8P2AHCCZ, 5752575]
[paragraph, [206.0, 223.0, 1294.0, 36.0], shoonya_0sLJLU8P2AHCCZ, 5752575]
[paragraph, [206.0, 259.0, 1294.0, 36.0], shoonya_0sLJLU8P2AHCCZ, 5752575]
[paragraph, [206.0, 295.0, 1294.0, 36.0], shoonya_0sLJLU8P2AHCCZ, 5752575]
[paragraph, [206.0, 331.0, 1294.0, 36.0], shoonya_0sLJLU8P2AHCCZ, 5752575]
[paragraph, [206.0, 367.0, 1294.0, 36.0], shoonya_0sLJLU8P2AHCCZ, 5752575]
[paragraph, [206.0, 403.0, 1294.0, 36.0], shoonya_0sLJLU8P2AHCCZ, 5752575]
[paragraph, [206.0, 439.0, 1294.0, 36.0], shoonya_0sLJLU8P2AHCCZ, 5752575]
[paragraph, [206.0, 475.0, 1294.0, 36.0], shoonya_0sLJLU8P2AHCCZ, 5752575]
[paragraph, [206.0, 511.0, 1294.0, 36.0], shoonya_0sLJLU8P2AHCCZ, 5752575]
[paragraph, [204.0, 578.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 614.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 650.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 686.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 722.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 758.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 794.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 830.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 866.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 902.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 938.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 974.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1010.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1046.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1082.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1118.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1154.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1190.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1226.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1262.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1298.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1334.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1370.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1406.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1442.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1478.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1514.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1550.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [204.0, 1586.0, 1292.0, 36.0], MerQK8pnLb, 5752575]
[paragraph, [206.0, 1662.0, 1291.0, 36.0], rMhMpHN7J3, 5752575]
[paragraph, [206.0, 1698.0, 1291.0, 36.0], rMhMpHN7J3, 5752575]
[paragraph, [206.0, 1734.0, 1291.0, 36.0], rMhMpHN7J3, 5752575]
[paragraph, [206.0, 1770.0, 1291.0, 36.0], rMhMpHN7J3, 5752575]
[paragraph, [206.0, 1806.0, 1291.0, 36.0], rMhMpHN7J3, 5752575]
[paragraph, [206.0, 1842.0, 1291.0, 36.0], rMhMpHN7J3, 5752575]
[paragraph, [206.0, 1878.0, 1291.0, 36.0], rMhMpHN7J3, 5752575]
[paragraph, [206.0, 1914.0, 1291.0, 36.0], rMhMpHN7J3, 5752575]
[folio, [376.0, 2010.0, 386.0, 36.0], KnN06okKPv, 5752575]
