[1565, 1152]
[paragraph, [578.0, 126.0, 455.0, 36.0], 1H6asTZV_Y, 5712481]
[paragraph, [95.0, 160.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 196.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 232.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 268.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 304.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 340.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 376.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 412.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 448.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 484.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 520.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 556.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 592.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 628.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 664.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 700.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 736.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 772.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 808.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 844.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 880.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 916.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [95.0, 952.0, 470.0, 36.0], shoonya_3s226AYXCK15CZ, 5712481]
[paragraph, [578.0, 222.0, 417.0, 36.0], dbRE5ZeGK9, 5712481]
[paragraph, [583.0, 275.0, 244.0, 36.0], uiXIrftiFH, 5712481]
[paragraph, [583.0, 311.0, 244.0, 36.0], uiXIrftiFH, 5712481]
[paragraph, [583.0, 347.0, 244.0, 36.0], uiXIrftiFH, 5712481]
[paragraph, [583.0, 383.0, 244.0, 36.0], uiXIrftiFH, 5712481]
[paragraph, [583.0, 419.0, 244.0, 36.0], uiXIrftiFH, 5712481]
[paragraph, [583.0, 455.0, 244.0, 36.0], uiXIrftiFH, 5712481]
[paragraph, [583.0, 491.0, 244.0, 36.0], uiXIrftiFH, 5712481]
[paragraph, [576.0, 543.0, 487.0, 36.0], QoW4GzWqIj, 5712481]
[paragraph, [576.0, 579.0, 487.0, 36.0], QoW4GzWqIj, 5712481]
[paragraph, [576.0, 615.0, 487.0, 36.0], QoW4GzWqIj, 5712481]
[paragraph, [579.0, 672.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 708.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 744.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 780.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 816.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 852.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 888.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 924.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 960.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 996.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 1032.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 1068.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 1104.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 1140.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 1176.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 1212.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [579.0, 1248.0, 485.0, 36.0], shoonya_0sW1YNTP8SGXUU, 5712481]
[paragraph, [298.0, 1000.0, 268.0, 36.0], shoonya_6sGF1UL3RPJIOH, 5712481]
[paragraph, [298.0, 1036.0, 268.0, 36.0], shoonya_6sGF1UL3RPJIOH, 5712481]
[paragraph, [298.0, 1072.0, 268.0, 36.0], shoonya_6sGF1UL3RPJIOH, 5712481]
[paragraph, [298.0, 1108.0, 268.0, 36.0], shoonya_6sGF1UL3RPJIOH, 5712481]
[paragraph, [298.0, 1144.0, 268.0, 36.0], shoonya_6sGF1UL3RPJIOH, 5712481]
[paragraph, [296.0, 1216.0, 270.0, 36.0], DdHJ6Tt5gl, 5712481]
[paragraph, [296.0, 1252.0, 270.0, 36.0], DdHJ6Tt5gl, 5712481]
[paragraph, [572.0, 1296.0, 493.0, 36.0], shoonya_8sG1JIQHLMY792, 5712481]
[paragraph, [572.0, 1332.0, 493.0, 36.0], shoonya_8sG1JIQHLMY792, 5712481]
[paragraph, [572.0, 1368.0, 493.0, 36.0], shoonya_8sG1JIQHLMY792, 5712481]
[paragraph, [87.0, 1320.0, 474.0, 36.0], 4hshoxM-U2, 5712481]
[paragraph, [87.0, 1356.0, 474.0, 36.0], 4hshoxM-U2, 5712481]
[paragraph, [87.0, 1392.0, 474.0, 36.0], 4hshoxM-U2, 5712481]
