[2339, 1653]
[paragraph, [750.0, 196.0, 660.0, 36.0], shoonya_3sPCNRMLMLHN52, 5754208]
[paragraph, [750.0, 232.0, 660.0, 36.0], shoonya_3sPCNRMLMLHN52, 5754208]
[paragraph, [750.0, 268.0, 660.0, 36.0], shoonya_3sPCNRMLMLHN52, 5754208]
[paragraph, [239.0, 389.0, 1173.0, 36.0], shoonya_2sIVY4SKA6IPP7, 5754208]
[paragraph, [239.0, 425.0, 1173.0, 36.0], shoonya_2sIVY4SKA6IPP7, 5754208]
[paragraph, [239.0, 461.0, 1173.0, 36.0], shoonya_2sIVY4SKA6IPP7, 5754208]
[paragraph, [239.0, 497.0, 1173.0, 36.0], shoonya_2sIVY4SKA6IPP7, 5754208]
[paragraph, [239.0, 533.0, 1173.0, 36.0], shoonya_2sIVY4SKA6IPP7, 5754208]
[paragraph, [239.0, 569.0, 1173.0, 36.0], shoonya_2sIVY4SKA6IPP7, 5754208]
[paragraph, [235.0, 675.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 711.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 747.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 783.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 819.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 855.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 891.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 927.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 963.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 999.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1035.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1071.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1107.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1143.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1179.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1215.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1251.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1287.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1323.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1359.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1395.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1431.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1467.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1503.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1539.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1575.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1611.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1647.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1683.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1719.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1755.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1791.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1827.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1863.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[paragraph, [235.0, 1899.0, 1178.0, 36.0], shoonya_0s4A574VTUGUG7, 5754208]
[reference, [244.0, 2052.0, 671.0, 36.0], shoonya_1sWX6NR20R56ND, 5754208]
[reference, [244.0, 2088.0, 671.0, 36.0], shoonya_1sWX6NR20R56ND, 5754208]
