[1755, 1240]
[paragraph, [228.0, 229.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 265.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 301.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 337.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 373.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 409.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 445.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 481.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 517.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 553.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 589.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 625.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 661.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 697.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 733.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 769.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 805.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 841.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 877.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 913.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 949.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 985.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 1021.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 1057.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 1093.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 1129.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 1165.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 1201.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 1237.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 1273.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 1309.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 1345.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 1381.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[paragraph, [228.0, 1417.0, 785.0, 36.0], shoonya_1sADPSWZJCHLBE, 5743951]
[folio, [314.0, 1496.0, 532.0, 36.0], shoonya_2s5ZHNAQC4UUF0, 5743951]
