[2200, 1700]
[folio, [1330.0, 55.0, 274.0, 36.0], jXv0CqY5MF, 5755384]
[dateline, [142.0, 127.0, 397.0, 64.5], 8VWKmOyjyW, 5755384]
[folio, [775.0, 140.0, 178.0, 36.0], Gv8xy59miA, 5755384]
[folio, [775.0, 176.0, 178.0, 36.0], Gv8xy59miA, 5755384]
[folio, [1313.0, 140.0, 250.0, 36.0], PydXH_UWcv, 5755384]
[options, [218.0, 711.0, 1323.0, 36.0], F3j6FBVMSe, 5755384]
[options, [218.0, 747.0, 1323.0, 36.0], F3j6FBVMSe, 5755384]
[placeholder-text, [293.0, 711.0, 250.0, 18.0], VjUE-cnpjX, 5755384]
[placeholder-text, [293.0, 729.0, 250.0, 18.0], VjUE-cnpjX, 5755384]
[placeholder-text, [293.0, 747.0, 250.0, 18.0], VjUE-cnpjX, 5755384]
[placeholder-text, [1255.0, 719.0, 272.0, 18.0], LmxWf0pmBo, 5755384]
[placeholder-text, [1255.0, 737.0, 272.0, 18.0], LmxWf0pmBo, 5755384]
[placeholder-text, [1255.0, 755.0, 272.0, 18.0], LmxWf0pmBo, 5755384]
[placeholder-text, [612.0, 724.0, 255.0, 18.0], QQkrQxXiYZ, 5755384]
[placeholder-text, [612.0, 742.0, 255.0, 18.0], QQkrQxXiYZ, 5755384]
[placeholder-text, [939.0, 726.0, 252.0, 18.0], Hd3Ft2222_, 5755384]
[placeholder-text, [939.0, 744.0, 252.0, 18.0], Hd3Ft2222_, 5755384]
[placeholder-text, [900.0, 952.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 970.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 988.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1006.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1024.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1042.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1060.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1078.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1096.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1114.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1132.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1150.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1168.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1186.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1204.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1222.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1240.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1258.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1276.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1294.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1312.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1330.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1348.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1366.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [900.0, 1384.0, 597.0, 18.0], EriwLvvgb7, 5755384]
[placeholder-text, [879.0, 1577.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1595.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1613.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1631.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1649.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1667.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1685.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1703.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1721.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1739.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1757.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1775.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1793.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1811.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1829.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1847.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1865.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1883.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1901.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1919.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1937.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1955.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
[placeholder-text, [879.0, 1973.0, 616.0, 18.0], bJ8xlcrSv0, 5755384]
