[1818, 1374]
[folio, [616.0, 116.0, 134.0, 36.0], jVajrCAI1X, 5682804]
[paragraph, [104.0, 173.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 209.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 245.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 281.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 317.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 353.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 389.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 425.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 461.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 497.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 533.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 569.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 605.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 641.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 677.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 713.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 749.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 785.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 821.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 857.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 893.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 929.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 965.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 1001.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 1037.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 1073.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 1109.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 1145.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [104.0, 1181.0, 572.0, 36.0], shoonya_0sO1051EFSMTS9, 5682804]
[paragraph, [692.0, 182.0, 560.0, 36.0], BCuO0zKCRf, 5682804]
[paragraph, [692.0, 218.0, 560.0, 36.0], BCuO0zKCRf, 5682804]
[paragraph, [692.0, 254.0, 560.0, 36.0], BCuO0zKCRf, 5682804]
[paragraph, [694.0, 311.0, 320.0, 36.0], TTiebDrtVy, 5682804]
[paragraph, [694.0, 347.0, 320.0, 36.0], TTiebDrtVy, 5682804]
[paragraph, [695.0, 397.0, 560.0, 36.0], dxWbPTAIca, 5682804]
[paragraph, [695.0, 433.0, 560.0, 36.0], dxWbPTAIca, 5682804]
[paragraph, [695.0, 469.0, 560.0, 36.0], dxWbPTAIca, 5682804]
[paragraph, [695.0, 505.0, 560.0, 36.0], dxWbPTAIca, 5682804]
[paragraph, [695.0, 565.0, 558.0, 36.0], rE7M3O6a42, 5682804]
[paragraph, [695.0, 601.0, 558.0, 36.0], rE7M3O6a42, 5682804]
[paragraph, [733.0, 651.0, 266.0, 36.0], acdwLTJEMb, 5682804]
[paragraph, [734.0, 695.0, 255.0, 36.0], 0bxWcfQq45, 5682804]
[paragraph, [732.0, 737.0, 501.0, 36.0], EhDTSDxzW1, 5682804]
[paragraph, [732.0, 773.0, 501.0, 36.0], EhDTSDxzW1, 5682804]
[paragraph, [732.0, 822.0, 398.0, 36.0], AXAtoZZkCG, 5682804]
[paragraph, [733.0, 862.0, 301.0, 36.0], Nxchs_4G-z, 5682804]
[paragraph, [733.0, 905.0, 135.0, 36.0], hUrj5cLstc, 5682804]
[paragraph, [733.0, 947.0, 78.0, 36.0], v5D-oTY70o, 5682804]
[paragraph, [734.0, 989.0, 253.0, 36.0], U-zxM7aMyY, 5682804]
[paragraph, [697.0, 1029.0, 560.0, 36.0], WOtKKmqv7f, 5682804]
[paragraph, [697.0, 1065.0, 560.0, 36.0], WOtKKmqv7f, 5682804]
[paragraph, [736.0, 1121.0, 126.0, 36.0], puMWEZZY2i, 5682804]
[paragraph, [692.0, 1159.0, 566.0, 36.0], WmekopXu79, 5682804]
[paragraph, [692.0, 1195.0, 566.0, 36.0], WmekopXu79, 5682804]
[paragraph, [695.0, 1242.0, 570.0, 36.0], 60FiwZ5kJL, 5682804]
[paragraph, [695.0, 1278.0, 570.0, 36.0], 60FiwZ5kJL, 5682804]
[paragraph, [695.0, 1314.0, 570.0, 36.0], 60FiwZ5kJL, 5682804]
[paragraph, [695.0, 1350.0, 570.0, 36.0], 60FiwZ5kJL, 5682804]
[paragraph, [695.0, 1386.0, 570.0, 36.0], 60FiwZ5kJL, 5682804]
[paragraph, [695.0, 1422.0, 570.0, 36.0], 60FiwZ5kJL, 5682804]
[paragraph, [695.0, 1458.0, 570.0, 36.0], 60FiwZ5kJL, 5682804]
[paragraph, [695.0, 1494.0, 570.0, 36.0], 60FiwZ5kJL, 5682804]
[paragraph, [108.0, 1244.0, 568.0, 36.0], mttMzPowZN, 5682804]
[paragraph, [108.0, 1280.0, 568.0, 36.0], mttMzPowZN, 5682804]
[paragraph, [108.0, 1316.0, 568.0, 36.0], mttMzPowZN, 5682804]
[paragraph, [110.0, 1374.0, 566.0, 36.0], 7JSHlCNExO, 5682804]
[paragraph, [110.0, 1410.0, 566.0, 36.0], 7JSHlCNExO, 5682804]
[paragraph, [110.0, 1446.0, 566.0, 36.0], 7JSHlCNExO, 5682804]
[paragraph, [110.0, 1501.0, 566.0, 36.0], Y8c45aerZZ, 5682804]
[paragraph, [110.0, 1537.0, 566.0, 36.0], Y8c45aerZZ, 5682804]
[paragraph, [695.0, 1540.0, 569.0, 36.0], tW6BJtcdDu, 5682804]
[paragraph, [695.0, 1576.0, 569.0, 36.0], tW6BJtcdDu, 5682804]
[paragraph, [695.0, 1612.0, 569.0, 36.0], tW6BJtcdDu, 5682804]
[paragraph, [110.0, 1628.0, 560.0, 36.0], Mt3_C2FUj0, 5682804]
[paragraph, [110.0, 1664.0, 560.0, 36.0], Mt3_C2FUj0, 5682804]
[paragraph, [738.0, 1666.0, 526.0, 36.0], nvk7PUtx0I, 5682804]
