[1601, 1158]
[folio, [52.0, 78.0, 66.0, 36.0], jxiUgVM1r9, 5695521]
[folio, [52.0, 150.0, 66.0, 36.0], jxiUgVM1r9, 5695521]
[folio, [52.0, 186.0, 66.0, 36.0], jxiUgVM1r9, 5695521]
[folio, [52.0, 222.0, 66.0, 36.0], jxiUgVM1r9, 5695521]
[section-title, [144.0, 95.0, 435.0, 49.5], jiRbo4nXsy, 5695521]
[section-title, [144.0, 144.5, 435.0, 49.5], jiRbo4nXsy, 5695521]
[unordered-list, [147.0, 219.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 255.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 291.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 327.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 363.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 399.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 435.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 471.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 507.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 543.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 579.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 615.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 651.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 687.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 723.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 759.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 795.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 831.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 867.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 903.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 939.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 975.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 1011.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 1047.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 1083.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 1119.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 1155.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 1191.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 1227.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 1263.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 1299.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 1335.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 1371.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 1407.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
[unordered-list, [147.0, 1443.0, 431.0, 36.0], 6UR7Wft9Oo, 5695521]
