[671, 421]
[folio, [186.0, 13.0, 84.0, 18.0], dV8PoGQ16Y, 5748476]
[paragraph, [34.0, 49.0, 379.0, 18.0], shoonya_0sE80WOHMBN66B, 5748476]
[paragraph, [34.0, 67.0, 379.0, 18.0], shoonya_0sE80WOHMBN66B, 5748476]
[paragraph, [34.0, 85.0, 379.0, 18.0], shoonya_0sE80WOHMBN66B, 5748476]
[paragraph, [34.0, 103.0, 379.0, 18.0], shoonya_0sE80WOHMBN66B, 5748476]
[paragraph, [34.0, 121.0, 379.0, 18.0], shoonya_0sE80WOHMBN66B, 5748476]
[paragraph, [34.0, 139.0, 379.0, 18.0], shoonya_0sE80WOHMBN66B, 5748476]
[paragraph, [34.0, 157.0, 379.0, 18.0], shoonya_0sE80WOHMBN66B, 5748476]
[paragraph, [34.0, 175.0, 379.0, 18.0], shoonya_0sE80WOHMBN66B, 5748476]
[paragraph, [37.0, 197.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 215.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 233.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 251.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 269.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 287.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 305.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 323.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 341.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 359.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 377.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 395.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 413.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 431.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 449.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 467.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 485.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [37.0, 503.0, 377.0, 18.0], GgwkUbT8Jc, 5748476]
[paragraph, [36.0, 536.0, 377.0, 18.0], MC00TnbU9r, 5748476]
[paragraph, [36.0, 554.0, 377.0, 18.0], MC00TnbU9r, 5748476]
[paragraph, [36.0, 572.0, 377.0, 18.0], MC00TnbU9r, 5748476]
[paragraph, [36.0, 590.0, 377.0, 18.0], MC00TnbU9r, 5748476]
[paragraph, [36.0, 608.0, 377.0, 18.0], MC00TnbU9r, 5748476]
[paragraph, [36.0, 626.0, 377.0, 18.0], MC00TnbU9r, 5748476]
