[2200, 1700]
[paragraph, [163.0, 241.0, 1366.0, 36.0], shoonya_4sHJ6RB0ESTQ87, 5659078]
[paragraph, [163.0, 277.0, 1366.0, 36.0], shoonya_4sHJ6RB0ESTQ87, 5659078]
[paragraph, [163.0, 313.0, 1366.0, 36.0], shoonya_4sHJ6RB0ESTQ87, 5659078]
[section-title, [172.0, 399.0, 692.0, 52.5], shoonya_0sNYKI7CFG0H4L, 5659078]
[ordered-list, [241.0, 468.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 504.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 540.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 576.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 612.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 648.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 684.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 720.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 756.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 792.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 828.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 864.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 900.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 936.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 972.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1008.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1044.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1080.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1116.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1152.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1188.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1224.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1260.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1296.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1332.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1368.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1404.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1440.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1476.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1512.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1548.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[ordered-list, [241.0, 1584.0, 1291.0, 36.0], shoonya_8sYONPPCHR0ZM6, 5659078]
[section-title, [191.0, 1682.0, 265.0, 52.5], shoonya_5s6L0EP7OCAUY4, 5659078]
[paragraph, [184.0, 1724.0, 1352.0, 36.0], shoonya_1sLV403D6RWHYY, 5659078]
[paragraph, [184.0, 1760.0, 1352.0, 36.0], shoonya_1sLV403D6RWHYY, 5659078]
[paragraph, [184.0, 1796.0, 1352.0, 36.0], shoonya_1sLV403D6RWHYY, 5659078]
[paragraph, [184.0, 1832.0, 1352.0, 36.0], shoonya_1sLV403D6RWHYY, 5659078]
