[1360, 827]
[folio, [605.0, 49.0, 117.0, 18.0], _Gzckxg44e, 5781675]
[folio, [605.0, 67.0, 117.0, 18.0], _Gzckxg44e, 5781675]
[folio, [605.0, 85.0, 117.0, 18.0], _Gzckxg44e, 5781675]
[folio, [284.0, 93.0, 243.0, 18.0], shoonya_2sSAX23ZLBZ5FN, 5781675]
[paragraph, [84.0, 137.0, 552.0, 18.0], Bv3vhme8Hl, 5781675]
[ordered-list, [84.0, 158.0, 646.0, 18.0], shoonya_3s0IKAP2IRFF5C, 5781675]
[ordered-list, [84.0, 176.0, 646.0, 18.0], shoonya_3s0IKAP2IRFF5C, 5781675]
[ordered-list, [84.0, 194.0, 646.0, 18.0], shoonya_3s0IKAP2IRFF5C, 5781675]
[ordered-list, [84.0, 212.0, 646.0, 18.0], shoonya_3s0IKAP2IRFF5C, 5781675]
[ordered-list, [84.0, 230.0, 646.0, 18.0], shoonya_3s0IKAP2IRFF5C, 5781675]
[ordered-list, [84.0, 248.0, 646.0, 18.0], shoonya_3s0IKAP2IRFF5C, 5781675]
[ordered-list, [84.0, 266.0, 646.0, 18.0], shoonya_3s0IKAP2IRFF5C, 5781675]
[ordered-list, [84.0, 284.0, 646.0, 18.0], shoonya_3s0IKAP2IRFF5C, 5781675]
[ordered-list, [84.0, 302.0, 646.0, 18.0], shoonya_3s0IKAP2IRFF5C, 5781675]
[ordered-list, [84.0, 320.0, 646.0, 18.0], shoonya_3s0IKAP2IRFF5C, 5781675]
[ordered-list, [84.0, 338.0, 646.0, 18.0], shoonya_3s0IKAP2IRFF5C, 5781675]
[ordered-list, [84.0, 356.0, 646.0, 18.0], shoonya_3s0IKAP2IRFF5C, 5781675]
[ordered-list, [84.0, 374.0, 646.0, 18.0], shoonya_3s0IKAP2IRFF5C, 5781675]
[ordered-list, [84.0, 392.0, 646.0, 18.0], shoonya_3s0IKAP2IRFF5C, 5781675]
[ordered-list, [65.0, 425.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 443.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 461.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 479.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 497.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 515.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 533.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 551.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 569.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 587.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 605.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 623.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 641.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 659.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 677.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 695.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 713.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 731.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 749.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 767.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 785.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 803.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 821.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 839.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 857.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 875.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 893.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 911.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 929.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 947.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 965.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 983.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 1001.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 1019.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 1037.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 1055.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 1073.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 1091.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 1109.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 1127.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 1145.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 1163.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 1181.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 1199.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[ordered-list, [65.0, 1217.0, 685.0, 18.0], GbI6EktBPG, 5781675]
[sub-ordered-list, [84.0, 481.0, 645.0, 18.0], NR2Ffko5zU, 5781675]
[sub-ordered-list, [84.0, 499.0, 645.0, 18.0], NR2Ffko5zU, 5781675]
[sub-ordered-list, [84.0, 517.0, 645.0, 18.0], NR2Ffko5zU, 5781675]
[sub-ordered-list, [84.0, 535.0, 645.0, 18.0], NR2Ffko5zU, 5781675]
[sub-ordered-list, [84.0, 553.0, 645.0, 18.0], NR2Ffko5zU, 5781675]
[sub-ordered-list, [84.0, 571.0, 645.0, 18.0], NR2Ffko5zU, 5781675]
[sub-ordered-list, [84.0, 589.0, 645.0, 18.0], NR2Ffko5zU, 5781675]
[sub-ordered-list, [84.0, 607.0, 645.0, 18.0], NR2Ffko5zU, 5781675]
[sub-ordered-list, [84.0, 625.0, 645.0, 18.0], NR2Ffko5zU, 5781675]
