[1754, 1240]
[folio, [23.0, 11.0, 819.0, 36.0], oc7LW1FIkl, 5722443]
[folio, [601.0, 21.0, 226.0, 36.0], q_8Iid58un, 5722443]
[headline, [164.0, 140.0, 603.0, 37.5], shoonya_16s1LEYL4GI60I, 5722443]
[headline, [164.0, 177.5, 603.0, 37.5], shoonya_16s1LEYL4GI60I, 5722443]
[headline, [164.0, 215.0, 603.0, 37.5], shoonya_16s1LEYL4GI60I, 5722443]
[paragraph, [791.0, 153.0, 298.0, 36.0], shoonya_4s6QH8K1OGLPE0, 5722443]
[paragraph, [791.0, 189.0, 298.0, 36.0], shoonya_4s6QH8K1OGLPE0, 5722443]
[paragraph, [791.0, 225.0, 298.0, 36.0], shoonya_4s6QH8K1OGLPE0, 5722443]
[paragraph, [791.0, 261.0, 298.0, 36.0], shoonya_4s6QH8K1OGLPE0, 5722443]
[paragraph, [791.0, 297.0, 298.0, 36.0], shoonya_4s6QH8K1OGLPE0, 5722443]
[paragraph, [791.0, 333.0, 298.0, 36.0], shoonya_4s6QH8K1OGLPE0, 5722443]
[paragraph, [791.0, 369.0, 298.0, 36.0], shoonya_4s6QH8K1OGLPE0, 5722443]
[paragraph, [163.0, 313.0, 299.0, 36.0], shoonya_7sZO5FU7LI3W17, 5722443]
[paragraph, [163.0, 349.0, 299.0, 36.0], shoonya_7sZO5FU7LI3W17, 5722443]
[paragraph, [163.0, 385.0, 299.0, 36.0], shoonya_7sZO5FU7LI3W17, 5722443]
[paragraph, [163.0, 421.0, 299.0, 36.0], shoonya_7sZO5FU7LI3W17, 5722443]
[paragraph, [163.0, 457.0, 299.0, 36.0], shoonya_7sZO5FU7LI3W17, 5722443]
[paragraph, [163.0, 493.0, 299.0, 36.0], shoonya_7sZO5FU7LI3W17, 5722443]
[paragraph, [163.0, 529.0, 299.0, 36.0], shoonya_7sZO5FU7LI3W17, 5722443]
[paragraph, [477.0, 337.0, 299.0, 36.0], shoonya_6sK7EU1SE3FPVM, 5722443]
[paragraph, [477.0, 373.0, 299.0, 36.0], shoonya_6sK7EU1SE3FPVM, 5722443]
[paragraph, [477.0, 409.0, 299.0, 36.0], shoonya_6sK7EU1SE3FPVM, 5722443]
[paragraph, [477.0, 445.0, 299.0, 36.0], shoonya_6sK7EU1SE3FPVM, 5722443]
[paragraph, [477.0, 481.0, 299.0, 36.0], shoonya_6sK7EU1SE3FPVM, 5722443]
[paragraph, [477.0, 517.0, 299.0, 36.0], shoonya_6sK7EU1SE3FPVM, 5722443]
[paragraph, [477.0, 553.0, 299.0, 36.0], shoonya_6sK7EU1SE3FPVM, 5722443]
[paragraph, [477.0, 589.0, 299.0, 36.0], shoonya_6sK7EU1SE3FPVM, 5722443]
[paragraph, [792.0, 409.0, 296.0, 36.0], shoonya_3s8AKS7MUAVYSX, 5722443]
[paragraph, [792.0, 445.0, 296.0, 36.0], shoonya_3s8AKS7MUAVYSX, 5722443]
[paragraph, [792.0, 481.0, 296.0, 36.0], shoonya_3s8AKS7MUAVYSX, 5722443]
[paragraph, [792.0, 517.0, 296.0, 36.0], shoonya_3s8AKS7MUAVYSX, 5722443]
[paragraph, [793.0, 557.0, 296.0, 36.0], shoonya_5sQ2GFO5V2IKJC, 5722443]
[paragraph, [793.0, 593.0, 296.0, 36.0], shoonya_5sQ2GFO5V2IKJC, 5722443]
[paragraph, [793.0, 629.0, 296.0, 36.0], shoonya_5sQ2GFO5V2IKJC, 5722443]
[paragraph, [793.0, 665.0, 296.0, 36.0], shoonya_5sQ2GFO5V2IKJC, 5722443]
[paragraph, [793.0, 701.0, 296.0, 36.0], shoonya_5sQ2GFO5V2IKJC, 5722443]
[paragraph, [165.0, 572.0, 297.0, 36.0], shoonya_10s848DK0SXOZ6, 5722443]
[paragraph, [165.0, 608.0, 297.0, 36.0], shoonya_10s848DK0SXOZ6, 5722443]
[paragraph, [165.0, 644.0, 297.0, 36.0], shoonya_10s848DK0SXOZ6, 5722443]
[paragraph, [165.0, 680.0, 297.0, 36.0], shoonya_10s848DK0SXOZ6, 5722443]
[paragraph, [479.0, 656.0, 295.0, 36.0], shoonya_9sXZ2PX2HDIWUG, 5722443]
[paragraph, [479.0, 692.0, 295.0, 36.0], shoonya_9sXZ2PX2HDIWUG, 5722443]
[paragraph, [164.0, 740.0, 199.0, 36.0], shoonya_15sHCHAANZA4BP, 5722443]
[paragraph, [899.0, 750.0, 189.0, 36.0], shoonya_13sHWCIAPGD6SF, 5722443]
[headline, [374.0, 765.0, 514.0, 37.5], shoonya_17sDTONHFQ98T5, 5722443]
[headline, [374.0, 802.5, 514.0, 37.5], shoonya_17sDTONHFQ98T5, 5722443]
[headline, [374.0, 840.0, 514.0, 37.5], shoonya_17sDTONHFQ98T5, 5722443]
[paragraph, [163.0, 806.0, 199.0, 36.0], shoonya_8s7XPWSWAEUW7L, 5722443]
[paragraph, [163.0, 842.0, 199.0, 36.0], shoonya_8s7XPWSWAEUW7L, 5722443]
[paragraph, [900.0, 813.0, 188.0, 36.0], shoonya_12sZ1G2YE05WY6, 5722443]
[paragraph, [900.0, 849.0, 188.0, 36.0], shoonya_12sZ1G2YE05WY6, 5722443]
[sub-headline, [482.0, 906.0, 282.0, 36.0], shoonya_24sS7I25XIKA40, 5722443]
[paragraph, [164.0, 910.0, 298.0, 36.0], shoonya_11sN9VD43E8FEX, 5722443]
[paragraph, [164.0, 946.0, 298.0, 36.0], shoonya_11sN9VD43E8FEX, 5722443]
[paragraph, [164.0, 982.0, 298.0, 36.0], shoonya_11sN9VD43E8FEX, 5722443]
[paragraph, [790.0, 919.0, 300.0, 36.0], shoonya_0sL9314LJ1DZUK, 5722443]
[paragraph, [790.0, 955.0, 300.0, 36.0], shoonya_0sL9314LJ1DZUK, 5722443]
[paragraph, [790.0, 991.0, 300.0, 36.0], shoonya_0sL9314LJ1DZUK, 5722443]
[paragraph, [790.0, 1027.0, 300.0, 36.0], shoonya_0sL9314LJ1DZUK, 5722443]
[paragraph, [790.0, 1063.0, 300.0, 36.0], shoonya_0sL9314LJ1DZUK, 5722443]
[paragraph, [790.0, 1099.0, 300.0, 36.0], shoonya_0sL9314LJ1DZUK, 5722443]
[paragraph, [790.0, 1135.0, 300.0, 36.0], shoonya_0sL9314LJ1DZUK, 5722443]
[paragraph, [790.0, 1171.0, 300.0, 36.0], shoonya_0sL9314LJ1DZUK, 5722443]
[paragraph, [790.0, 1207.0, 300.0, 36.0], shoonya_0sL9314LJ1DZUK, 5722443]
[paragraph, [790.0, 1243.0, 300.0, 36.0], shoonya_0sL9314LJ1DZUK, 5722443]
[paragraph, [790.0, 1279.0, 300.0, 36.0], shoonya_0sL9314LJ1DZUK, 5722443]
[paragraph, [790.0, 1315.0, 300.0, 36.0], shoonya_0sL9314LJ1DZUK, 5722443]
[paragraph, [790.0, 1351.0, 300.0, 36.0], shoonya_0sL9314LJ1DZUK, 5722443]
[paragraph, [790.0, 1387.0, 300.0, 36.0], shoonya_0sL9314LJ1DZUK, 5722443]
[paragraph, [478.0, 963.0, 297.0, 36.0], shoonya_1s26M1XXMODA2S, 5722443]
[paragraph, [478.0, 999.0, 297.0, 36.0], shoonya_1s26M1XXMODA2S, 5722443]
[paragraph, [478.0, 1035.0, 297.0, 36.0], shoonya_1s26M1XXMODA2S, 5722443]
[paragraph, [478.0, 1071.0, 297.0, 36.0], shoonya_1s26M1XXMODA2S, 5722443]
[paragraph, [478.0, 1107.0, 297.0, 36.0], shoonya_1s26M1XXMODA2S, 5722443]
[paragraph, [478.0, 1143.0, 297.0, 36.0], shoonya_1s26M1XXMODA2S, 5722443]
[paragraph, [478.0, 1179.0, 297.0, 36.0], shoonya_1s26M1XXMODA2S, 5722443]
[paragraph, [478.0, 1215.0, 297.0, 36.0], shoonya_1s26M1XXMODA2S, 5722443]
[paragraph, [478.0, 1251.0, 297.0, 36.0], shoonya_1s26M1XXMODA2S, 5722443]
[paragraph, [478.0, 1287.0, 297.0, 36.0], shoonya_1s26M1XXMODA2S, 5722443]
[paragraph, [478.0, 1323.0, 297.0, 36.0], shoonya_1s26M1XXMODA2S, 5722443]
[paragraph, [163.0, 1036.0, 298.0, 36.0], shoonya_2s00J9JKDON0C8, 5722443]
[paragraph, [163.0, 1072.0, 298.0, 36.0], shoonya_2s00J9JKDON0C8, 5722443]
[paragraph, [163.0, 1108.0, 298.0, 36.0], shoonya_2s00J9JKDON0C8, 5722443]
[paragraph, [163.0, 1144.0, 298.0, 36.0], shoonya_2s00J9JKDON0C8, 5722443]
[paragraph, [163.0, 1180.0, 298.0, 36.0], shoonya_2s00J9JKDON0C8, 5722443]
[paragraph, [163.0, 1216.0, 298.0, 36.0], shoonya_2s00J9JKDON0C8, 5722443]
[paragraph, [163.0, 1252.0, 298.0, 36.0], shoonya_2s00J9JKDON0C8, 5722443]
[paragraph, [163.0, 1288.0, 298.0, 36.0], shoonya_2s00J9JKDON0C8, 5722443]
[paragraph, [163.0, 1324.0, 298.0, 36.0], shoonya_2s00J9JKDON0C8, 5722443]
[paragraph, [163.0, 1360.0, 298.0, 36.0], shoonya_2s00J9JKDON0C8, 5722443]
[paragraph, [163.0, 1396.0, 298.0, 36.0], shoonya_2s00J9JKDON0C8, 5722443]
[paragraph, [479.0, 1366.0, 296.0, 36.0], shoonya_14s8OKL5AD2SI9, 5722443]
[paragraph, [479.0, 1402.0, 296.0, 36.0], shoonya_14s8OKL5AD2SI9, 5722443]
[website-link, [38.0, 1690.0, 350.0, 18.0], 8-A7I3IOwg, 5722443]
