[1267, 753]
[folio, [331.0, 78.0, 105.0, 18.0], shoonya_2sA0L1B2K36ZZH, 5699679]
[paragraph, [83.0, 124.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 142.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 160.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 178.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 196.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 214.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 232.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 250.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 268.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 286.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 304.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 322.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 340.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 358.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 376.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 394.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 412.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 430.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 448.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 466.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 484.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 502.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 520.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 538.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 556.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 574.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 592.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 610.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 628.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 646.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 664.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 682.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 700.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 718.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 736.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 754.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 772.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [83.0, 790.0, 590.0, 18.0], shoonya_0sV0PZB0TRS5QU, 5699679]
[paragraph, [73.0, 886.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 904.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 922.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 940.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 958.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 976.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 994.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 1012.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 1030.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 1048.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 1066.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 1084.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 1102.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 1120.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 1138.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 1156.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
[paragraph, [73.0, 1174.0, 596.0, 18.0], shoonya_1s9LPP20B3N1WV, 5699679]
