[3509, 2480]
[paragraph, [353.0, 396.0, 1773.0, 52.5], 9Thby-L7vu, 5724264]
[paragraph, [353.0, 448.5, 1773.0, 52.5], 9Thby-L7vu, 5724264]
[paragraph, [353.0, 501.0, 1773.0, 52.5], 9Thby-L7vu, 5724264]
[paragraph, [353.0, 553.5, 1773.0, 52.5], 9Thby-L7vu, 5724264]
[paragraph, [353.0, 606.0, 1773.0, 52.5], 9Thby-L7vu, 5724264]
[paragraph, [353.0, 658.5, 1773.0, 52.5], 9Thby-L7vu, 5724264]
[paragraph, [353.0, 711.0, 1773.0, 52.5], 9Thby-L7vu, 5724264]
[paragraph, [353.0, 763.5, 1773.0, 52.5], 9Thby-L7vu, 5724264]
[paragraph, [354.0, 874.0, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 926.5, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 979.0, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1031.5, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1084.0, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1136.5, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1189.0, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1241.5, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1294.0, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1346.5, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1399.0, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1451.5, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1504.0, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1556.5, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1609.0, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1661.5, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1714.0, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1766.5, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1819.0, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1871.5, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1924.0, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 1976.5, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 2029.0, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 2081.5, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 2134.0, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 2186.5, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 2239.0, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 2291.5, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 2344.0, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [354.0, 2396.5, 1776.0, 52.5], shoonya_1sWB4JFWQTBR71, 5724264]
[paragraph, [361.0, 2537.0, 1772.0, 52.5], shoonya_2sD5G2NJGVF70Q, 5724264]
[paragraph, [361.0, 2589.5, 1772.0, 52.5], shoonya_2sD5G2NJGVF70Q, 5724264]
[paragraph, [361.0, 2642.0, 1772.0, 52.5], shoonya_2sD5G2NJGVF70Q, 5724264]
[paragraph, [361.0, 2694.5, 1772.0, 52.5], shoonya_2sD5G2NJGVF70Q, 5724264]
[paragraph, [361.0, 2747.0, 1772.0, 52.5], shoonya_2sD5G2NJGVF70Q, 5724264]
[paragraph, [361.0, 2799.5, 1772.0, 52.5], shoonya_2sD5G2NJGVF70Q, 5724264]
[paragraph, [361.0, 2852.0, 1772.0, 52.5], shoonya_2sD5G2NJGVF70Q, 5724264]
[paragraph, [361.0, 2904.5, 1772.0, 52.5], shoonya_2sD5G2NJGVF70Q, 5724264]
[paragraph, [361.0, 2957.0, 1772.0, 52.5], shoonya_2sD5G2NJGVF70Q, 5724264]
[paragraph, [361.0, 3009.5, 1772.0, 52.5], shoonya_2sD5G2NJGVF70Q, 5724264]
