[792, 612]
[paragraph, [84.0, 28.0, 462.0, 18.0], GLkRyXagTd, 5756900]
[paragraph, [84.0, 46.0, 462.0, 18.0], GLkRyXagTd, 5756900]
[ordered-list, [45.0, 72.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 90.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 108.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 126.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 144.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 162.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 180.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 198.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 216.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 234.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 252.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 270.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 288.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 306.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 324.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 342.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 360.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 378.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 396.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 414.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 432.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 450.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 468.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 486.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 504.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 522.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 540.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 558.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 576.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 594.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 612.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 630.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 648.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 666.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[ordered-list, [45.0, 684.0, 529.0, 18.0], shoonya_0s7GMPGPAK95QU, 5756900]
[sub-ordered-list, [82.0, 129.0, 464.0, 18.0], kejFG7aOT9, 5756900]
[sub-ordered-list, [82.0, 147.0, 464.0, 18.0], kejFG7aOT9, 5756900]
[sub-ordered-list, [82.0, 165.0, 464.0, 18.0], kejFG7aOT9, 5756900]
[sub-ordered-list, [82.0, 183.0, 464.0, 18.0], kejFG7aOT9, 5756900]
[sub-ordered-list, [81.0, 263.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [81.0, 281.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [81.0, 299.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [81.0, 317.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [81.0, 335.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [81.0, 353.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [81.0, 371.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [81.0, 389.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [81.0, 407.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [81.0, 425.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [81.0, 443.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [81.0, 461.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [81.0, 479.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [81.0, 497.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [81.0, 515.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [81.0, 533.0, 464.0, 18.0], 0LFtO09hnU, 5756900]
[sub-ordered-list, [82.0, 614.0, 469.0, 18.0], 7qBhqvL2sR, 5756900]
[sub-ordered-list, [82.0, 632.0, 469.0, 18.0], 7qBhqvL2sR, 5756900]
[sub-ordered-list, [82.0, 650.0, 469.0, 18.0], 7qBhqvL2sR, 5756900]
[sub-ordered-list, [82.0, 668.0, 469.0, 18.0], 7qBhqvL2sR, 5756900]
