[1818, 1374]
[folio, [636.0, 109.0, 83.0, 36.0], ktfLQ8h3Pm, 5682735]
[paragraph, [103.0, 175.0, 562.0, 36.0], shoonya_3sY3NL8F9MEM44, 5682735]
[paragraph, [103.0, 211.0, 562.0, 36.0], shoonya_3sY3NL8F9MEM44, 5682735]
[paragraph, [103.0, 247.0, 562.0, 36.0], shoonya_3sY3NL8F9MEM44, 5682735]
[paragraph, [689.0, 175.0, 562.0, 36.0], shoonya_4sW708CA25GRDN, 5682735]
[paragraph, [689.0, 211.0, 562.0, 36.0], shoonya_4sW708CA25GRDN, 5682735]
[paragraph, [689.0, 247.0, 562.0, 36.0], shoonya_4sW708CA25GRDN, 5682735]
[paragraph, [689.0, 283.0, 562.0, 36.0], shoonya_4sW708CA25GRDN, 5682735]
[paragraph, [688.0, 349.0, 561.0, 36.0], _Poee2O399, 5682735]
[paragraph, [688.0, 385.0, 561.0, 36.0], _Poee2O399, 5682735]
[paragraph, [688.0, 421.0, 561.0, 36.0], _Poee2O399, 5682735]
[paragraph, [102.0, 423.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 459.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 495.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 531.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 567.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 603.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 639.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 675.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 711.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 747.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 783.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 819.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 855.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 891.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 927.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 963.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 999.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 1035.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 1071.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 1107.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 1143.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 1179.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [102.0, 1215.0, 567.0, 36.0], shoonya_1s2QK3P44XJ9WY, 5682735]
[paragraph, [691.0, 476.0, 564.0, 36.0], shoonya_2sJFFLDRESSNYK, 5682735]
[paragraph, [691.0, 512.0, 564.0, 36.0], shoonya_2sJFFLDRESSNYK, 5682735]
[paragraph, [691.0, 548.0, 564.0, 36.0], shoonya_2sJFFLDRESSNYK, 5682735]
[paragraph, [691.0, 584.0, 564.0, 36.0], shoonya_2sJFFLDRESSNYK, 5682735]
[paragraph, [691.0, 620.0, 564.0, 36.0], shoonya_2sJFFLDRESSNYK, 5682735]
[paragraph, [695.0, 689.0, 563.0, 36.0], 8fWSVcFW65, 5682735]
[paragraph, [695.0, 725.0, 563.0, 36.0], 8fWSVcFW65, 5682735]
[paragraph, [695.0, 761.0, 563.0, 36.0], 8fWSVcFW65, 5682735]
[paragraph, [695.0, 797.0, 563.0, 36.0], 8fWSVcFW65, 5682735]
[paragraph, [695.0, 833.0, 563.0, 36.0], 8fWSVcFW65, 5682735]
[paragraph, [695.0, 869.0, 563.0, 36.0], 8fWSVcFW65, 5682735]
[paragraph, [695.0, 905.0, 563.0, 36.0], 8fWSVcFW65, 5682735]
[paragraph, [695.0, 941.0, 563.0, 36.0], 8fWSVcFW65, 5682735]
[paragraph, [695.0, 977.0, 563.0, 36.0], 8fWSVcFW65, 5682735]
[paragraph, [695.0, 1013.0, 563.0, 36.0], 8fWSVcFW65, 5682735]
[paragraph, [695.0, 1049.0, 563.0, 36.0], 8fWSVcFW65, 5682735]
[paragraph, [695.0, 1085.0, 563.0, 36.0], 8fWSVcFW65, 5682735]
[paragraph, [699.0, 1159.0, 558.0, 36.0], oBm8elCXgT, 5682735]
[paragraph, [699.0, 1195.0, 558.0, 36.0], oBm8elCXgT, 5682735]
[paragraph, [699.0, 1239.0, 562.0, 36.0], shoonya_0sQQU18ME6P270, 5682735]
[paragraph, [699.0, 1275.0, 562.0, 36.0], shoonya_0sQQU18ME6P270, 5682735]
[paragraph, [699.0, 1311.0, 562.0, 36.0], shoonya_0sQQU18ME6P270, 5682735]
[paragraph, [699.0, 1347.0, 562.0, 36.0], shoonya_0sQQU18ME6P270, 5682735]
[paragraph, [699.0, 1383.0, 562.0, 36.0], shoonya_0sQQU18ME6P270, 5682735]
[paragraph, [699.0, 1419.0, 562.0, 36.0], shoonya_0sQQU18ME6P270, 5682735]
[paragraph, [699.0, 1455.0, 562.0, 36.0], shoonya_0sQQU18ME6P270, 5682735]
[paragraph, [699.0, 1491.0, 562.0, 36.0], shoonya_0sQQU18ME6P270, 5682735]
[paragraph, [699.0, 1527.0, 562.0, 36.0], shoonya_0sQQU18ME6P270, 5682735]
[paragraph, [699.0, 1563.0, 562.0, 36.0], shoonya_0sQQU18ME6P270, 5682735]
[paragraph, [699.0, 1599.0, 562.0, 36.0], shoonya_0sQQU18ME6P270, 5682735]
[paragraph, [699.0, 1635.0, 562.0, 36.0], shoonya_0sQQU18ME6P270, 5682735]
[paragraph, [699.0, 1671.0, 562.0, 36.0], shoonya_0sQQU18ME6P270, 5682735]
[paragraph, [109.0, 1285.0, 562.0, 36.0], SDQXUPTnqS, 5682735]
[paragraph, [109.0, 1321.0, 562.0, 36.0], SDQXUPTnqS, 5682735]
[paragraph, [109.0, 1357.0, 562.0, 36.0], SDQXUPTnqS, 5682735]
[paragraph, [109.0, 1393.0, 562.0, 36.0], SDQXUPTnqS, 5682735]
[paragraph, [109.0, 1429.0, 562.0, 36.0], SDQXUPTnqS, 5682735]
[paragraph, [109.0, 1465.0, 562.0, 36.0], SDQXUPTnqS, 5682735]
[paragraph, [109.0, 1501.0, 562.0, 36.0], SDQXUPTnqS, 5682735]
[paragraph, [109.0, 1537.0, 562.0, 36.0], SDQXUPTnqS, 5682735]
