[2339, 1656]
[headline, [731.0, 188.0, 195.0, 67.5], shoonya_0sIAXIICJ5N087, 5753113]
[paragraph, [190.0, 329.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 365.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 401.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 437.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 473.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 509.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 545.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 581.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 617.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 653.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 689.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 725.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 761.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 797.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 833.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 869.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 905.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 941.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 977.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 1013.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 1049.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 1085.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 1121.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 1157.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 1193.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 1229.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 1265.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 1301.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 1337.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 1373.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 1409.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 1445.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[paragraph, [190.0, 1481.0, 703.0, 36.0], HrA1qTy45X, 5753113]
[author, [1035.0, 1691.0, 478.0, 36.0], FNeFd5T50C, 5753113]
[author, [1035.0, 1727.0, 478.0, 36.0], FNeFd5T50C, 5753113]
[author, [1035.0, 1763.0, 478.0, 36.0], FNeFd5T50C, 5753113]
[author, [1035.0, 1799.0, 478.0, 36.0], FNeFd5T50C, 5753113]
[author, [1035.0, 1835.0, 478.0, 36.0], FNeFd5T50C, 5753113]
[author, [1035.0, 1871.0, 478.0, 36.0], FNeFd5T50C, 5753113]
[author, [1035.0, 1907.0, 478.0, 36.0], FNeFd5T50C, 5753113]
[folio, [93.0, 2179.0, 175.0, 36.0], kZ6hxDk_jW, 5753113]
