[595, 454]
[chapter-title, [128.0, 176.0, 191.0, 30.0], _QuQBFTot2, 6460871]
[paragraph, [24.0, 257.0, 200.0, 18.0], qfzH0F25qj, 6460871]
[paragraph, [24.0, 275.0, 200.0, 18.0], qfzH0F25qj, 6460871]
[paragraph, [24.0, 293.0, 200.0, 18.0], qfzH0F25qj, 6460871]
[paragraph, [24.0, 311.0, 200.0, 18.0], qfzH0F25qj, 6460871]
[paragraph, [24.0, 329.0, 200.0, 18.0], qfzH0F25qj, 6460871]
[paragraph, [24.0, 347.0, 200.0, 18.0], qfzH0F25qj, 6460871]
[paragraph, [24.0, 365.0, 200.0, 18.0], qfzH0F25qj, 6460871]
[paragraph, [24.0, 383.0, 200.0, 18.0], qfzH0F25qj, 6460871]
[paragraph, [24.0, 401.0, 200.0, 18.0], qfzH0F25qj, 6460871]
[paragraph, [24.0, 419.0, 200.0, 18.0], qfzH0F25qj, 6460871]
[paragraph, [24.0, 437.0, 200.0, 18.0], qfzH0F25qj, 6460871]
[paragraph, [24.0, 455.0, 200.0, 18.0], qfzH0F25qj, 6460871]
[paragraph, [24.0, 473.0, 200.0, 18.0], qfzH0F25qj, 6460871]
[paragraph, [24.0, 491.0, 200.0, 18.0], qfzH0F25qj, 6460871]
[paragraph, [224.0, 257.0, 196.0, 18.0], vVTjRvb90E, 6460871]
[paragraph, [224.0, 275.0, 196.0, 18.0], vVTjRvb90E, 6460871]
[paragraph, [225.0, 295.0, 198.0, 18.0], skNht5ShdW, 6460871]
[paragraph, [225.0, 313.0, 198.0, 18.0], skNht5ShdW, 6460871]
[paragraph, [225.0, 331.0, 198.0, 18.0], skNht5ShdW, 6460871]
[paragraph, [225.0, 349.0, 198.0, 18.0], skNht5ShdW, 6460871]
[paragraph, [225.0, 367.0, 198.0, 18.0], skNht5ShdW, 6460871]
[paragraph, [225.0, 385.0, 198.0, 18.0], skNht5ShdW, 6460871]
[paragraph, [225.0, 403.0, 198.0, 18.0], skNht5ShdW, 6460871]
[paragraph, [225.0, 421.0, 198.0, 18.0], skNht5ShdW, 6460871]
[paragraph, [226.0, 451.0, 199.0, 18.0], YBQSVj4-ZP, 6460871]
[paragraph, [226.0, 469.0, 199.0, 18.0], YBQSVj4-ZP, 6460871]
[paragraph, [226.0, 487.0, 199.0, 18.0], YBQSVj4-ZP, 6460871]
[paragraph, [226.0, 505.0, 199.0, 18.0], YBQSVj4-ZP, 6460871]
[paragraph, [32.0, 509.0, 192.0, 18.0], rOrvxvW5VP, 6460871]
[folio, [191.0, 533.0, 87.0, 18.0], bG538pxh6f, 6460871]
