[2339, 1653]
[placeholder-text, [77.0, 488.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 506.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 524.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 542.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 560.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 578.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 596.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 614.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 632.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 650.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 668.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 686.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 704.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 722.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 740.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 758.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 776.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 794.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 812.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 830.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 848.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 866.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 884.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 902.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 920.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 938.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 956.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 974.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 992.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 1010.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 1028.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 1046.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 1064.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [77.0, 1082.0, 1456.0, 18.0], shoonya_2sXBO677N827QJ, 5689921]
[placeholder-text, [79.0, 1361.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1379.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1397.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1415.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1433.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1451.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1469.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1487.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1505.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1523.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1541.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1559.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1577.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1595.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1613.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1631.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1649.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1667.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1685.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1703.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1721.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1739.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1757.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1775.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1793.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1811.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1829.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1847.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1865.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1883.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1901.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1919.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[placeholder-text, [79.0, 1937.0, 1459.0, 18.0], shoonya_0s7FN0KUX39V8Z, 5689921]
[folio, [251.0, 1999.0, 103.0, 36.0], shoonya_27sAG68HYYWMMH, 5689921]
