[872, 605]
[paragraph, [45.0, 68.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [45.0, 86.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [45.0, 104.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [45.0, 122.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [45.0, 140.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [45.0, 158.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [45.0, 176.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [45.0, 194.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [45.0, 212.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [45.0, 230.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [45.0, 248.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [45.0, 266.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [45.0, 284.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [45.0, 302.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [45.0, 320.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [45.0, 338.0, 254.0, 18.0], 9qxL0HZKYR, 6457568]
[paragraph, [303.0, 68.0, 251.0, 18.0], DLh92M4xKx, 6457568]
[paragraph, [303.0, 86.0, 251.0, 18.0], DLh92M4xKx, 6457568]
[paragraph, [303.0, 104.0, 251.0, 18.0], DLh92M4xKx, 6457568]
[paragraph, [303.0, 123.0, 250.0, 18.0], boxmDyV519, 6457568]
[paragraph, [303.0, 141.0, 250.0, 18.0], boxmDyV519, 6457568]
[paragraph, [303.0, 159.0, 250.0, 18.0], boxmDyV519, 6457568]
[paragraph, [303.0, 177.0, 250.0, 18.0], boxmDyV519, 6457568]
[paragraph, [303.0, 195.0, 250.0, 18.0], boxmDyV519, 6457568]
[paragraph, [303.0, 213.0, 250.0, 18.0], boxmDyV519, 6457568]
[paragraph, [303.0, 231.0, 250.0, 18.0], boxmDyV519, 6457568]
[paragraph, [303.0, 249.0, 250.0, 18.0], boxmDyV519, 6457568]
[paragraph, [303.0, 284.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 302.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 320.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 338.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 356.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 374.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 392.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 410.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 428.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 446.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 464.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 482.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 500.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 518.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 536.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 554.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 572.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 590.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 608.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 626.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 644.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 662.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 680.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 698.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [303.0, 716.0, 255.0, 18.0], UxF4HHeWyQ, 6457568]
[paragraph, [42.0, 367.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 385.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 403.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 421.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 439.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 457.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 475.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 493.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 511.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 529.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 547.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 565.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 583.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 601.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 619.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 637.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 655.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 673.0, 261.0, 18.0], wwOuoYez8P, 6457568]
[paragraph, [42.0, 691.0, 261.0, 18.0], wwOuoYez8P, 6457568]
