[1806, 1262]
[folio, [755.0, 99.0, 340.0, 36.0], shoonya_1s0MQ0WCWR6C74, 5680435]
[paragraph, [102.0, 178.0, 502.0, 36.0], shoonya_5sKZ2P022BFELF, 5680435]
[paragraph, [102.0, 214.0, 502.0, 36.0], shoonya_5sKZ2P022BFELF, 5680435]
[paragraph, [102.0, 250.0, 502.0, 36.0], shoonya_5sKZ2P022BFELF, 5680435]
[paragraph, [102.0, 286.0, 502.0, 36.0], shoonya_5sKZ2P022BFELF, 5680435]
[paragraph, [102.0, 322.0, 502.0, 36.0], shoonya_5sKZ2P022BFELF, 5680435]
[paragraph, [102.0, 358.0, 502.0, 36.0], shoonya_5sKZ2P022BFELF, 5680435]
[paragraph, [102.0, 394.0, 502.0, 36.0], shoonya_5sKZ2P022BFELF, 5680435]
[paragraph, [102.0, 430.0, 502.0, 36.0], shoonya_5sKZ2P022BFELF, 5680435]
[paragraph, [102.0, 466.0, 502.0, 36.0], shoonya_5sKZ2P022BFELF, 5680435]
[paragraph, [653.0, 184.0, 501.0, 36.0], 4NVTI9LWSl, 5680435]
[paragraph, [649.0, 260.0, 509.0, 36.0], XyMD_Wc7ka, 5680435]
[paragraph, [649.0, 296.0, 509.0, 36.0], XyMD_Wc7ka, 5680435]
[paragraph, [649.0, 332.0, 509.0, 36.0], XyMD_Wc7ka, 5680435]
[paragraph, [649.0, 368.0, 509.0, 36.0], XyMD_Wc7ka, 5680435]
[paragraph, [649.0, 404.0, 509.0, 36.0], XyMD_Wc7ka, 5680435]
[paragraph, [649.0, 440.0, 509.0, 36.0], XyMD_Wc7ka, 5680435]
[paragraph, [649.0, 476.0, 509.0, 36.0], XyMD_Wc7ka, 5680435]
[paragraph, [649.0, 512.0, 509.0, 36.0], XyMD_Wc7ka, 5680435]
[paragraph, [649.0, 548.0, 509.0, 36.0], XyMD_Wc7ka, 5680435]
[paragraph, [101.0, 510.0, 503.0, 36.0], shoonya_6s2IZLXYU3FL35, 5680435]
[paragraph, [101.0, 546.0, 503.0, 36.0], shoonya_6s2IZLXYU3FL35, 5680435]
[paragraph, [101.0, 582.0, 503.0, 36.0], shoonya_6s2IZLXYU3FL35, 5680435]
[paragraph, [101.0, 618.0, 503.0, 36.0], shoonya_6s2IZLXYU3FL35, 5680435]
[paragraph, [101.0, 654.0, 503.0, 36.0], shoonya_6s2IZLXYU3FL35, 5680435]
[paragraph, [643.0, 621.0, 515.0, 36.0], 3RE4FHQerX, 5680435]
[paragraph, [643.0, 657.0, 515.0, 36.0], 3RE4FHQerX, 5680435]
[paragraph, [643.0, 693.0, 515.0, 36.0], 3RE4FHQerX, 5680435]
[paragraph, [643.0, 729.0, 515.0, 36.0], 3RE4FHQerX, 5680435]
[paragraph, [643.0, 765.0, 515.0, 36.0], 3RE4FHQerX, 5680435]
[paragraph, [643.0, 801.0, 515.0, 36.0], 3RE4FHQerX, 5680435]
[paragraph, [643.0, 837.0, 515.0, 36.0], 3RE4FHQerX, 5680435]
[paragraph, [643.0, 873.0, 515.0, 36.0], 3RE4FHQerX, 5680435]
[paragraph, [643.0, 909.0, 515.0, 36.0], 3RE4FHQerX, 5680435]
[paragraph, [643.0, 945.0, 515.0, 36.0], 3RE4FHQerX, 5680435]
[paragraph, [643.0, 981.0, 515.0, 36.0], 3RE4FHQerX, 5680435]
[paragraph, [643.0, 1017.0, 515.0, 36.0], 3RE4FHQerX, 5680435]
[paragraph, [98.0, 733.0, 505.0, 36.0], shoonya_4sP6GKI0N3Y5LA, 5680435]
[paragraph, [98.0, 769.0, 505.0, 36.0], shoonya_4sP6GKI0N3Y5LA, 5680435]
[paragraph, [98.0, 805.0, 505.0, 36.0], shoonya_4sP6GKI0N3Y5LA, 5680435]
[paragraph, [98.0, 841.0, 505.0, 36.0], shoonya_4sP6GKI0N3Y5LA, 5680435]
[paragraph, [98.0, 877.0, 505.0, 36.0], shoonya_4sP6GKI0N3Y5LA, 5680435]
[paragraph, [98.0, 913.0, 505.0, 36.0], shoonya_4sP6GKI0N3Y5LA, 5680435]
[paragraph, [98.0, 949.0, 505.0, 36.0], shoonya_4sP6GKI0N3Y5LA, 5680435]
[paragraph, [98.0, 985.0, 505.0, 36.0], shoonya_4sP6GKI0N3Y5LA, 5680435]
[paragraph, [98.0, 1021.0, 505.0, 36.0], shoonya_4sP6GKI0N3Y5LA, 5680435]
[paragraph, [94.0, 1089.0, 511.0, 36.0], xLgmphVxmc, 5680435]
[paragraph, [94.0, 1125.0, 511.0, 36.0], xLgmphVxmc, 5680435]
[paragraph, [94.0, 1161.0, 511.0, 36.0], xLgmphVxmc, 5680435]
[paragraph, [94.0, 1197.0, 511.0, 36.0], xLgmphVxmc, 5680435]
[paragraph, [94.0, 1233.0, 511.0, 36.0], xLgmphVxmc, 5680435]
[paragraph, [94.0, 1269.0, 511.0, 36.0], xLgmphVxmc, 5680435]
[paragraph, [648.0, 1093.0, 504.0, 36.0], HSYElN-6eR, 5680435]
[paragraph, [648.0, 1129.0, 504.0, 36.0], HSYElN-6eR, 5680435]
[paragraph, [648.0, 1165.0, 504.0, 36.0], HSYElN-6eR, 5680435]
[paragraph, [648.0, 1201.0, 504.0, 36.0], HSYElN-6eR, 5680435]
[paragraph, [648.0, 1237.0, 504.0, 36.0], HSYElN-6eR, 5680435]
[paragraph, [648.0, 1273.0, 504.0, 36.0], HSYElN-6eR, 5680435]
[paragraph, [648.0, 1309.0, 504.0, 36.0], HSYElN-6eR, 5680435]
[paragraph, [648.0, 1345.0, 504.0, 36.0], HSYElN-6eR, 5680435]
[paragraph, [648.0, 1381.0, 504.0, 36.0], HSYElN-6eR, 5680435]
[paragraph, [94.0, 1410.0, 511.0, 36.0], GvoCngr2bA, 5680435]
[paragraph, [94.0, 1446.0, 511.0, 36.0], GvoCngr2bA, 5680435]
