[2339, 1653]
[paragraph, [324.0, 153.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 189.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 225.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 261.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 297.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 333.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 369.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 405.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 441.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 477.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 513.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 549.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 585.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 621.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 657.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 693.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 729.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 765.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 801.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 837.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 873.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 909.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 945.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 981.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 1017.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
[paragraph, [324.0, 1053.0, 1133.0, 36.0], shoonya_1sZRTTN7SENGP1, 5734281]
