[1246, 917]
[chapter-title, [326.0, 36.0, 166.0, 30.0], shoonya_0sN8EVP75DQTOC, 5776137]
[paragraph, [76.0, 88.0, 651.0, 18.0], 6M5jpI8sZ3, 5776137]
[paragraph, [76.0, 106.0, 651.0, 18.0], 6M5jpI8sZ3, 5776137]
[paragraph, [76.0, 124.0, 651.0, 18.0], 6M5jpI8sZ3, 5776137]
[paragraph, [76.0, 142.0, 651.0, 18.0], 6M5jpI8sZ3, 5776137]
[paragraph, [76.0, 160.0, 651.0, 18.0], 6M5jpI8sZ3, 5776137]
[paragraph, [74.0, 193.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 211.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 229.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 247.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 265.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 283.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 301.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 319.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 337.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 355.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 373.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 391.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 409.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 427.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 445.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 463.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [74.0, 481.0, 657.0, 18.0], a76BcN5GoG, 5776137]
[paragraph, [72.0, 514.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 532.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 550.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 568.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 586.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 604.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 622.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 640.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 658.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 676.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 694.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 712.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 730.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 748.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 766.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 784.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 802.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 820.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 838.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 856.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 874.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 892.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 910.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 928.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 946.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 964.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 982.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 1000.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 1018.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 1036.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 1054.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 1072.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
[paragraph, [72.0, 1090.0, 659.0, 18.0], sxJwtLcnQj, 5776137]
