[2339, 1653]
[paragraph, [375.0, 188.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 224.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 260.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 296.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 332.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 368.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 404.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 440.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 476.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 512.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 548.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 584.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 620.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 656.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 692.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 728.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 764.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 800.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 836.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 872.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 908.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 944.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 980.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1016.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1052.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1088.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1124.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
[paragraph, [375.0, 1160.0, 1098.0, 36.0], shoonya_0sGHXZ1ZJQBAVX, 5734002]
