[1300, 827]
[paragraph, [66.0, 72.0, 695.0, 18.0], shoonya_0sH6IW6AFAEVT6, 6472717]
[paragraph, [66.0, 90.0, 695.0, 18.0], shoonya_0sH6IW6AFAEVT6, 6472717]
[paragraph, [66.0, 108.0, 695.0, 18.0], shoonya_0sH6IW6AFAEVT6, 6472717]
[paragraph, [66.0, 126.0, 695.0, 18.0], shoonya_0sH6IW6AFAEVT6, 6472717]
[paragraph, [66.0, 144.0, 695.0, 18.0], shoonya_0sH6IW6AFAEVT6, 6472717]
[paragraph, [66.0, 162.0, 695.0, 18.0], shoonya_0sH6IW6AFAEVT6, 6472717]
[paragraph, [66.0, 180.0, 695.0, 18.0], shoonya_0sH6IW6AFAEVT6, 6472717]
[paragraph, [68.0, 200.0, 692.0, 18.0], shoonya_3sVLX38CPQ8M3Q, 6472717]
[paragraph, [68.0, 218.0, 692.0, 18.0], shoonya_3sVLX38CPQ8M3Q, 6472717]
[paragraph, [68.0, 236.0, 692.0, 18.0], shoonya_3sVLX38CPQ8M3Q, 6472717]
[paragraph, [68.0, 254.0, 692.0, 18.0], shoonya_3sVLX38CPQ8M3Q, 6472717]
[paragraph, [68.0, 272.0, 692.0, 18.0], shoonya_3sVLX38CPQ8M3Q, 6472717]
[paragraph, [68.0, 290.0, 692.0, 18.0], shoonya_3sVLX38CPQ8M3Q, 6472717]
[paragraph, [68.0, 308.0, 692.0, 18.0], shoonya_3sVLX38CPQ8M3Q, 6472717]
[paragraph, [68.0, 326.0, 692.0, 18.0], shoonya_3sVLX38CPQ8M3Q, 6472717]
[paragraph, [63.0, 355.0, 701.0, 18.0], shoonya_4sI75URO0V69M6, 6472717]
[paragraph, [63.0, 373.0, 701.0, 18.0], shoonya_4sI75URO0V69M6, 6472717]
[paragraph, [63.0, 391.0, 701.0, 18.0], shoonya_4sI75URO0V69M6, 6472717]
[paragraph, [63.0, 409.0, 701.0, 18.0], shoonya_4sI75URO0V69M6, 6472717]
[paragraph, [66.0, 449.0, 694.0, 18.0], EQWtph74bU, 6472717]
[paragraph, [66.0, 467.0, 694.0, 18.0], EQWtph74bU, 6472717]
[paragraph, [66.0, 485.0, 694.0, 18.0], EQWtph74bU, 6472717]
[paragraph, [66.0, 503.0, 694.0, 18.0], EQWtph74bU, 6472717]
[paragraph, [66.0, 521.0, 694.0, 18.0], EQWtph74bU, 6472717]
[paragraph, [66.0, 539.0, 694.0, 18.0], EQWtph74bU, 6472717]
[paragraph, [66.0, 557.0, 694.0, 18.0], EQWtph74bU, 6472717]
[paragraph, [66.0, 575.0, 694.0, 18.0], EQWtph74bU, 6472717]
[paragraph, [66.0, 593.0, 694.0, 18.0], EQWtph74bU, 6472717]
[paragraph, [66.0, 611.0, 694.0, 18.0], EQWtph74bU, 6472717]
[paragraph, [66.0, 629.0, 694.0, 18.0], EQWtph74bU, 6472717]
[paragraph, [66.0, 647.0, 694.0, 18.0], EQWtph74bU, 6472717]
[paragraph, [66.0, 665.0, 694.0, 18.0], EQWtph74bU, 6472717]
[paragraph, [67.0, 694.0, 694.0, 18.0], -QkdvP3Hg7, 6472717]
[paragraph, [67.0, 712.0, 694.0, 18.0], -QkdvP3Hg7, 6472717]
[paragraph, [67.0, 730.0, 694.0, 18.0], -QkdvP3Hg7, 6472717]
[paragraph, [67.0, 748.0, 694.0, 18.0], -QkdvP3Hg7, 6472717]
[paragraph, [67.0, 766.0, 694.0, 18.0], -QkdvP3Hg7, 6472717]
[paragraph, [67.0, 784.0, 694.0, 18.0], -QkdvP3Hg7, 6472717]
[paragraph, [67.0, 802.0, 694.0, 18.0], -QkdvP3Hg7, 6472717]
[paragraph, [67.0, 820.0, 694.0, 18.0], -QkdvP3Hg7, 6472717]
[paragraph, [67.0, 838.0, 694.0, 18.0], -QkdvP3Hg7, 6472717]
[paragraph, [67.0, 856.0, 694.0, 18.0], -QkdvP3Hg7, 6472717]
[paragraph, [65.0, 878.0, 695.0, 18.0], _rqc74MY99, 6472717]
[paragraph, [65.0, 896.0, 695.0, 18.0], _rqc74MY99, 6472717]
[paragraph, [65.0, 914.0, 695.0, 18.0], _rqc74MY99, 6472717]
[paragraph, [65.0, 932.0, 695.0, 18.0], _rqc74MY99, 6472717]
[paragraph, [65.0, 950.0, 695.0, 18.0], _rqc74MY99, 6472717]
[paragraph, [65.0, 968.0, 695.0, 18.0], _rqc74MY99, 6472717]
[paragraph, [65.0, 986.0, 695.0, 18.0], _rqc74MY99, 6472717]
[paragraph, [65.0, 1004.0, 695.0, 18.0], _rqc74MY99, 6472717]
[paragraph, [65.0, 1022.0, 695.0, 18.0], _rqc74MY99, 6472717]
[paragraph, [65.0, 1040.0, 695.0, 18.0], _rqc74MY99, 6472717]
[paragraph, [66.0, 1064.0, 695.0, 18.0], shoonya_2sTD2LC2CC62TC, 6472717]
[paragraph, [66.0, 1082.0, 695.0, 18.0], shoonya_2sTD2LC2CC62TC, 6472717]
[paragraph, [66.0, 1100.0, 695.0, 18.0], shoonya_2sTD2LC2CC62TC, 6472717]
[paragraph, [66.0, 1118.0, 695.0, 18.0], shoonya_2sTD2LC2CC62TC, 6472717]
[paragraph, [66.0, 1136.0, 695.0, 18.0], shoonya_2sTD2LC2CC62TC, 6472717]
[paragraph, [66.0, 1154.0, 695.0, 18.0], shoonya_2sTD2LC2CC62TC, 6472717]
[paragraph, [66.0, 1172.0, 695.0, 18.0], shoonya_2sTD2LC2CC62TC, 6472717]
[folio, [540.0, 1225.0, 69.0, 18.0], FrAd46E3S6, 6472717]
