[856, 612]
[section-title, [239.0, 43.0, 162.0, 30.0], bqyeu9GRAq, 6460558]
[paragraph, [91.0, 90.0, 444.0, 18.0], fxoToo7ojt, 6460558]
[paragraph, [91.0, 108.0, 444.0, 18.0], fxoToo7ojt, 6460558]
[paragraph, [91.0, 126.0, 444.0, 18.0], fxoToo7ojt, 6460558]
[paragraph, [91.0, 144.0, 444.0, 18.0], fxoToo7ojt, 6460558]
[paragraph, [92.0, 159.0, 440.0, 18.0], e0eNcbd6uM, 6460558]
[paragraph, [92.0, 177.0, 440.0, 18.0], e0eNcbd6uM, 6460558]
[paragraph, [92.0, 195.0, 440.0, 18.0], e0eNcbd6uM, 6460558]
[paragraph, [85.0, 230.0, 441.0, 18.0], 2DJebWlVX9, 6460558]
[paragraph, [85.0, 248.0, 441.0, 18.0], 2DJebWlVX9, 6460558]
[paragraph, [85.0, 266.0, 441.0, 18.0], 2DJebWlVX9, 6460558]
[paragraph, [85.0, 284.0, 441.0, 18.0], 2DJebWlVX9, 6460558]
[paragraph, [85.0, 302.0, 441.0, 18.0], 2DJebWlVX9, 6460558]
[paragraph, [98.0, 317.0, 438.0, 18.0], KaII8fD4h-, 6460558]
[paragraph, [98.0, 335.0, 438.0, 18.0], KaII8fD4h-, 6460558]
[paragraph, [98.0, 353.0, 438.0, 18.0], KaII8fD4h-, 6460558]
[paragraph, [98.0, 371.0, 438.0, 18.0], KaII8fD4h-, 6460558]
[paragraph, [98.0, 389.0, 438.0, 18.0], KaII8fD4h-, 6460558]
[paragraph, [102.0, 407.0, 435.0, 18.0], shoonya_0sC4EXG22GIFOQ, 6460558]
[paragraph, [102.0, 425.0, 435.0, 18.0], shoonya_0sC4EXG22GIFOQ, 6460558]
[paragraph, [102.0, 443.0, 435.0, 18.0], shoonya_0sC4EXG22GIFOQ, 6460558]
[paragraph, [102.0, 461.0, 435.0, 18.0], shoonya_0sC4EXG22GIFOQ, 6460558]
[paragraph, [102.0, 479.0, 435.0, 18.0], shoonya_0sC4EXG22GIFOQ, 6460558]
[paragraph, [102.0, 497.0, 435.0, 18.0], shoonya_0sC4EXG22GIFOQ, 6460558]
[paragraph, [102.0, 515.0, 435.0, 18.0], shoonya_0sC4EXG22GIFOQ, 6460558]
[paragraph, [102.0, 533.0, 435.0, 18.0], shoonya_0sC4EXG22GIFOQ, 6460558]
[paragraph, [94.0, 562.0, 447.0, 18.0], 0AyOK2dlsE, 6460558]
[paragraph, [94.0, 580.0, 447.0, 18.0], 0AyOK2dlsE, 6460558]
[paragraph, [94.0, 598.0, 447.0, 18.0], 0AyOK2dlsE, 6460558]
[paragraph, [94.0, 616.0, 447.0, 18.0], 0AyOK2dlsE, 6460558]
[paragraph, [94.0, 634.0, 447.0, 18.0], 0AyOK2dlsE, 6460558]
[paragraph, [88.0, 656.0, 451.0, 18.0], 7iTrh76myC, 6460558]
[paragraph, [88.0, 674.0, 451.0, 18.0], 7iTrh76myC, 6460558]
[paragraph, [88.0, 692.0, 451.0, 18.0], 7iTrh76myC, 6460558]
[paragraph, [88.0, 710.0, 451.0, 18.0], 7iTrh76myC, 6460558]
[paragraph, [88.0, 728.0, 451.0, 18.0], 7iTrh76myC, 6460558]
[paragraph, [88.0, 746.0, 451.0, 18.0], 7iTrh76myC, 6460558]
[paragraph, [88.0, 764.0, 451.0, 18.0], 7iTrh76myC, 6460558]
[paragraph, [145.0, 781.0, 397.0, 18.0], EWyvJC0uTg, 6460558]
[paragraph, [145.0, 799.0, 397.0, 18.0], EWyvJC0uTg, 6460558]
