[1392, 886]
[folio, [663.0, 55.0, 194.0, 18.0], eof0eT6Wco, 5742988]
[folio, [663.0, 73.0, 194.0, 18.0], eof0eT6Wco, 5742988]
[folio, [384.0, 62.0, 134.0, 18.0], PwEYtHVysM, 5742988]
[folio, [384.0, 80.0, 134.0, 18.0], PwEYtHVysM, 5742988]
[paragraph, [71.0, 122.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 140.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 158.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 176.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 194.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 212.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 230.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 248.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 266.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 284.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 302.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 320.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 338.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 356.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 374.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 392.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 410.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 428.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 446.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 464.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 482.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 500.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 518.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 536.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 554.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 572.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 590.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 608.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 626.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 644.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 662.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 680.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 698.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 716.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 734.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 752.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 770.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 788.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 806.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 824.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 842.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 860.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 878.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 896.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 914.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 932.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 950.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 968.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 986.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [71.0, 1004.0, 326.0, 18.0], shoonya_2sMFD8AJBPNUH3, 5742988]
[paragraph, [493.0, 131.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 149.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 167.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 185.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 203.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 221.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 239.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 257.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 275.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 293.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 311.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 329.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 347.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 365.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 383.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 401.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 419.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 437.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 455.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 473.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 491.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 509.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 527.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 545.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 563.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 581.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 599.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 617.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 635.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 653.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 671.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 689.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 707.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 725.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 743.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 761.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 779.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 797.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
[paragraph, [493.0, 815.0, 368.0, 18.0], shoonya_1s92ML8BC4QGBU, 5742988]
