[792, 612]
[chapter-title, [245.0, 110.0, 103.0, 30.0], jKekDlPcWm, 6492864]
[paragraph, [100.0, 163.0, 393.0, 18.0], shoonya_0sAQ3PB2YX3Z4Y, 6492864]
[paragraph, [100.0, 181.0, 393.0, 18.0], shoonya_0sAQ3PB2YX3Z4Y, 6492864]
[paragraph, [100.0, 199.0, 393.0, 18.0], shoonya_0sAQ3PB2YX3Z4Y, 6492864]
[paragraph, [100.0, 217.0, 393.0, 18.0], shoonya_0sAQ3PB2YX3Z4Y, 6492864]
[paragraph, [100.0, 235.0, 393.0, 18.0], shoonya_0sAQ3PB2YX3Z4Y, 6492864]
[paragraph, [100.0, 253.0, 393.0, 18.0], shoonya_0sAQ3PB2YX3Z4Y, 6492864]
[paragraph, [100.0, 271.0, 393.0, 18.0], shoonya_0sAQ3PB2YX3Z4Y, 6492864]
[paragraph, [100.0, 289.0, 393.0, 18.0], shoonya_0sAQ3PB2YX3Z4Y, 6492864]
[paragraph, [100.0, 307.0, 393.0, 18.0], shoonya_0sAQ3PB2YX3Z4Y, 6492864]
[paragraph, [100.0, 325.0, 393.0, 18.0], shoonya_0sAQ3PB2YX3Z4Y, 6492864]
[paragraph, [100.0, 343.0, 393.0, 18.0], shoonya_0sAQ3PB2YX3Z4Y, 6492864]
[paragraph, [100.0, 361.0, 393.0, 18.0], shoonya_0sAQ3PB2YX3Z4Y, 6492864]
[paragraph, [100.0, 379.0, 393.0, 18.0], shoonya_0sAQ3PB2YX3Z4Y, 6492864]
[paragraph, [99.0, 406.0, 393.0, 18.0], UwMkx8X4au, 6492864]
[paragraph, [99.0, 424.0, 393.0, 18.0], UwMkx8X4au, 6492864]
[paragraph, [99.0, 442.0, 393.0, 18.0], UwMkx8X4au, 6492864]
[paragraph, [100.0, 469.0, 392.0, 18.0], 8Zqjf_4XGA, 6492864]
[paragraph, [100.0, 487.0, 392.0, 18.0], 8Zqjf_4XGA, 6492864]
[paragraph, [101.0, 512.0, 393.0, 18.0], 0xcXr-tZIL, 6492864]
[paragraph, [101.0, 530.0, 393.0, 18.0], 0xcXr-tZIL, 6492864]
[paragraph, [101.0, 548.0, 393.0, 18.0], 0xcXr-tZIL, 6492864]
[paragraph, [101.0, 566.0, 393.0, 18.0], 0xcXr-tZIL, 6492864]
[paragraph, [101.0, 584.0, 393.0, 18.0], 0xcXr-tZIL, 6492864]
[paragraph, [101.0, 602.0, 393.0, 18.0], 0xcXr-tZIL, 6492864]
[paragraph, [101.0, 620.0, 393.0, 18.0], 0xcXr-tZIL, 6492864]
[paragraph, [101.0, 638.0, 393.0, 18.0], 0xcXr-tZIL, 6492864]
[paragraph, [101.0, 656.0, 393.0, 18.0], 0xcXr-tZIL, 6492864]
[paragraph, [101.0, 674.0, 393.0, 18.0], 0xcXr-tZIL, 6492864]
