[2200, 1700]
[paragraph, [314.0, 79.0, 1087.0, 36.0], shoonya_0s34249D4ZYNYS, 5731471]
[paragraph, [314.0, 115.0, 1087.0, 36.0], shoonya_0s34249D4ZYNYS, 5731471]
[paragraph, [314.0, 151.0, 1087.0, 36.0], shoonya_0s34249D4ZYNYS, 5731471]
[paragraph, [314.0, 187.0, 1087.0, 36.0], shoonya_0s34249D4ZYNYS, 5731471]
[paragraph, [314.0, 223.0, 1087.0, 36.0], shoonya_0s34249D4ZYNYS, 5731471]
[paragraph, [314.0, 259.0, 1087.0, 36.0], shoonya_0s34249D4ZYNYS, 5731471]
[paragraph, [314.0, 295.0, 1087.0, 36.0], shoonya_0s34249D4ZYNYS, 5731471]
[paragraph, [314.0, 331.0, 1087.0, 36.0], shoonya_0s34249D4ZYNYS, 5731471]
[paragraph, [314.0, 367.0, 1087.0, 36.0], shoonya_0s34249D4ZYNYS, 5731471]
[paragraph, [319.0, 421.0, 1081.0, 36.0], shoonya_2sI9OEUJEW1RJ0, 5731471]
[paragraph, [319.0, 457.0, 1081.0, 36.0], shoonya_2sI9OEUJEW1RJ0, 5731471]
[paragraph, [319.0, 493.0, 1081.0, 36.0], shoonya_2sI9OEUJEW1RJ0, 5731471]
[paragraph, [319.0, 529.0, 1081.0, 36.0], shoonya_2sI9OEUJEW1RJ0, 5731471]
[paragraph, [319.0, 565.0, 1081.0, 36.0], shoonya_2sI9OEUJEW1RJ0, 5731471]
[paragraph, [319.0, 601.0, 1081.0, 36.0], shoonya_2sI9OEUJEW1RJ0, 5731471]
[paragraph, [319.0, 637.0, 1081.0, 36.0], shoonya_2sI9OEUJEW1RJ0, 5731471]
[paragraph, [319.0, 673.0, 1081.0, 36.0], shoonya_2sI9OEUJEW1RJ0, 5731471]
[paragraph, [319.0, 709.0, 1081.0, 36.0], shoonya_2sI9OEUJEW1RJ0, 5731471]
[paragraph, [319.0, 745.0, 1081.0, 36.0], shoonya_2sI9OEUJEW1RJ0, 5731471]
[paragraph, [319.0, 781.0, 1081.0, 36.0], shoonya_2sI9OEUJEW1RJ0, 5731471]
[paragraph, [319.0, 817.0, 1081.0, 36.0], shoonya_2sI9OEUJEW1RJ0, 5731471]
[paragraph, [317.0, 876.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 912.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 948.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 984.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1020.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1056.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1092.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1128.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1164.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1200.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1236.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1272.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1308.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1344.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1380.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1416.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1452.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1488.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1524.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1560.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1596.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1632.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1668.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1704.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1740.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1776.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1812.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1848.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[paragraph, [317.0, 1884.0, 1101.0, 36.0], shoonya_1sWVRLEW9YVAAZ, 5731471]
[folio, [331.0, 2034.0, 358.0, 36.0], ZWuIx8HVQd, 5731471]
