[1074, 720]
[chapter-title, [308.0, 126.0, 100.0, 30.0], shoonya_2sASOTQI6QPMZM, 5711227]
[section-title, [230.0, 171.0, 256.0, 30.0], shoonya_5sG33MVLVXO8IW, 5711227]
[paragraph, [61.0, 206.0, 589.0, 18.0], shoonya_3sC9QMWNGBG5GK, 5711227]
[paragraph, [61.0, 224.0, 589.0, 18.0], shoonya_3sC9QMWNGBG5GK, 5711227]
[paragraph, [61.0, 242.0, 589.0, 18.0], shoonya_3sC9QMWNGBG5GK, 5711227]
[paragraph, [61.0, 260.0, 589.0, 18.0], shoonya_3sC9QMWNGBG5GK, 5711227]
[paragraph, [61.0, 278.0, 589.0, 18.0], shoonya_3sC9QMWNGBG5GK, 5711227]
[paragraph, [64.0, 308.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 326.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 344.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 362.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 380.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 398.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 416.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 434.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 452.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 470.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 488.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 506.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 524.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 542.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 560.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 578.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 596.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 614.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 632.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[paragraph, [64.0, 650.0, 342.0, 18.0], u-9gCWXW_-, 5711227]
[figure-caption, [485.0, 616.0, 75.0, 18.0], shoonya_1sPPJH8YT1ZNSI, 5711227]
[paragraph, [48.0, 681.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 699.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 717.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 735.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 753.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 771.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 789.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 807.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 825.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 843.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 861.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 879.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 897.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 915.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 933.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 951.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 969.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
[paragraph, [48.0, 987.0, 609.0, 18.0], G3Q6D1qtMB, 5711227]
