[1359, 1004]
[section-title, [107.0, 89.0, 489.0, 30.0], shoonya_4sB1Q7K1H2VTVR, 5725702]
[ordered-list, [102.0, 130.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[ordered-list, [102.0, 148.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[ordered-list, [102.0, 166.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[ordered-list, [102.0, 184.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[ordered-list, [102.0, 202.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[ordered-list, [102.0, 220.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[ordered-list, [102.0, 238.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[ordered-list, [102.0, 256.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[ordered-list, [102.0, 274.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[ordered-list, [102.0, 292.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[ordered-list, [102.0, 310.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[ordered-list, [102.0, 328.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[ordered-list, [102.0, 346.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[ordered-list, [102.0, 364.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[ordered-list, [102.0, 382.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[ordered-list, [102.0, 400.0, 804.0, 18.0], shoonya_2sDQ7EE5MGTRSO, 5725702]
[section-title, [107.0, 448.0, 496.0, 30.0], shoonya_1sS66XW3HUDEPB, 5725702]
[paragraph, [101.0, 495.0, 798.0, 18.0], RbDqgu8CKj, 5725702]
[paragraph, [101.0, 513.0, 798.0, 18.0], RbDqgu8CKj, 5725702]
[paragraph, [101.0, 531.0, 798.0, 18.0], RbDqgu8CKj, 5725702]
[paragraph, [101.0, 560.0, 800.0, 18.0], BjvyEW_E-Z, 5725702]
[paragraph, [101.0, 578.0, 800.0, 18.0], BjvyEW_E-Z, 5725702]
[paragraph, [101.0, 596.0, 800.0, 18.0], BjvyEW_E-Z, 5725702]
[paragraph, [101.0, 614.0, 800.0, 18.0], BjvyEW_E-Z, 5725702]
[paragraph, [101.0, 632.0, 800.0, 18.0], BjvyEW_E-Z, 5725702]
[paragraph, [101.0, 650.0, 800.0, 18.0], BjvyEW_E-Z, 5725702]
[paragraph, [101.0, 668.0, 800.0, 18.0], BjvyEW_E-Z, 5725702]
[paragraph, [101.0, 686.0, 800.0, 18.0], BjvyEW_E-Z, 5725702]
[paragraph, [101.0, 704.0, 800.0, 18.0], BjvyEW_E-Z, 5725702]
[paragraph, [101.0, 722.0, 800.0, 18.0], BjvyEW_E-Z, 5725702]
[paragraph, [101.0, 740.0, 800.0, 18.0], BjvyEW_E-Z, 5725702]
[paragraph, [101.0, 758.0, 800.0, 18.0], BjvyEW_E-Z, 5725702]
[paragraph, [101.0, 776.0, 800.0, 18.0], BjvyEW_E-Z, 5725702]
[paragraph, [101.0, 794.0, 800.0, 18.0], BjvyEW_E-Z, 5725702]
[paragraph, [101.0, 833.0, 800.0, 18.0], n31TK_T5jh, 5725702]
[paragraph, [101.0, 851.0, 800.0, 18.0], n31TK_T5jh, 5725702]
[paragraph, [101.0, 869.0, 800.0, 18.0], n31TK_T5jh, 5725702]
[paragraph, [99.0, 895.0, 530.0, 18.0], N_ALKE_xVq, 5725702]
[paragraph, [100.0, 921.0, 490.0, 18.0], ewlLlF8ZEF, 5725702]
[paragraph, [100.0, 954.0, 458.0, 18.0], 9u6I56phi0, 5725702]
[paragraph, [100.0, 972.0, 458.0, 18.0], 9u6I56phi0, 5725702]
[paragraph, [100.0, 990.0, 458.0, 18.0], 9u6I56phi0, 5725702]
[paragraph, [99.0, 1021.0, 429.0, 18.0], czEa3jKi1L, 5725702]
[paragraph, [99.0, 1039.0, 429.0, 18.0], czEa3jKi1L, 5725702]
[paragraph, [99.0, 1057.0, 429.0, 18.0], czEa3jKi1L, 5725702]
[paragraph, [99.0, 1075.0, 429.0, 18.0], czEa3jKi1L, 5725702]
[paragraph, [99.0, 1093.0, 429.0, 18.0], czEa3jKi1L, 5725702]
[paragraph, [99.0, 1111.0, 429.0, 18.0], czEa3jKi1L, 5725702]
[paragraph, [99.0, 1129.0, 429.0, 18.0], czEa3jKi1L, 5725702]
[paragraph, [99.0, 1147.0, 429.0, 18.0], czEa3jKi1L, 5725702]
[paragraph, [99.0, 1165.0, 429.0, 18.0], czEa3jKi1L, 5725702]
[paragraph, [99.0, 1183.0, 429.0, 18.0], czEa3jKi1L, 5725702]
