[1792, 1278]
[folio, [215.0, 20.0, 177.0, 36.0], Q6ZmPZvUGS, 5744969]
[paragraph, [878.0, 382.0, 265.0, 36.0], shoonya_4sMPGCY2YWGTKX, 5744969]
[paragraph, [878.0, 418.0, 265.0, 36.0], shoonya_4sMPGCY2YWGTKX, 5744969]
[paragraph, [878.0, 454.0, 265.0, 36.0], shoonya_4sMPGCY2YWGTKX, 5744969]
[paragraph, [878.0, 490.0, 265.0, 36.0], shoonya_4sMPGCY2YWGTKX, 5744969]
[paragraph, [878.0, 526.0, 265.0, 36.0], shoonya_4sMPGCY2YWGTKX, 5744969]
[paragraph, [113.0, 383.0, 274.0, 36.0], nlWFgOg5Pn, 5744969]
[paragraph, [113.0, 419.0, 274.0, 36.0], nlWFgOg5Pn, 5744969]
[paragraph, [113.0, 455.0, 274.0, 36.0], nlWFgOg5Pn, 5744969]
[paragraph, [113.0, 491.0, 274.0, 36.0], nlWFgOg5Pn, 5744969]
[paragraph, [113.0, 527.0, 274.0, 36.0], nlWFgOg5Pn, 5744969]
[contact-info, [249.0, 613.0, 126.0, 36.0], DJbiNkxNay, 5744969]
[contact-info, [120.0, 614.0, 119.0, 36.0], shoonya_5sTSXNJ0OGT552, 5744969]
[contact-info, [1016.0, 621.0, 132.0, 36.0], LBHr-yH7zB, 5744969]
[contact-info, [881.0, 622.0, 124.0, 36.0], KZwiLducEm, 5744969]
[contact-info, [464.0, 659.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 695.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 731.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 767.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 803.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 839.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 875.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 911.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 947.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 983.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 1019.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 1055.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 1091.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 1127.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 1163.0, 341.0, 36.0], wwsz6rOL71, 5744969]
[contact-info, [464.0, 1199.0, 341.0, 36.0], wwsz6rOL71, 5744969]
