[748, 558]
[website-link, [400.0, 14.0, 116.0, 18.0], dXymarghyv, 5752379]
[contact-info, [24.0, 32.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 50.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 68.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 86.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 104.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 122.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 140.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 158.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 176.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 194.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 212.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 230.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 248.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 266.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 284.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 302.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 320.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 338.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 356.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 374.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 392.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 410.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 428.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 446.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 464.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 482.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 500.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 518.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 536.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 554.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 572.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 590.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 608.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 626.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 644.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 662.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 680.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[contact-info, [24.0, 698.0, 176.0, 18.0], oO5qIVQXd4, 5752379]
[author, [420.0, 87.0, 90.0, 18.0], Cg2Eov5O7_, 5752379]
[paragraph, [255.0, 238.0, 215.0, 18.0], shoonya_1sIQB4UM3EWQIX, 5752379]
[paragraph, [255.0, 256.0, 215.0, 18.0], shoonya_1sIQB4UM3EWQIX, 5752379]
[paragraph, [255.0, 274.0, 215.0, 18.0], shoonya_1sIQB4UM3EWQIX, 5752379]
[paragraph, [255.0, 292.0, 215.0, 18.0], shoonya_1sIQB4UM3EWQIX, 5752379]
[paragraph, [256.0, 321.0, 213.0, 18.0], shoonya_6sA7L7BFB5YHW4, 5752379]
[paragraph, [256.0, 339.0, 213.0, 18.0], shoonya_6sA7L7BFB5YHW4, 5752379]
[paragraph, [256.0, 375.0, 214.0, 18.0], shoonya_0s4EMQ1PBKLNYY, 5752379]
[paragraph, [256.0, 393.0, 214.0, 18.0], shoonya_0s4EMQ1PBKLNYY, 5752379]
[paragraph, [256.0, 411.0, 214.0, 18.0], shoonya_0s4EMQ1PBKLNYY, 5752379]
[paragraph, [256.0, 429.0, 214.0, 18.0], shoonya_0s4EMQ1PBKLNYY, 5752379]
[paragraph, [256.0, 447.0, 214.0, 18.0], shoonya_0s4EMQ1PBKLNYY, 5752379]
[paragraph, [255.0, 476.0, 215.0, 18.0], shoonya_2sJ6WC930E4LCO, 5752379]
[paragraph, [255.0, 494.0, 215.0, 18.0], shoonya_2sJ6WC930E4LCO, 5752379]
[paragraph, [255.0, 512.0, 215.0, 18.0], shoonya_2sJ6WC930E4LCO, 5752379]
[paragraph, [255.0, 530.0, 215.0, 18.0], shoonya_2sJ6WC930E4LCO, 5752379]
[paragraph, [256.0, 550.0, 214.0, 18.0], shoonya_7sIWGJ4Q51EIPK, 5752379]
[folio, [294.0, 698.0, 50.0, 18.0], IARL-VZoFB, 5752379]
