[1387, 987]
[paragraph, [90.0, 100.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 118.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 136.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 154.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 172.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 190.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 208.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 226.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 244.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 262.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 280.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 298.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 316.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 334.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 352.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 370.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 388.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 406.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 424.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 442.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 460.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 478.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 496.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 514.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 532.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 550.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 568.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 586.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 604.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 622.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 640.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [90.0, 658.0, 807.0, 18.0], shoonya_3s1KZ5EULOP8VC, 5652032]
[paragraph, [89.0, 689.0, 807.0, 18.0], shoonya_1sULJPLDNZM2P1, 5652032]
[paragraph, [89.0, 707.0, 807.0, 18.0], shoonya_1sULJPLDNZM2P1, 5652032]
[paragraph, [89.0, 725.0, 807.0, 18.0], shoonya_1sULJPLDNZM2P1, 5652032]
[paragraph, [89.0, 743.0, 807.0, 18.0], shoonya_1sULJPLDNZM2P1, 5652032]
[paragraph, [89.0, 761.0, 807.0, 18.0], shoonya_1sULJPLDNZM2P1, 5652032]
[paragraph, [89.0, 779.0, 807.0, 18.0], shoonya_1sULJPLDNZM2P1, 5652032]
[paragraph, [89.0, 797.0, 807.0, 18.0], shoonya_1sULJPLDNZM2P1, 5652032]
[paragraph, [89.0, 815.0, 807.0, 18.0], shoonya_1sULJPLDNZM2P1, 5652032]
[paragraph, [89.0, 833.0, 807.0, 18.0], shoonya_1sULJPLDNZM2P1, 5652032]
[paragraph, [89.0, 851.0, 807.0, 18.0], shoonya_1sULJPLDNZM2P1, 5652032]
[paragraph, [89.0, 869.0, 807.0, 18.0], shoonya_1sULJPLDNZM2P1, 5652032]
[paragraph, [89.0, 887.0, 807.0, 18.0], shoonya_1sULJPLDNZM2P1, 5652032]
[paragraph, [89.0, 905.0, 807.0, 18.0], shoonya_1sULJPLDNZM2P1, 5652032]
[paragraph, [95.0, 937.0, 285.0, 18.0], shoonya_2sXDH2MBDXFVE5, 5652032]
