[1220, 768]
[folio, [296.0, 73.0, 134.0, 18.0], shoonya_0s19YGUVT67JWQ, 5770389]
[folio, [296.0, 91.0, 134.0, 18.0], shoonya_0s19YGUVT67JWQ, 5770389]
[paragraph, [405.0, 127.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 145.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 163.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 181.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 199.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 217.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 235.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 253.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 271.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 289.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 307.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 325.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 343.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 361.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 379.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 397.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 415.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 433.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 451.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 469.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 487.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 505.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [405.0, 523.0, 282.0, 18.0], EAjyt79fYa, 5770389]
[paragraph, [72.0, 128.0, 307.0, 18.0], Sf8pO-YT8_, 5770389]
[paragraph, [72.0, 146.0, 307.0, 18.0], Sf8pO-YT8_, 5770389]
[paragraph, [72.0, 164.0, 307.0, 18.0], Sf8pO-YT8_, 5770389]
[paragraph, [72.0, 182.0, 307.0, 18.0], Sf8pO-YT8_, 5770389]
[paragraph, [72.0, 200.0, 307.0, 18.0], Sf8pO-YT8_, 5770389]
[paragraph, [72.0, 218.0, 307.0, 18.0], Sf8pO-YT8_, 5770389]
[paragraph, [72.0, 236.0, 307.0, 18.0], Sf8pO-YT8_, 5770389]
[paragraph, [72.0, 254.0, 307.0, 18.0], Sf8pO-YT8_, 5770389]
[paragraph, [72.0, 272.0, 308.0, 18.0], _R_LwslobY, 5770389]
[paragraph, [72.0, 290.0, 308.0, 18.0], _R_LwslobY, 5770389]
[paragraph, [72.0, 308.0, 308.0, 18.0], _R_LwslobY, 5770389]
[paragraph, [72.0, 326.0, 308.0, 18.0], _R_LwslobY, 5770389]
[paragraph, [72.0, 344.0, 308.0, 18.0], _R_LwslobY, 5770389]
[paragraph, [72.0, 362.0, 308.0, 18.0], _R_LwslobY, 5770389]
[paragraph, [74.0, 390.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 408.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 426.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 444.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 462.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 480.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 498.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 516.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 534.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 552.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 570.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 588.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 606.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 624.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 642.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 660.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 678.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 696.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 714.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 732.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 750.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 768.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 786.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 804.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 822.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 840.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 858.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 876.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 894.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 912.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 930.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 948.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 966.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 984.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 1002.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 1020.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 1038.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 1056.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [74.0, 1074.0, 306.0, 18.0], CLgPlFeWBX, 5770389]
[paragraph, [387.0, 556.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 574.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 592.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 610.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 628.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 646.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 664.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 682.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 700.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 718.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 736.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 754.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 772.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 790.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 808.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 826.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [387.0, 844.0, 305.0, 18.0], WnCZAdvhV4, 5770389]
[paragraph, [385.0, 859.0, 304.0, 18.0], aKnXBRxPGJ, 5770389]
[paragraph, [385.0, 877.0, 304.0, 18.0], aKnXBRxPGJ, 5770389]
[paragraph, [385.0, 895.0, 304.0, 18.0], aKnXBRxPGJ, 5770389]
[paragraph, [385.0, 913.0, 304.0, 18.0], aKnXBRxPGJ, 5770389]
[paragraph, [385.0, 931.0, 304.0, 18.0], aKnXBRxPGJ, 5770389]
[paragraph, [385.0, 949.0, 304.0, 18.0], aKnXBRxPGJ, 5770389]
[paragraph, [385.0, 967.0, 304.0, 18.0], aKnXBRxPGJ, 5770389]
[paragraph, [385.0, 985.0, 304.0, 18.0], aKnXBRxPGJ, 5770389]
[paragraph, [385.0, 1003.0, 304.0, 18.0], aKnXBRxPGJ, 5770389]
[paragraph, [385.0, 1021.0, 304.0, 18.0], aKnXBRxPGJ, 5770389]
[paragraph, [385.0, 1039.0, 304.0, 18.0], aKnXBRxPGJ, 5770389]
[paragraph, [385.0, 1057.0, 304.0, 18.0], aKnXBRxPGJ, 5770389]
[paragraph, [359.0, 1068.0, 336.0, 18.0], KyrhmzwE1V, 5770389]
[paragraph, [359.0, 1086.0, 336.0, 18.0], KyrhmzwE1V, 5770389]
[paragraph, [359.0, 1104.0, 336.0, 18.0], KyrhmzwE1V, 5770389]
[paragraph, [359.0, 1122.0, 336.0, 18.0], KyrhmzwE1V, 5770389]
[paragraph, [103.0, 1093.0, 185.0, 18.0], 1H-p0Mx6tn, 5770389]
[paragraph, [103.0, 1111.0, 185.0, 18.0], 1H-p0Mx6tn, 5770389]
[paragraph, [103.0, 1129.0, 185.0, 18.0], 1H-p0Mx6tn, 5770389]
