[1000, 653]
[author, [386.0, 35.0, 220.0, 18.0], gEfl-LdsFv, 5773971]
[author, [386.0, 53.0, 220.0, 18.0], gEfl-LdsFv, 5773971]
[folio, [44.0, 42.0, 115.0, 18.0], l32k-m-nmU, 5773971]
[folio, [44.0, 60.0, 115.0, 18.0], l32k-m-nmU, 5773971]
[paragraph, [43.0, 89.0, 566.0, 18.0], shoonya_0sYWKLSQ2MYOED, 5773971]
[paragraph, [43.0, 107.0, 566.0, 18.0], shoonya_0sYWKLSQ2MYOED, 5773971]
[paragraph, [43.0, 125.0, 566.0, 18.0], shoonya_0sYWKLSQ2MYOED, 5773971]
[paragraph, [43.0, 143.0, 566.0, 18.0], shoonya_0sYWKLSQ2MYOED, 5773971]
[paragraph, [43.0, 161.0, 566.0, 18.0], shoonya_0sYWKLSQ2MYOED, 5773971]
[paragraph, [43.0, 179.0, 566.0, 18.0], shoonya_0sYWKLSQ2MYOED, 5773971]
[paragraph, [43.0, 197.0, 566.0, 18.0], shoonya_0sYWKLSQ2MYOED, 5773971]
[paragraph, [43.0, 215.0, 566.0, 18.0], shoonya_0sYWKLSQ2MYOED, 5773971]
[paragraph, [43.0, 233.0, 566.0, 18.0], shoonya_0sYWKLSQ2MYOED, 5773971]
[paragraph, [43.0, 251.0, 566.0, 18.0], shoonya_0sYWKLSQ2MYOED, 5773971]
[paragraph, [248.0, 274.0, 354.0, 18.0], PTX66hPa-9, 5773971]
[section-title, [96.0, 277.0, 136.0, 30.0], 6Q3UxfHbDG, 5773971]
[paragraph, [40.0, 305.0, 568.0, 18.0], hOBSFrum_n, 5773971]
[paragraph, [40.0, 323.0, 568.0, 18.0], hOBSFrum_n, 5773971]
[paragraph, [40.0, 341.0, 568.0, 18.0], hOBSFrum_n, 5773971]
[paragraph, [40.0, 359.0, 568.0, 18.0], hOBSFrum_n, 5773971]
[paragraph, [40.0, 377.0, 568.0, 18.0], hOBSFrum_n, 5773971]
[paragraph, [40.0, 395.0, 568.0, 18.0], hOBSFrum_n, 5773971]
[paragraph, [40.0, 413.0, 568.0, 18.0], hOBSFrum_n, 5773971]
[paragraph, [40.0, 431.0, 568.0, 18.0], hOBSFrum_n, 5773971]
[paragraph, [40.0, 449.0, 568.0, 18.0], hOBSFrum_n, 5773971]
[paragraph, [43.0, 481.0, 566.0, 18.0], 2QCqzaFOZW, 5773971]
[paragraph, [43.0, 499.0, 566.0, 18.0], 2QCqzaFOZW, 5773971]
[paragraph, [43.0, 517.0, 566.0, 18.0], 2QCqzaFOZW, 5773971]
[paragraph, [43.0, 535.0, 566.0, 18.0], 2QCqzaFOZW, 5773971]
[paragraph, [43.0, 553.0, 566.0, 18.0], 2QCqzaFOZW, 5773971]
[paragraph, [43.0, 571.0, 566.0, 18.0], 2QCqzaFOZW, 5773971]
[paragraph, [43.0, 589.0, 566.0, 18.0], 2QCqzaFOZW, 5773971]
[paragraph, [43.0, 607.0, 566.0, 18.0], 2QCqzaFOZW, 5773971]
[paragraph, [43.0, 625.0, 566.0, 18.0], 2QCqzaFOZW, 5773971]
[paragraph, [43.0, 643.0, 566.0, 18.0], 2QCqzaFOZW, 5773971]
[paragraph, [47.0, 680.0, 564.0, 18.0], xocxue2CRt, 5773971]
[paragraph, [47.0, 698.0, 564.0, 18.0], xocxue2CRt, 5773971]
[paragraph, [47.0, 716.0, 564.0, 18.0], xocxue2CRt, 5773971]
[paragraph, [47.0, 734.0, 564.0, 18.0], xocxue2CRt, 5773971]
[paragraph, [47.0, 752.0, 564.0, 18.0], xocxue2CRt, 5773971]
[paragraph, [468.0, 775.0, 146.0, 18.0], VYdx8midCS, 5773971]
[paragraph, [44.0, 803.0, 567.0, 18.0], ScwH9qQuQM, 5773971]
[paragraph, [44.0, 821.0, 567.0, 18.0], ScwH9qQuQM, 5773971]
[paragraph, [44.0, 839.0, 567.0, 18.0], ScwH9qQuQM, 5773971]
[paragraph, [44.0, 857.0, 567.0, 18.0], ScwH9qQuQM, 5773971]
[paragraph, [44.0, 875.0, 567.0, 18.0], ScwH9qQuQM, 5773971]
[paragraph, [44.0, 893.0, 567.0, 18.0], ScwH9qQuQM, 5773971]
[paragraph, [44.0, 911.0, 567.0, 18.0], ScwH9qQuQM, 5773971]
[paragraph, [44.0, 929.0, 567.0, 18.0], ScwH9qQuQM, 5773971]
