[882, 655]
[website-link, [270.0, 25.0, 111.0, 18.0], shoonya_3s9Y7ADSJN63Y6, 5759477]
[ordered-list, [89.0, 79.0, 188.0, 18.0], shoonya_2sZFA4H9NLHAK5, 5759477]
[ordered-list, [89.0, 97.0, 188.0, 18.0], shoonya_2sZFA4H9NLHAK5, 5759477]
[ordered-list, [89.0, 115.0, 188.0, 18.0], shoonya_2sZFA4H9NLHAK5, 5759477]
[ordered-list, [89.0, 133.0, 188.0, 18.0], shoonya_2sZFA4H9NLHAK5, 5759477]
[ordered-list, [89.0, 151.0, 188.0, 18.0], shoonya_2sZFA4H9NLHAK5, 5759477]
[unordered-list, [334.0, 83.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 101.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 119.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 137.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 155.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 173.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 191.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 209.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 227.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 245.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 263.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 281.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 299.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 317.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 335.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 353.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 371.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[unordered-list, [334.0, 389.0, 240.0, 18.0], OKbBiAItV9, 5759477]
[paragraph, [78.0, 181.0, 241.0, 18.0], 0lb4rlSvyw, 5759477]
[paragraph, [78.0, 199.0, 241.0, 18.0], 0lb4rlSvyw, 5759477]
[paragraph, [78.0, 217.0, 241.0, 18.0], 0lb4rlSvyw, 5759477]
[paragraph, [78.0, 235.0, 241.0, 18.0], 0lb4rlSvyw, 5759477]
[paragraph, [78.0, 253.0, 241.0, 18.0], 0lb4rlSvyw, 5759477]
[paragraph, [78.0, 271.0, 241.0, 18.0], 0lb4rlSvyw, 5759477]
[paragraph, [78.0, 289.0, 241.0, 18.0], 0lb4rlSvyw, 5759477]
[paragraph, [78.0, 307.0, 241.0, 18.0], 0lb4rlSvyw, 5759477]
[paragraph, [78.0, 325.0, 241.0, 18.0], 0lb4rlSvyw, 5759477]
[paragraph, [78.0, 343.0, 241.0, 18.0], 0lb4rlSvyw, 5759477]
[unordered-list, [78.0, 406.0, 241.0, 18.0], qs85DRm9k4, 5759477]
[unordered-list, [78.0, 424.0, 241.0, 18.0], qs85DRm9k4, 5759477]
[unordered-list, [78.0, 442.0, 241.0, 18.0], qs85DRm9k4, 5759477]
[unordered-list, [78.0, 460.0, 241.0, 18.0], qs85DRm9k4, 5759477]
[unordered-list, [78.0, 478.0, 241.0, 18.0], qs85DRm9k4, 5759477]
[unordered-list, [78.0, 496.0, 241.0, 18.0], qs85DRm9k4, 5759477]
[section-title, [330.0, 423.0, 242.0, 30.0], Yfsxd0yIty, 5759477]
[unordered-list, [328.0, 488.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [328.0, 506.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [328.0, 524.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [328.0, 542.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [328.0, 560.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
[unordered-list, [328.0, 578.0, 248.0, 18.0], _yFSRpXU4U, 5759477]
