[1545, 2000]
[section-title, [717.0, 70.0, 345.0, 49.5], jVjlCpUi2_, 6490733]
[section-title, [717.0, 119.5, 345.0, 49.5], jVjlCpUi2_, 6490733]
[section-title, [717.0, 169.0, 345.0, 49.5], jVjlCpUi2_, 6490733]
[section-title, [59.0, 97.0, 325.0, 49.5], shoonya_0sJD0D3PQYXM12, 6490733]
[section-title, [59.0, 146.5, 325.0, 49.5], shoonya_0sJD0D3PQYXM12, 6490733]
[section-title, [59.0, 196.0, 325.0, 49.5], shoonya_0sJD0D3PQYXM12, 6490733]
[paragraph, [46.0, 264.0, 493.0, 36.0], -N4QrepVom, 6490733]
[paragraph, [46.0, 300.0, 493.0, 36.0], -N4QrepVom, 6490733]
[paragraph, [722.0, 332.0, 552.0, 36.0], 67_12JVZns, 6490733]
[paragraph, [722.0, 368.0, 552.0, 36.0], 67_12JVZns, 6490733]
[paragraph, [722.0, 404.0, 552.0, 36.0], 67_12JVZns, 6490733]
[paragraph, [722.0, 440.0, 552.0, 36.0], 67_12JVZns, 6490733]
[paragraph, [722.0, 476.0, 552.0, 36.0], 67_12JVZns, 6490733]
[paragraph, [722.0, 512.0, 552.0, 36.0], 67_12JVZns, 6490733]
[paragraph, [722.0, 548.0, 552.0, 36.0], 67_12JVZns, 6490733]
[contact-info, [115.0, 427.0, 477.0, 36.0], u_ESOqwTVD, 6490733]
[contact-info, [115.0, 463.0, 477.0, 36.0], u_ESOqwTVD, 6490733]
[contact-info, [115.0, 499.0, 477.0, 36.0], u_ESOqwTVD, 6490733]
[contact-info, [115.0, 535.0, 477.0, 36.0], u_ESOqwTVD, 6490733]
[contact-info, [115.0, 571.0, 477.0, 36.0], u_ESOqwTVD, 6490733]
[contact-info, [115.0, 607.0, 477.0, 36.0], u_ESOqwTVD, 6490733]
[contact-info, [115.0, 643.0, 477.0, 36.0], u_ESOqwTVD, 6490733]
[contact-info, [115.0, 679.0, 477.0, 36.0], u_ESOqwTVD, 6490733]
[website-link, [145.0, 572.0, 264.0, 18.0], 6-TtC_-nSy, 6490733]
[website-link, [145.0, 590.0, 264.0, 18.0], 6-TtC_-nSy, 6490733]
[folio, [1364.0, 960.0, 532.0, 36.0], PGb5q1Cl4Q, 6490733]
[headline, [1357.0, 1028.0, 575.0, 37.5], mI8aum77JD, 6490733]
[headline, [1357.0, 1065.5, 575.0, 37.5], mI8aum77JD, 6490733]
[headline, [1357.0, 1103.0, 575.0, 37.5], mI8aum77JD, 6490733]
[headline, [1357.0, 1140.5, 575.0, 37.5], mI8aum77JD, 6490733]
[headline, [1357.0, 1178.0, 575.0, 37.5], mI8aum77JD, 6490733]
[headline, [1357.0, 1215.5, 575.0, 37.5], mI8aum77JD, 6490733]
[headline, [1357.0, 1253.0, 575.0, 37.5], mI8aum77JD, 6490733]
[headline, [1357.0, 1290.5, 575.0, 37.5], mI8aum77JD, 6490733]
[headline, [1357.0, 1328.0, 575.0, 37.5], mI8aum77JD, 6490733]
[headline, [1357.0, 1365.5, 575.0, 37.5], mI8aum77JD, 6490733]
[paragraph, [1419.0, 1355.0, 484.0, 36.0], kP0-JYhKB7, 6490733]
[paragraph, [1419.0, 1391.0, 484.0, 36.0], kP0-JYhKB7, 6490733]
