[2339, 1654]
[folio, [91.0, 72.0, 414.0, 36.0], G4gDLSOvnk, 5751392]
[paragraph, [72.0, 128.0, 1477.0, 36.0], HR7dKXCra3, 5751392]
[paragraph, [72.0, 164.0, 1477.0, 36.0], HR7dKXCra3, 5751392]
[paragraph, [72.0, 200.0, 1477.0, 36.0], HR7dKXCra3, 5751392]
[paragraph, [82.0, 263.0, 1473.0, 36.0], UWFsCbPvxa, 5751392]
[paragraph, [82.0, 299.0, 1473.0, 36.0], UWFsCbPvxa, 5751392]
[paragraph, [82.0, 335.0, 1473.0, 36.0], UWFsCbPvxa, 5751392]
[paragraph, [82.0, 371.0, 1473.0, 36.0], UWFsCbPvxa, 5751392]
[paragraph, [82.0, 407.0, 1473.0, 36.0], UWFsCbPvxa, 5751392]
[paragraph, [82.0, 443.0, 1473.0, 36.0], UWFsCbPvxa, 5751392]
[paragraph, [82.0, 479.0, 1473.0, 36.0], UWFsCbPvxa, 5751392]
[paragraph, [85.0, 531.0, 1459.0, 36.0], shoonya_2sZFQCJDA37CNK, 5751392]
[paragraph, [85.0, 567.0, 1459.0, 36.0], shoonya_2sZFQCJDA37CNK, 5751392]
[paragraph, [85.0, 603.0, 1459.0, 36.0], shoonya_2sZFQCJDA37CNK, 5751392]
[paragraph, [85.0, 639.0, 1459.0, 36.0], shoonya_2sZFQCJDA37CNK, 5751392]
[paragraph, [85.0, 675.0, 1459.0, 36.0], shoonya_2sZFQCJDA37CNK, 5751392]
[paragraph, [85.0, 711.0, 1459.0, 36.0], shoonya_2sZFQCJDA37CNK, 5751392]
[paragraph, [85.0, 747.0, 1459.0, 36.0], shoonya_2sZFQCJDA37CNK, 5751392]
[paragraph, [85.0, 783.0, 1459.0, 36.0], shoonya_2sZFQCJDA37CNK, 5751392]
[paragraph, [85.0, 819.0, 1459.0, 36.0], shoonya_2sZFQCJDA37CNK, 5751392]
[paragraph, [85.0, 855.0, 1459.0, 36.0], shoonya_2sZFQCJDA37CNK, 5751392]
[paragraph, [91.0, 919.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 955.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 991.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1027.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1063.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1099.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1135.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1171.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1207.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1243.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1279.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1315.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1351.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1387.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1423.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1459.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1495.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1531.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [91.0, 1567.0, 1456.0, 36.0], shoonya_0sFNQ6UGDLP98F, 5751392]
[paragraph, [87.0, 1630.0, 1467.0, 36.0], ZcP-WFJzh0, 5751392]
[paragraph, [87.0, 1666.0, 1467.0, 36.0], ZcP-WFJzh0, 5751392]
[paragraph, [87.0, 1702.0, 1467.0, 36.0], ZcP-WFJzh0, 5751392]
[paragraph, [232.0, 1771.0, 1165.0, 36.0], shoonya_1sIWI291LRJKA4, 5751392]
[paragraph, [232.0, 1807.0, 1165.0, 36.0], shoonya_1sIWI291LRJKA4, 5751392]
[paragraph, [232.0, 1843.0, 1165.0, 36.0], shoonya_1sIWI291LRJKA4, 5751392]
[paragraph, [232.0, 1879.0, 1165.0, 36.0], shoonya_1sIWI291LRJKA4, 5751392]
[paragraph, [232.0, 1915.0, 1165.0, 36.0], shoonya_1sIWI291LRJKA4, 5751392]
[paragraph, [232.0, 1951.0, 1165.0, 36.0], shoonya_1sIWI291LRJKA4, 5751392]
[paragraph, [232.0, 1987.0, 1165.0, 36.0], shoonya_1sIWI291LRJKA4, 5751392]
[paragraph, [232.0, 2023.0, 1165.0, 36.0], shoonya_1sIWI291LRJKA4, 5751392]
[paragraph, [232.0, 2059.0, 1165.0, 36.0], shoonya_1sIWI291LRJKA4, 5751392]
[paragraph, [232.0, 2095.0, 1165.0, 36.0], shoonya_1sIWI291LRJKA4, 5751392]
[paragraph, [232.0, 2131.0, 1165.0, 36.0], shoonya_1sIWI291LRJKA4, 5751392]
[paragraph, [232.0, 2167.0, 1165.0, 36.0], shoonya_1sIWI291LRJKA4, 5751392]
