[1350, 900]
[folio, [520.0, 175.0, 187.0, 18.0], 9Gm7AP9YLM, 5759702]
[section-title, [160.0, 227.0, 525.0, 30.0], shoonya_2sJOGGJZUF3K5V, 5759702]
[paragraph, [149.0, 274.0, 579.0, 18.0], fTyf-stK_g, 5759702]
[paragraph, [149.0, 292.0, 579.0, 18.0], fTyf-stK_g, 5759702]
[paragraph, [149.0, 310.0, 579.0, 18.0], fTyf-stK_g, 5759702]
[paragraph, [148.0, 338.0, 582.0, 18.0], HqiBdweoPB, 5759702]
[paragraph, [148.0, 356.0, 582.0, 18.0], HqiBdweoPB, 5759702]
[paragraph, [148.0, 374.0, 582.0, 18.0], HqiBdweoPB, 5759702]
[paragraph, [148.0, 392.0, 582.0, 18.0], HqiBdweoPB, 5759702]
[paragraph, [148.0, 410.0, 582.0, 18.0], HqiBdweoPB, 5759702]
[paragraph, [148.0, 428.0, 582.0, 18.0], HqiBdweoPB, 5759702]
[paragraph, [148.0, 446.0, 582.0, 18.0], HqiBdweoPB, 5759702]
[paragraph, [148.0, 464.0, 582.0, 18.0], HqiBdweoPB, 5759702]
[paragraph, [150.0, 487.0, 581.0, 18.0], shoonya_0sLIQ0B2XI4PJ4, 5759702]
[paragraph, [150.0, 505.0, 581.0, 18.0], shoonya_0sLIQ0B2XI4PJ4, 5759702]
[paragraph, [150.0, 523.0, 581.0, 18.0], shoonya_0sLIQ0B2XI4PJ4, 5759702]
[paragraph, [150.0, 541.0, 581.0, 18.0], shoonya_0sLIQ0B2XI4PJ4, 5759702]
[paragraph, [148.0, 575.0, 583.0, 18.0], NxfhxiImBI, 5759702]
[paragraph, [148.0, 593.0, 583.0, 18.0], NxfhxiImBI, 5759702]
[paragraph, [148.0, 611.0, 583.0, 18.0], NxfhxiImBI, 5759702]
[paragraph, [148.0, 629.0, 583.0, 18.0], NxfhxiImBI, 5759702]
[paragraph, [149.0, 649.0, 582.0, 18.0], ZNErI6RON9, 5759702]
[paragraph, [149.0, 667.0, 582.0, 18.0], ZNErI6RON9, 5759702]
[paragraph, [149.0, 685.0, 582.0, 18.0], ZNErI6RON9, 5759702]
[paragraph, [149.0, 703.0, 582.0, 18.0], ZNErI6RON9, 5759702]
[paragraph, [149.0, 721.0, 582.0, 18.0], ZNErI6RON9, 5759702]
[paragraph, [149.0, 739.0, 582.0, 18.0], ZNErI6RON9, 5759702]
[paragraph, [149.0, 757.0, 582.0, 18.0], ZNErI6RON9, 5759702]
[paragraph, [150.0, 792.0, 582.0, 18.0], QRok3s4O5X, 5759702]
[paragraph, [150.0, 810.0, 582.0, 18.0], QRok3s4O5X, 5759702]
[paragraph, [150.0, 828.0, 582.0, 18.0], QRok3s4O5X, 5759702]
[paragraph, [150.0, 846.0, 582.0, 18.0], QRok3s4O5X, 5759702]
[paragraph, [150.0, 864.0, 582.0, 18.0], QRok3s4O5X, 5759702]
[paragraph, [150.0, 882.0, 582.0, 18.0], QRok3s4O5X, 5759702]
[paragraph, [150.0, 900.0, 582.0, 18.0], QRok3s4O5X, 5759702]
[paragraph, [150.0, 918.0, 582.0, 18.0], QRok3s4O5X, 5759702]
[paragraph, [150.0, 936.0, 582.0, 18.0], QRok3s4O5X, 5759702]
[paragraph, [150.0, 954.0, 582.0, 18.0], QRok3s4O5X, 5759702]
[paragraph, [152.0, 988.0, 582.0, 18.0], xNEDIMDlQ5, 5759702]
[paragraph, [152.0, 1006.0, 582.0, 18.0], xNEDIMDlQ5, 5759702]
[paragraph, [152.0, 1024.0, 582.0, 18.0], xNEDIMDlQ5, 5759702]
[paragraph, [152.0, 1042.0, 582.0, 18.0], xNEDIMDlQ5, 5759702]
[paragraph, [152.0, 1060.0, 582.0, 18.0], xNEDIMDlQ5, 5759702]
[paragraph, [152.0, 1078.0, 582.0, 18.0], xNEDIMDlQ5, 5759702]
[paragraph, [152.0, 1096.0, 582.0, 18.0], xNEDIMDlQ5, 5759702]
[paragraph, [152.0, 1114.0, 582.0, 18.0], xNEDIMDlQ5, 5759702]
