[1269, 921]
[chapter-title, [261.0, 53.0, 266.0, 30.0], shoonya_7sX6RNU032CD5U, 5776275]
[paragraph, [95.0, 95.0, 328.0, 18.0], shoonya_8sJ4IVKV055NJ0, 5776275]
[paragraph, [75.0, 117.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 135.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 153.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 171.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 189.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 207.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 225.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 243.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 261.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 279.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 297.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 315.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 333.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 351.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 369.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 387.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 405.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 423.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 441.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 459.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 477.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 495.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 513.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 531.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 549.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 567.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 585.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 603.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 621.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 639.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 657.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 675.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 693.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 711.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 729.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 747.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 765.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [75.0, 783.0, 630.0, 18.0], shoonya_2sFWE0UM5LTN68, 5776275]
[paragraph, [78.0, 812.0, 630.0, 18.0], shoonya_0sLZ6NXKSTZ7YO, 5776275]
[paragraph, [78.0, 830.0, 630.0, 18.0], shoonya_0sLZ6NXKSTZ7YO, 5776275]
[paragraph, [78.0, 848.0, 630.0, 18.0], shoonya_0sLZ6NXKSTZ7YO, 5776275]
[paragraph, [78.0, 866.0, 630.0, 18.0], shoonya_0sLZ6NXKSTZ7YO, 5776275]
[paragraph, [78.0, 884.0, 630.0, 18.0], shoonya_0sLZ6NXKSTZ7YO, 5776275]
[paragraph, [78.0, 902.0, 630.0, 18.0], shoonya_0sLZ6NXKSTZ7YO, 5776275]
[paragraph, [78.0, 920.0, 630.0, 18.0], shoonya_0sLZ6NXKSTZ7YO, 5776275]
[paragraph, [78.0, 938.0, 630.0, 18.0], shoonya_0sLZ6NXKSTZ7YO, 5776275]
[paragraph, [76.0, 967.0, 633.0, 18.0], shoonya_1s1RKSHK579K5C, 5776275]
[paragraph, [76.0, 985.0, 633.0, 18.0], shoonya_1s1RKSHK579K5C, 5776275]
[paragraph, [76.0, 1003.0, 633.0, 18.0], shoonya_1s1RKSHK579K5C, 5776275]
[paragraph, [76.0, 1021.0, 633.0, 18.0], shoonya_1s1RKSHK579K5C, 5776275]
[paragraph, [76.0, 1039.0, 633.0, 18.0], shoonya_1s1RKSHK579K5C, 5776275]
[paragraph, [76.0, 1057.0, 633.0, 18.0], shoonya_1s1RKSHK579K5C, 5776275]
[paragraph, [76.0, 1075.0, 633.0, 18.0], shoonya_1s1RKSHK579K5C, 5776275]
