[2339, 1653]
[paragraph, [322.0, 162.0, 1139.0, 36.0], shoonya_2sHVM7MLCH27DY, 5734461]
[paragraph, [322.0, 198.0, 1139.0, 36.0], shoonya_2sHVM7MLCH27DY, 5734461]
[paragraph, [322.0, 234.0, 1139.0, 36.0], shoonya_2sHVM7MLCH27DY, 5734461]
[paragraph, [322.0, 270.0, 1139.0, 36.0], shoonya_2sHVM7MLCH27DY, 5734461]
[paragraph, [322.0, 306.0, 1139.0, 36.0], shoonya_2sHVM7MLCH27DY, 5734461]
[paragraph, [322.0, 342.0, 1139.0, 36.0], shoonya_2sHVM7MLCH27DY, 5734461]
[paragraph, [322.0, 378.0, 1139.0, 36.0], shoonya_2sHVM7MLCH27DY, 5734461]
[paragraph, [322.0, 414.0, 1139.0, 36.0], shoonya_2sHVM7MLCH27DY, 5734461]
[paragraph, [322.0, 450.0, 1139.0, 36.0], shoonya_2sHVM7MLCH27DY, 5734461]
[paragraph, [322.0, 486.0, 1139.0, 36.0], shoonya_2sHVM7MLCH27DY, 5734461]
[paragraph, [326.0, 554.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 590.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 626.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 662.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 698.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 734.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 770.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 806.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 842.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 878.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 914.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 950.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 986.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 1022.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 1058.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 1094.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 1130.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 1166.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 1202.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 1238.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 1274.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 1310.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [326.0, 1346.0, 1145.0, 36.0], shoonya_1sLLK1ONWOJQM9, 5734461]
[paragraph, [324.0, 1386.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1422.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1458.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1494.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1530.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1566.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1602.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1638.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1674.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1710.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1746.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1782.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1818.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1854.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1890.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1926.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1962.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 1998.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 2034.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[paragraph, [324.0, 2070.0, 1137.0, 36.0], shoonya_0s5S78SBLDF54O, 5734461]
[folio, [1110.0, 2159.0, 280.0, 36.0], _ofwQOF8jz, 5734461]
