[1267, 753]
[folio, [332.0, 77.0, 105.0, 18.0], shoonya_2sMRFY8KCHNIPB, 5700014]
[paragraph, [76.0, 159.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 177.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 195.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 213.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 231.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 249.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 267.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 285.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 303.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 321.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 339.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 357.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 375.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 393.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 411.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 429.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 447.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 465.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 483.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 501.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 519.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [76.0, 537.0, 608.0, 18.0], shoonya_0sJYEZZRORTP06, 5700014]
[paragraph, [66.0, 573.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 591.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 609.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 627.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 645.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 663.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 681.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 699.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 717.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 735.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 753.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 771.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 789.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 807.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 825.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 843.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 861.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 879.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 897.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 915.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 933.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 951.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 969.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 987.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 1005.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 1023.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 1041.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [66.0, 1059.0, 618.0, 18.0], shoonya_1sJ3KK3VOIOW89, 5700014]
[paragraph, [67.0, 1093.0, 615.0, 18.0], -qZJlBhBQW, 5700014]
[paragraph, [67.0, 1111.0, 615.0, 18.0], -qZJlBhBQW, 5700014]
[paragraph, [67.0, 1129.0, 615.0, 18.0], -qZJlBhBQW, 5700014]
