[1625, 1211]
[paragraph, [440.0, 79.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [440.0, 115.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [440.0, 151.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [440.0, 187.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [440.0, 223.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [440.0, 259.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [440.0, 295.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [440.0, 331.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [440.0, 367.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [440.0, 403.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [440.0, 439.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [440.0, 475.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [440.0, 511.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [440.0, 547.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [440.0, 583.0, 334.0, 36.0], shoonya_4s9Z2HR8U64TOM, 5742797]
[paragraph, [796.0, 82.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 118.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 154.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 190.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 226.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 262.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 298.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 334.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 370.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 406.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 442.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 478.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 514.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 550.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 586.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 622.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 658.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 694.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 730.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 766.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 802.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 838.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 874.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 910.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 946.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 982.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 1018.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 1054.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 1090.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 1126.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 1162.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 1198.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 1234.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 1270.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 1306.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 1342.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 1378.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 1414.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[paragraph, [796.0, 1450.0, 348.0, 36.0], shoonya_1sRSVMT5AADR1Z, 5742797]
[section-title, [89.0, 198.0, 304.0, 49.5], EfSQw6tW7H, 5742797]
[author, [74.0, 284.0, 360.0, 36.0], PIlEqij6mf, 5742797]
[paragraph, [86.0, 361.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 397.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 433.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 469.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 505.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 541.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 577.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 613.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 649.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 685.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 721.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 757.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 793.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 829.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 865.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 901.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 937.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 973.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 1009.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 1045.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [86.0, 1081.0, 336.0, 36.0], shoonya_2sDNGNGTOY422P, 5742797]
[paragraph, [439.0, 1102.0, 348.0, 36.0], rEDX6PGY7M, 5742797]
[paragraph, [439.0, 1138.0, 348.0, 36.0], rEDX6PGY7M, 5742797]
[paragraph, [439.0, 1174.0, 348.0, 36.0], rEDX6PGY7M, 5742797]
[paragraph, [439.0, 1210.0, 348.0, 36.0], rEDX6PGY7M, 5742797]
[paragraph, [439.0, 1246.0, 348.0, 36.0], rEDX6PGY7M, 5742797]
[paragraph, [439.0, 1282.0, 348.0, 36.0], rEDX6PGY7M, 5742797]
[paragraph, [439.0, 1318.0, 348.0, 36.0], rEDX6PGY7M, 5742797]
[paragraph, [439.0, 1354.0, 348.0, 36.0], rEDX6PGY7M, 5742797]
[paragraph, [85.0, 1135.0, 343.0, 36.0], shoonya_3s3A2YFHY4XEM1, 5742797]
[paragraph, [85.0, 1171.0, 343.0, 36.0], shoonya_3s3A2YFHY4XEM1, 5742797]
