[2339, 1653]
[paragraph, [247.0, 241.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 277.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 313.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 349.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 385.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 421.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 457.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 493.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 529.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 565.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 601.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 637.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 673.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 709.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 745.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 781.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 817.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 853.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 889.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 925.0, 1160.0, 36.0], shoonya_2sDY8DE8B8ILYQ, 5685992]
[paragraph, [247.0, 979.0, 1162.0, 36.0], shoonya_1sJT9AKIQ8WF7W, 5685992]
[paragraph, [247.0, 1015.0, 1162.0, 36.0], shoonya_1sJT9AKIQ8WF7W, 5685992]
[paragraph, [247.0, 1051.0, 1162.0, 36.0], shoonya_1sJT9AKIQ8WF7W, 5685992]
[paragraph, [247.0, 1087.0, 1162.0, 36.0], shoonya_1sJT9AKIQ8WF7W, 5685992]
[paragraph, [247.0, 1123.0, 1162.0, 36.0], shoonya_1sJT9AKIQ8WF7W, 5685992]
[paragraph, [247.0, 1159.0, 1162.0, 36.0], shoonya_1sJT9AKIQ8WF7W, 5685992]
[paragraph, [247.0, 1195.0, 1162.0, 36.0], shoonya_1sJT9AKIQ8WF7W, 5685992]
[paragraph, [247.0, 1231.0, 1162.0, 36.0], shoonya_1sJT9AKIQ8WF7W, 5685992]
[paragraph, [247.0, 1267.0, 1162.0, 36.0], shoonya_1sJT9AKIQ8WF7W, 5685992]
[paragraph, [247.0, 1303.0, 1162.0, 36.0], shoonya_1sJT9AKIQ8WF7W, 5685992]
[paragraph, [247.0, 1339.0, 1162.0, 36.0], shoonya_1sJT9AKIQ8WF7W, 5685992]
[paragraph, [247.0, 1375.0, 1162.0, 36.0], shoonya_1sJT9AKIQ8WF7W, 5685992]
[paragraph, [247.0, 1411.0, 1162.0, 36.0], shoonya_1sJT9AKIQ8WF7W, 5685992]
[paragraph, [247.0, 1447.0, 1162.0, 36.0], shoonya_1sJT9AKIQ8WF7W, 5685992]
[paragraph, [245.0, 1512.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
[paragraph, [245.0, 1548.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
[paragraph, [245.0, 1584.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
[paragraph, [245.0, 1620.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
[paragraph, [245.0, 1656.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
[paragraph, [245.0, 1692.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
[paragraph, [245.0, 1728.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
[paragraph, [245.0, 1764.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
[paragraph, [245.0, 1800.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
[paragraph, [245.0, 1836.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
[paragraph, [245.0, 1872.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
[paragraph, [245.0, 1908.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
[paragraph, [245.0, 1944.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
[paragraph, [245.0, 1980.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
[paragraph, [245.0, 2016.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
[paragraph, [245.0, 2052.0, 1164.0, 36.0], shoonya_0sMZR3JZ1EMQZ1, 5685992]
