[2338, 1653]
[section-title, [119.0, 168.0, 158.0, 52.5], shoonya_3sNGL55O8T2BXC, 5658175]
[paragraph, [325.0, 251.0, 1287.0, 36.0], shoonya_6sV2MO91Y56VZR, 5658175]
[paragraph, [325.0, 287.0, 1287.0, 36.0], shoonya_6sV2MO91Y56VZR, 5658175]
[paragraph, [325.0, 323.0, 1287.0, 36.0], shoonya_6sV2MO91Y56VZR, 5658175]
[section-title, [120.0, 373.0, 263.0, 52.5], shoonya_1s19YILF2J4TVX, 5658175]
[paragraph, [318.0, 448.0, 972.0, 36.0], shoonya_5sXIQW0SBF8WD5, 5658175]
[section-title, [117.0, 520.0, 498.0, 52.5], shoonya_0sAB9D8KVVKT89, 5658175]
[ordered-list, [123.0, 598.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 634.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 670.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 706.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 742.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 778.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 814.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 850.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 886.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 922.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 958.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 994.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1030.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1066.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1102.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1138.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1174.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1210.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1246.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1282.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1318.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1354.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1390.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1426.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1462.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1498.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1534.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1570.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1606.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1642.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1678.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1714.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1750.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[ordered-list, [123.0, 1786.0, 1495.0, 36.0], shoonya_2sJ8Y8PVYWAXJ4, 5658175]
[contact-info, [1091.0, 1913.0, 442.0, 36.0], TYdwmvqkzn, 5658175]
[contact-info, [1091.0, 1949.0, 442.0, 36.0], TYdwmvqkzn, 5658175]
[contact-info, [1091.0, 1985.0, 442.0, 36.0], TYdwmvqkzn, 5658175]
